"word","Orthography","bucket_q","uni_prob","bi_prob_smoothed","group","filename","display","randomise_trials"
"n a u1 i1","nahuí","uni4-bi1",-13.41248428,-22.29531683,7,"n_a_u1_i1.mp3","Task",1
"k e p1 i1","quepí","uni4-bi2",-14.15497696,-16.68380073,7,"k_e_p1_i1.mp3","Task",1
"s a i1 a1","sayá","uni4-bi2",-11.37087866,-16.59033043,7,"s_a_i1_a1.mp3","Task",1
"d1 a1 s i","dasi","uni4-bi2",-13.17331598,-16.62621703,7,"d1_a1_s_i.mp3","Task",1
"i1 a1 s i","yasi","uni4-bi2",-12.0903172,-18.45067881,7,"i1_a1_s_i.mp3","Task",1
"u i ɾ1 a1","guirá","uni4-bi2",-13.62791765,-17.10392675,7,"u_i_ɾ1_a1.mp3","Task",1
"i1 a1 s o","yaso","uni4-bi3",-11.56455212,-15.56762957,7,"i1_a1_s_o.mp3","Task",1
"s o ɾ1 a1","sorá","uni4-bi3",-11.50673825,-15.27986793,7,"s_o_ɾ1_a1.mp3","Task",1
"n a ɾ1 i1","narí","uni4-bi3",-12.11714607,-16.16369318,7,"n_a_ɾ1_i1.mp3","Task",1
"t e k1 i1","tequí","uni4-bi3",-13.6390202,-15.94353991,7,"t_e_k1_i1.mp3","Task",1
"k1 a1 d e","cade","uni4-bi4",-13.53053321,-9.510513536,7,"k1_a1_d_e.mp3","Task",1
"l1 a1 ɾ e","lare","uni4-bi4",-13.28142325,-12.07273938,7,"l1_a1_ɾ_e.mp3","Task",1
"s1 a1 d a","sada","uni4-bi4",-12.67722464,-10.67609528,7,"s1_a1_d_a.mp3","Task",1
"s1 a1 t e","sate","uni4-bi4",-12.53356429,-12.0053385,7,"s1_a1_t_e.mp3","Task",1
"s a t1 a1","satá","uni4-bi4",-12.07731168,-13.96288089,7,"s_a_t1_a1.mp3","Task",1
