"word","Orthography","bucket_q","uni_prob","bi_prob_smoothed","group","filename","display","randomise_trials"
"p u t͡ʃ1 o1","puchó","uni1-bi4",-18.74096266,-13.82929235,3,"p_u_t͡ʃ1_o1.mp3","Task",1
"i1 u1 b u","yubu","uni2-bi1",-15.98727697,-23.03369544,3,"i1_u1_b_u.mp3","Task",1
"m1 a1 p u","mapu","uni2-bi1",-15.924008,-19.93094803,3,"m1_a1_p_u.mp3","Task",1
"x o u1 o1","johuó","uni2-bi1",-16.41664973,-24.18161328,3,"x_o_u1_o1.mp3","Task",1
"g1 e1 u i","guehui","uni2-bi1",-16.09261594,-25.1405171,3,"g1_e1_u_i.mp3","Task",1
"n1 o1 p u","nopu","uni2-bi1",-15.81143102,-22.92209464,3,"n1_o1_p_u.mp3","Task",1
"g e x1 a1","guejá","uni2-bi2",-15.96388491,-16.68977863,3,"g_e_x1_a1.mp3","Task",1
"t u f1 a1","tufá","uni2-bi2",-16.37152375,-17.90591555,3,"t_u_f1_a1.mp3","Task",1
"n u b1 o1","nubó","uni2-bi2",-15.95635211,-17.0938935,3,"n_u_b1_o1.mp3","Task",1
"t u m1 u1","tumú","uni2-bi2",-16.81692048,-18.32664649,3,"t_u_m1_u1.mp3","Task",1
"r u ɾ1 o1","ruró","uni2-bi3",-16.15863586,-14.74423203,3,"r_u_ɾ1_o1.mp3","Task",1
"t͡ʃ a d1 e1","chadé","uni2-bi3",-16.62416165,-14.7790884,3,"t͡ʃ_a_d1_e1.mp3","Task",1
"d1 o1 x i","dogi","uni2-bi3",-16.78788925,-16.30713158,3,"d1_o1_x_i.mp3","Task",1
"l1 u1 g a","luga","uni2-bi3",-16.36969512,-15.02467035,3,"l1_u1_g_a.mp3","Task",1
"f i k1 i1","fiquí","uni2-bi3",-16.19555538,-15.62572251,3,"f_i_k1_i1.mp3","Task",1
"f i k1 o1","ficó","uni2-bi4",-16.86760685,-12.96895735,3,"f_i_k1_o1.mp3","Task",1
"f1 i1 g a","figa","uni2-bi4",-16.39063177,-12.16332469,3,"f1_i1_g_a.mp3","Task",1
"f i k1 a1","ficá","uni2-bi4",-15.93847644,-13.56548978,3,"f_i_k1_a1.mp3","Task",1
"k1 u1 x e","cuge","uni2-bi4",-16.8701843,-12.22991664,3,"k1_u1_x_e.mp3","Task",1
"u1 o1 u o","huohuo","uni3-bi1",-15.32662118,-26.37811141,3,"u1_o1_u_o.mp3","Task",1
"n1 o1 s u","nosu","uni3-bi1",-14.51793712,-21.30120896,3,"n1_o1_s_u.mp3","Task",1
"u1 o1 u e","huohue","uni3-bi1",-15.13787932,-26.04655928,3,"u1_o1_u_e.mp3","Task",1
"u1 a1 ɾ u","guaru","uni3-bi1",-15.09109734,-21.21754879,3,"u1_a1_ɾ_u.mp3","Task",1
"i1 u1 i u","yuyu","uni3-bi1",-15.1803348,-24.65333284,3,"i1_u1_i_u.mp3","Task",1
"n u ɾ1 o1","nuró","uni3-bi2",-14.60292871,-17.51668747,3,"n_u_ɾ1_o1.mp3","Task",1
"r1 i1 s i","risi","uni3-bi2",-14.99512037,-16.71015477,3,"r1_i1_s_i.mp3","Task",1
"n i x1 a1","nijá","uni3-bi2",-14.95783084,-17.09802677,3,"n_i_x1_a1.mp3","Task",1
"s1 u1 p i","supi","uni3-bi2",-15.34436533,-18.32128403,3,"s1_u1_p_i.mp3","Task",1
"d e d1 u1","dedú","uni3-bi3",-14.79380735,-16.23978329,3,"d_e_d1_u1.mp3","Task",1
"b1 o1 ɾ i","bori","uni3-bi3",-14.98402032,-15.91082478,3,"b1_o1_ɾ_i.mp3","Task",1
"t u l1 e1","tulé","uni3-bi3",-15.54271398,-15.03585922,3,"t_u_l1_e1.mp3","Task",1
"s u p1 a1","supá","uni3-bi3",-14.77208263,-15.05256922,3,"s_u_p1_a1.mp3","Task",1
"f1 e1 i o","feyo","uni3-bi3",-14.99043584,-15.35408923,3,"f1_e1_i_o.mp3","Task",1
"u1 e1 g a","huega","uni3-bi4",-15.30561757,-13.37182212,3,"u1_e1_g_a.mp3","Task",1
"b1 u1 ɾ a","bura","uni3-bi4",-14.83005465,-11.85059598,3,"b1_u1_ɾ_a.mp3","Task",1
"g1 a1 b e","gabe","uni3-bi4",-14.66110731,-11.87754536,3,"g1_a1_b_e.mp3","Task",1
"l1 u1 t a","luta","uni3-bi4",-14.79393487,-14.1188669,3,"l1_u1_t_a.mp3","Task",1
"u o i1 a1","huoyá","uni4-bi1",-13.15996643,-21.7334372,3,"u_o_i1_a1.mp3","Task",1
"s i u1 i1","sihuí","uni4-bi1",-13.58492049,-20.67714082,3,"s_i_u1_i1.mp3","Task",1
"n e i1 u1","neyú","uni4-bi1",-13.41741587,-22.44570994,3,"n_e_i1_u1.mp3","Task",1
"i1 a1 u e","yahue","uni4-bi1",-12.97122457,-21.69189571,3,"i1_a1_u_e.mp3","Task",1
"n1 i1 u i","nihui","uni4-bi1",-14.34700734,-24.68451032,3,"n1_i1_u_i.mp3","Task",1
"i o i1 a1","yoyá","uni4-bi2",-12.0656738,-17.04024802,3,"i_o_i1_a1.mp3","Task",1
"s o u1 e1","sohué","uni4-bi2",-13.23172768,-18.80759402,3,"s_o_u1_e1.mp3","Task",1
"n a i1 a1","nayá","uni4-bi2",-11.91788099,-18.07692272,3,"n_a_i1_a1.mp3","Task",1
"i e i1 a1","yeyá","uni4-bi2",-11.87693194,-18.00828521,3,"i_e_i1_a1.mp3","Task",1
"s o x1 i1","sojí","uni4-bi3",-14.14214237,-16.20773468,3,"s_o_x1_i1.mp3","Task",1
"i o ɾ1 i1","yorí","uni4-bi3",-12.26493888,-15.88756747,3,"i_o_ɾ1_i1.mp3","Task",1
"i e ɾ1 a1","llerá","uni4-bi3",-11.81911807,-14.96226952,3,"i_e_ɾ1_a1.mp3","Task",1
"l e k1 e1","lequé","uni4-bi3",-14.15426253,-15.92712862,3,"l_e_k1_e1.mp3","Task",1
"i e d1 i1","lledí","uni4-bi3",-13.21700966,-16.19595491,3,"i_e_d1_i1.mp3","Task",1
"m a ɾ1 i1","marí","uni4-bi4",-12.63750762,-14.00495393,3,"m_a_ɾ1_i1.mp3","Task",1
"l1 e1 d o","ledo","uni4-bi4",-14.07124821,-13.01229994,3,"l1_e1_d_o.mp3","Task",1
"d1 a1 d e","dade","uni4-bi4",-13.29920407,-10.60796808,3,"d1_a1_d_e.mp3","Task",1
"i1 e1 s a","yesa","uni4-bi4",-11.80052989,-13.81973895,3,"i1_e1_s_a.mp3","Task",1
