vowel_stress_word,uni_prob,bi_prob_smoothed,response,exp,condition
ˈtʃuɲa,-18.911687748446763,-22.426823850862,0.184066768407164,uni_contrast,low
ˈɲutʃu,-20.842821123271975,-30.1310934107633,-0.40850588957127626,uni_contrast,low
ˈtʃuɲe,-18.91568317234849,-22.63605538250955,-0.1299619579278812,uni_contrast,low
ˈkutʃe,-16.50926046184801,-13.186382908851815,0.24746791693713682,uni_contrast,low
ˈrotʃo,-16.83696749648748,-14.583922945925371,0.6475730995369373,uni_contrast,low
ˈruɲu,-19.505277925522,-25.074197963261344,-0.2678091807268809,uni_contrast,low
xuˈɲo,-18.796315764332565,-22.499289154758543,0.18955836839066872,uni_contrast,low
ˈrotʃa,-16.643213943903508,-14.208678380224802,0.5281740615116715,uni_contrast,low
tʃuˈɲe,-19.34507262592033,-24.85101318023355,-0.19276296487185945,uni_contrast,low
fuˈpo,-16.6488261394209,-14.317005882283054,0.025504185487729703,uni_contrast,low
ˈtʃoɲo,-18.10084855356682,-20.13481883922672,0.3370776505575173,uni_contrast,low
ˈtʃixo,-16.956738980460344,-15.609929713629862,0.29016878136341295,uni_contrast,low
ˈguxo,-16.64059498204842,-14.555927803522415,0.1873309522555299,uni_contrast,low
xuˈjo,-16.71163435159797,-14.82815987135803,-0.11400685349568637,uni_contrast,low
ruˈɲo,-18.500685178058088,-22.065831232017683,0.6569843610995107,uni_contrast,low
