vowel_stress_word,uni_prob,bi_prob_smoothed,response,exp,condition
ˈtʃatʃe,-17.05562868069807,-16.28179115469511,0.0787158169457864,uni_contrast,low
ˈfetʃo,-16.615515144628144,-14.689444133342256,0.8380485200888692,uni_contrast,low
tʃuˈdo,-17.235216681022628,-17.07997237942905,0.30389955850967254,uni_contrast,low
ˈtʃuko,-16.699018590530255,-15.05524701292974,0.6906950516748691,uni_contrast,low
ˈroxu,-17.53243470725322,-18.27413714261747,0.07721221309126815,uni_contrast,low
guˈro,-17.077751470551277,-16.61903815035874,0.440113420451734,uni_contrast,low
ˈjutʃo,-17.020759888296137,-16.432331408132633,0.2098774774953265,uni_contrast,low
ruˈfi,-17.33264841670553,-17.812275704995546,0.25104942720761103,uni_contrast,low
xuˈbu,-17.58897778707056,-18.82868728048196,-0.3375891522897798,uni_contrast,low
ˈfuɲo,-18.039601501309154,-20.766262194577404,0.3994197126834288,uni_contrast,low
ˈretʃa,-16.150058194015774,-13.35461177380742,0.4050274038201095,uni_contrast,low
ɲuˈtʃe,-19.34507262592033,-25.942346827790516,-0.4718788369708279,uni_contrast,low
guˈɲo,-18.341632527630622,-22.07561803229157,0.09542576505182807,uni_contrast,low
tʃeˈɲo,-17.91109042488458,-20.45283872662784,0.1119020717023321,uni_contrast,low
tʃuˈfa,-17.91692683189998,-20.56491452425526,0.1890665271559346,uni_contrast,low
soˈɾa,-10.568546738828866,-14.463306834645833,0.19852628532545732,uni_contrast,high
ˈsase,-10.15956995847452,-12.415348278413449,-0.13355845987095835,uni_contrast,high
saˈta,-10.723249206871287,-14.238777135153622,0.08381790713478626,uni_contrast,high
ɲoˈsa,-13.723695307597904,-25.139079703373437,-0.3223904764768879,uni_contrast,high
saˈni,-11.364496176569444,-15.648831756720067,-0.22394968107088126,uni_contrast,high
soˈja,-11.639013894863307,-16.81728614216846,0.297572342238111,uni_contrast,high
neˈja,-11.904912625622188,-17.67582727974702,-0.4609527105331876,uni_contrast,high
soˈɾi,-11.321811521384396,-15.400102454655016,-0.26805414642104286,uni_contrast,high
ˈnesa,-11.047199528983324,-14.408700033450948,0.47307716138524497,uni_contrast,high
soˈsi,-11.102592869712293,-14.477433953721285,-0.3048657762588044,uni_contrast,high
neˈɾi,-11.587710252143276,-16.230727330163226,-0.0935752832980649,uni_contrast,high
naˈɾi,-11.583714828241543,-16.175865432194353,0.0046850317098202,uni_contrast,high
naˈne,-11.502856388424448,-15.656807598146235,-0.09408612255802333,uni_contrast,high
noˈja,-12.094670754304431,-17.891716695919076,-0.20642297748572136,uni_contrast,high
ˈsate,-10.727244630773018,-12.550043853276897,0.4732212919596804,uni_contrast,high
neˈni,-11.824148459912298,-16.846723147977446,0.2602742918660865,uni_contrast,high
saˈja,-11.445260342279337,-15.214396845122916,0.010980260148017878,uni_contrast,high
toˈɾa,-11.136221411127364,-14.019223036972171,0.17929870703178816,uni_contrast,high
noˈɾi,-11.777468380825518,-16.474533008405633,-0.02965680417180089,uni_contrast,high
seˈni,-11.368491600471174,-14.668138600182235,-0.11379588043637018,uni_contrast,high
niˈɾa,-11.808076748077143,-16.40069763522626,-0.10705454406141508,uni_contrast,high
naˈba,-11.77366788972914,-16.28719591708802,0.08987900064721764,uni_contrast,high
neˈke,-12.019139462825716,-17.20016854372159,-0.22051473474575828,uni_contrast,high
naˈja,-11.90091720172046,-16.744670836072554,-0.06750125921589303,uni_contrast,high
noˈni,-12.01390658859454,-16.90694004564777,-0.2344065531199304,uni_contrast,high
jeˈɾa,-11.668474417853169,-15.58011019510479,0.04932187370256419,uni_contrast,high
saˈwa,-13.012183694472297,-20.76336277232011,-0.5103258435600632,uni_contrast,high
ˈneke,-12.019139462825716,-16.89679765030347,0.09755749846677356,uni_contrast,high
teˈɾa,-10.94646328244512,-12.724725409964355,0.6378778098581855,uni_contrast,high
deˈsa,-10.930925484130222,-12.52418355651594,0.021966478687219307,uni_contrast,high
ˈnaɾi,-11.808076748077143,-16.032650633671594,0.2773071378168681,uni_contrast,high
toˈna,-11.372659618896384,-14.258487166932756,0.448742226461765,uni_contrast,high
neˈwa,-13.471835977815148,-22.315191463220856,-0.3885595867897867,uni_contrast,high
seˈwa,-13.016179118374025,-20.136606915425645,-0.8386665889053704,uni_contrast,high
ˈsise,-10.91283474103005,-11.847787344687202,-0.13501530083919136,uni_contrast,high
ˈsaɾo,-10.568546738828864,-10.535898417060697,0.6828110715995361,uni_contrast,high
ˈdasi,-11.904556762619624,-15.319136694821545,-0.14679674952457725,uni_contrast,high
loˈda,-12.082117683090695,-16.061898456960357,0.4092744784423486,uni_contrast,high
taˈni,-11.932170848867944,-15.24353874011672,0.07366911935893819,uni_contrast,high
woˈɾa,-13.425155898728372,-21.015317161611495,-0.6787303652605259,uni_contrast,high
joˈda,-12.410369420519013,-16.989123538305837,-0.07060713532414992,uni_contrast,high
ˈɲati,-15.07524312970356,-27.44467694581504,-0.42732361703220373,uni_contrast,high
ˈsawe,-13.016179118374025,-19.24998463874052,-0.5829136896495186,uni_contrast,high
ˈsada,-10.926930060228491,-10.95577875999119,0.3327169705781911,uni_contrast,high
jeˈja,-12.73894157388761,-17.962005764697768,-0.2301310177364739,uni_contrast,high
ˈjasi,-12.422887044670464,-16.593300427149888,-0.27088061556071374,uni_contrast,high
ˈsade,-10.930925484130222,-10.77241537405111,0.3059071062731215,uni_contrast,high
ˈjaso,-11.639013894863307,-13.599177966313958,0.4514235414292527,uni_contrast,high
suˈsa,-12.086707909398006,-15.188371740524968,-0.22448478781372133,uni_contrast,high
ˈnosu,-13.47148865369627,-20.61366472259288,-0.10352416634459348,uni_contrast,high
doˈta,-11.688358285110969,-13.579115266285084,0.0818784311061041,uni_contrast,high
ˈnedu,-13.749688429464245,-21.71652197859592,-0.008816498345095672,uni_contrast,high
neˈtu,-13.116618122535195,-19.094789175385124,0.026153322143308618,uni_contrast,high
saˈwi,-13.765448477027828,-21.39090885114027,-0.7076703359582431,uni_contrast,high
ˈnenu,-13.433989763249665,-20.163119805436345,0.06465364785658356,uni_contrast,high
naˈɲa,-13.985598614455055,-22.30442355760796,-0.11422040195492511,uni_contrast,high
neˈju,-13.838629257943245,-21.608112834292744,-0.18310896100367027,uni_contrast,high
leˈla,-12.08243809903098,-14.678915044513236,0.26921910772072555,uni_contrast,high
ˈtaɾe,-10.94646328244512,-10.22811868258184,0.7021693390664097,uni_contrast,high
naˈwi,-14.221105336468948,-22.921182842089912,-0.5166695122632721,uni_contrast,high
naˈtu,-13.112622698633466,-18.599665780023788,-0.06567738841963656,uni_contrast,high
jeˈdi,-12.973876074392296,-18.028947952773933,-0.15857721547764236,uni_contrast,high
laˈne,-12.008633599261554,-14.221679696989892,0.11141643979534017,uni_contrast,high
teˈki,-12.44845392326921,-15.928471692770284,0.146047920799296,uni_contrast,high
ˈnoje,-12.83403651047933,-17.367527414653047,-0.16928821526779853,uni_contrast,high
saˈje,-11.881228477248746,-13.593985585339466,0.021192420352724093,uni_contrast,high
