word,bucket_q,uni_prob,bi_prob_smoothed
p1 i1 f e,uni2-bi4,-15.754193319863065,-14.247957323203323
tʃ1 a1 l e,uni2-bi4,-15.74401190949682,-13.659000763550983
tʃ1 a1 m e,uni2-bi4,-15.776902651950026,-13.024204443027498
r e b1 o1,uni2-bi4,-15.703259686021704,-12.371113856633045
r1 o1 n o,uni2-bi4,-15.688409082692022,-12.151796072256143
k u d1 e1,uni2-bi4,-15.631874796029894,-12.15822420454829
p e u1 i1,uni4-bi2,-14.163907436827436,-19.190756708175464
n e t1 u1,uni4-bi2,-14.123848884770949,-18.725505768090116
i i b1 i1,uni4-bi2,-14.144127366840436,-18.342297606320376
d a n1 u1,uni4-bi2,-14.110073864433163,-17.81800704008694
l1 i1 n i,uni4-bi2,-14.131048308735704,-17.4060500177197
i i t1 o1,uni4-bi2,-14.227002318721611,-16.957701286744367
t1 a1 u e,uni4-bi2,-13.677657582426724,-19.20942519079351
r e i1 i1,uni4-bi2,-13.735598678486586,-18.75086706518471
t o ɾ1 u1,uni4-bi2,-13.693144625831678,-18.354642570600035
u e s1 i1,uni4-bi2,-13.694254447315087,-17.834424181751217
n1 e1 p o,uni4-bi2,-13.691894119080365,-17.453438160015935
s i u1 e1,uni4-bi2,-13.757492767555132,-17.006477061114953
s i u1 a1,uni4-bi2,-13.32784154270723,-19.26970099826319
s o u1 e1,uni4-bi2,-13.231727680320722,-18.80759401794756
n1 o1 i e,uni4-bi2,-13.210259229188903,-18.413047990278503
i1 a1 m i,uni4-bi2,-13.157681087813128,-17.89841098584298
n a n1 o1,uni4-bi2,-13.25120828611322,-17.3109583321324
m i i1 a1,uni4-bi2,-13.157681087813131,-16.912045556810767
n i i1 a1,uni4-bi2,-12.637319535018625,-19.114592567338843
n1 i1 s i,uni4-bi2,-12.751593024695076,-18.668766126713443
i1 a1 t i,uni4-bi2,-12.78212029854615,-18.261840812747938
i1 i1 l o,uni4-bi2,-12.85610420149036,-17.86060986114038
n o n1 i1,uni4-bi2,-12.772830268269228,-17.461346262804554
i1 i1 k o,uni4-bi2,-12.756246023972423,-16.933224810250945
d a i1 i1,uni4-bi2,-12.468352648815827,-19.309283700558804
i1 i1 i a,uni4-bi2,-12.129079289914902,-18.553780212839246
i1 i1 i o,uni4-bi2,-12.322752743143258,-18.362711306518893
i1 i1 ɾ a,uni4-bi2,-12.296920776193552,-17.945100354925682
n a n1 a1,uni4-bi2,-12.322077871676026,-17.41337301483802
i1 i1 t a,uni4-bi2,-12.319760701448232,-16.942450038907143
n e i1 a1,uni4-bi2,-11.922812585637338,-18.613804143275463
i1 i1 s o,uni4-bi2,-11.821631060340495,-18.538216863471657
n a i1 a1,uni4-bi2,-11.917880994555858,-18.07692271724435
i e i1 a1,uni4-bi2,-11.87693193763154,-18.00828520620964
i1 a1 i e,uni4-bi2,-11.87693193763154,-17.47421679452363
s a n1 i1,uni4-bi2,-12.032154484232311,-17.072525833332048
n1 i1 u u,uni3-bi1,-15.44129996254502,-30.640899331723404
i i u1 u1,uni3-bi1,-15.323566507372004,-29.601903949495757
t1 a1 u u,uni3-bi1,-15.4864571593316,-27.47290966132511
n1 u1 u i,uni3-bi1,-15.584531673518596,-25.268305838330622
g1 o1 i i,uni3-bi1,-15.497802498468868,-23.034054385774816
f1 a1 u e,uni3-bi1,-15.466335385117372,-20.86811652805527
i1 i1 u u,uni3-bi1,-15.037103085424851,-33.393399303863596
i1 e1 u u,uni3-bi1,-15.20967536690791,-29.76790081516199
u o u1 o1,uni3-bi1,-15.326621180236367,-27.44042865792744
l e u1 u1,uni3-bi1,-15.142411016337824,-25.463424237988384
u1 i1 n u,uni3-bi1,-15.226215444404229,-23.03484837153723
t1 u1 u o,uni3-bi1,-15.361002726435617,-20.92052720983908
i1 a1 u u,uni3-bi1,-14.780024142060007,-29.955380178360137
n1 a1 u u,uni3-bi1,-15.184221019180177,-29.81120699474416
u u i1 i1,uni3-bi1,-15.037103085424851,-27.422035672749335
k e u1 u1,uni3-bi1,-15.042552838819889,-25.39150609800724
n1 i1 p u,uni3-bi1,-15.139379552355312,-23.06251128804745
p1 e1 u o,uni3-bi1,-15.177090451824856,-20.8915273749708
i1 i1 r u,uni3-bi1,-15.54439825539146,-28.768215562389045
n o u1 u1,uni3-bi1,-14.843682068143394,-28.299510415321546
u1 o1 i i,uni3-bi1,-14.758093639947184,-27.262381234895265
n1 o1 u i,uni3-bi1,-15.019058806093778,-25.4921331008166
u o u1 e1,uni3-bi1,-14.827141990647076,-23.05842455397248
s1 i1 r i,uni3-bi1,-14.91605656666298,-20.90397528693935
s1 a1 u u,uni3-bi1,-15.245975080855118,-28.00578776100943
n i u1 u1,uni3-bi1,-15.369447155377802,-27.908376054667137
n a u1 u1,uni3-bi1,-14.650008614915038,-27.08807177860697
s i u1 u1,uni3-bi1,-14.822444824569242,-25.46989577237743
t1 e1 u i,uni3-bi1,-14.821815756655912,-23.22331225597844
k1 i1 u o,uni3-bi1,-14.73137328238391,-20.84571147902115
u1 u1 i i,uni3-bi1,-15.323566507372004,-27.34623671156774
s1 i1 u u,uni3-bi1,-15.503054024219963,-27.32019243955275
n e u1 u1,uni3-bi1,-14.65494020599652,-26.990949221897473
i a u1 u1,uni3-bi1,-14.60412796690924,-25.420316927552552
u o ɾ1 u1,uni3-bi1,-14.596755841821942,-23.11872480665409
n1 i1 t u,uni3-bi1,-14.53768874655476,-20.90394222414284
g u tʃ1 o1,uni1-bi4,-19.715032103735552,-14.498119594016188
r1 u1 tʃ o,uni1-bi4,-19.447512601829185,-13.965627198231584
f1 u1 tʃ o,uni1-bi4,-19.294899201320813,-13.619827290314856
f1 u1 tʃ a,uni1-bi4,-19.101225748092457,-13.240188039338788
r1 u1 tʃ a,uni1-bi4,-19.25383914860083,-13.585987947255516
k u tʃ1 o1,uni1-bi4,-18.382083723320953,-12.759456541565916
tʃ1 a1 ɲ o,uni1-bi4,-19.274273053093445,-14.302324194882097
tʃ1 a1 ɲ a,uni1-bi4,-19.08059959986509,-13.959925950577828
g1 u1 tʃ o,uni1-bi4,-18.777021578377425,-13.73555494924789
g1 u1 tʃ a,uni1-bi4,-18.58334812514907,-13.35591569827182
p1 u1 tʃ o,uni1-bi4,-18.38726118103352,-12.98141639433998
k1 u1 tʃ o,uni1-bi4,-18.11411629307563,-12.201044010588738
r1 o1 tʃ a,uni1-bi4,-18.688366281176005,-14.331524151662956
f1 e1 ɲ a,uni1-bi4,-18.671633131157055,-13.93518163967012
r1 a1 ɲ o,uni1-bi4,-18.58826876004588,-13.479764203068694
r1 a1 ɲ a,uni1-bi4,-18.39459530681752,-13.137365958764429
p1 u1 tʃ a,uni1-bi4,-18.193587727805163,-12.60177714336391
k1 u1 tʃ a,uni1-bi4,-17.920442839847272,-11.821404759612667
r1 e1 tʃ e,uni1-bi4,-18.1938186826682,-14.3376045124013
f u p1 o1,uni1-bi4,-18.23504436784029,-13.902008000455869
p1 u1 tʃ e,uni1-bi4,-18.19851931888665,-13.523708307502975
b1 u1 tʃ o,uni1-bi4,-18.095397917821337,-13.29432868943326
k1 u1 tʃ e,uni1-bi4,-17.925374430928755,-12.743335923751737
m1 e1 ɲ a,uni1-bi4,-17.62242658070059,-12.573557370173624
g u b1 o1,uni1-bi4,-17.67691312668014,-14.375390134424478
r u p1 o1,uni1-bi4,-17.803922526138763,-13.828860080300345
f u d1 o1,uni1-bi4,-17.730570343981746,-13.4317315545734
r e tʃ1 o1,uni1-bi4,-17.741378663077114,-13.050377437622767
g1 a1 ɲ a,uni1-bi4,-17.72410428336576,-12.85190637399818
k1 a1 ɲ o,uni1-bi4,-17.254872451292325,-12.20820201455833
m e ɲ1 o1,uni1-bi4,-17.22639392330421,-14.385052102318738
f u d1 e1,uni1-bi4,-17.231091154392455,-13.916083105389207
l1 a1 ɲ o,uni1-bi4,-17.177194369927502,-13.534857970513364
p1 u1 x e,uni1-bi4,-17.143329191668816,-13.01028902563207
m1 a1 ɲ a,uni1-bi4,-17.19277535585269,-12.579761114041904
r e r1 o1,uni1-bi4,-17.055374370029547,-12.255878323555416
i1 i1 r i,uni4-bi1,-14.450105627867869,-26.9771821512502
i1 i1 ɾ u,uni4-bi1,-14.11065194417991,-25.49847978893014
n o u1 o1,uni4-bi1,-14.278209200718576,-24.218095808014027
i1 e1 i u,uni4-bi1,-14.115382739384316,-22.891777011881153
n1 e1 p i,uni4-bi1,-14.217659206314774,-21.56269992161377
t1 i1 u o,uni4-bi1,-14.123478387938444,-20.2651732178562
i1 i1 i u,uni4-bi1,-13.94281045790126,-25.991666080632527
i1 i1 u o,uni4-bi1,-13.417045370666852,-25.4614669617959
i1 a1 u i,uni4-bi1,-13.685731514536414,-23.998991169356003
i1 i1 r a,uni4-bi1,-13.730667087405102,-22.799961738676252
d1 a1 i i,uni4-bi1,-13.67443766282923,-21.637566628841217
u e n1 i1,uni4-bi1,-13.632500385640146,-20.270589040362296
i1 i1 i i,uni4-bi1,-12.848517830377666,-25.820127369373377
u o i1 i1,uni4-bi1,-13.417045370666852,-25.487509097847052
n1 e1 i i,uni4-bi1,-13.425286988980892,-24.089191025476097
u a i1 i1,uni4-bi1,-13.223371917438495,-22.853805839829008
i e u1 i1,uni4-bi1,-13.371535219493552,-21.59267533546019
i1 i1 d i,uni4-bi1,-13.187791189278592,-20.302040892945413
i1 i1 u i,uni4-bi1,-13.94281045790126,-27.437010294859466
i1 i1 u e,uni4-bi1,-13.228303508519978,-25.129914833332
i i i1 i1,uni4-bi1,-12.848517830377666,-24.562192357251917
n i i1 i1,uni4-bi1,-12.894398478383469,-22.868664462423297
i1 a1 u e,uni4-bi1,-12.971224565155133,-21.69189570782854
s e i1 u1,uni4-bi1,-12.87041353669079,-20.31109955771147
s a u1 u1,uni4-bi1,-14.103006284106478,-25.60147949054076
u e i1 i1,uni4-bi1,-13.228303508519978,-24.65438970135704
i1 a1 i i,uni4-bi1,-12.59143888701282,-23.46202839952587
n e i1 i1,uni4-bi1,-12.179891529002184,-22.367876038359924
i1 i1 s i,uni4-bi1,-12.347396147574903,-21.42126609885364
s i i1 i1,uni4-bi1,-12.347396147574903,-20.43018418013359
s o u1 u1,uni4-bi1,-14.296679737334834,-27.271012729210035
i1 i1 s u,uni4-bi1,-13.441688775098498,-24.240767516568603
n1 a1 i i,uni4-bi1,-12.995635764132988,-23.31785521590989
n o i1 i1,uni4-bi1,-12.368633391149055,-22.26517624793364
i e i1 i1,uni4-bi1,-12.134010880996383,-21.762357101294093
i a i1 i1,uni4-bi1,-12.129079289914902,-20.16323976127439
tʃ1 o1 ɲ o,uni1-bi3,-20.20340346753064,-16.64792715865264
g u ɲ1 o1,uni1-bi3,-20.235392960652547,-16.143925150621165
r u ɲ1 o1,uni1-bi3,-20.070539096898983,-16.08997307885629
r1 u1 ɲ o,uni1-bi3,-20.082872041907898,-15.473949937100654
x u tʃ1 o1,uni1-bi3,-20.132911614992096,-15.294477454217336
f1 u1 ɲ o,uni1-bi3,-19.93025864139952,-15.128150029183926
f u ɲ1 a1,uni1-bi3,-19.572530524163316,-16.359348445197686
x u tʃ1 e1,uni1-bi3,-19.633432425402805,-16.126129517165737
x1 u1 ɲ a,uni1-bi3,-19.56198567747112,-15.816332870366402
tʃ1 e1 ɲ o,uni1-bi3,-19.703924277941347,-15.58869126492804
r1 o1 ɲ o,uni1-bi3,-19.51739917448307,-15.194981824993704
f1 u1 ɲ a,uni1-bi3,-19.73658518817117,-14.78575178487966
x1 o1 ɲ a,uni1-bi3,-18.9965128100463,-16.523130899780593
tʃ1 u1 x o,uni1-bi3,-19.078326767658915,-16.096713292571618
tʃ1 u1 x a,uni1-bi3,-18.88465331443056,-15.854591668887906
tʃ1 e1 tʃ o,uni1-bi3,-19.068564837862635,-15.56270593619884
f u x1 o1,uni1-bi3,-18.968082877427538,-15.256807798143145
f u tʃ1 a1,uni1-bi3,-19.05216966724632,-14.967494950667795
g u f1 e1,uni1-bi3,-18.37693522059033,-16.4268572277789
tʃ1 u1 g a,uni1-bi3,-18.46677380317401,-16.103906361662204
tʃ1 a1 tʃ e,uni1-bi3,-18.45017175086786,-15.854064166362472
g1 e1 ɲ o,uni1-bi3,-18.34742896144202,-15.51531818494853
x1 i1 ɲ a,uni1-bi3,-18.32446133897395,-15.217651788715145
r1 a1 ɲ e,uni1-bi3,-18.399526897899005,-14.896361178030205
tʃ o p1 o1,uni1-bi3,-17.8217883136087,-16.512586570647933
k i ɲ1 o1,uni1-bi3,-17.808151952714354,-16.210326250381566
tʃ e x1 e1,uni1-bi3,-17.86660577145978,-15.850351619058978
x1 i1 tʃ o,uni1-bi3,-17.8827753521236,-15.501114804629996
f1 u1 f a,uni1-bi3,-17.89442408756604,-15.1566179467648
x1 u1 x a,uni1-bi3,-17.871436110174578,-14.895512992282203
g o f1 o1,uni1-bi3,-17.256356695421616,-16.47164984875143
tʃ o d1 o1,uni1-bi3,-17.317314289750158,-16.12313745389942
p1 o1 x i,uni1-bi3,-17.292363273625277,-15.840914590157482
b i ɲ1 a1,uni1-bi3,-17.252470432486366,-15.536543159338969
x e x1 o1,uni1-bi3,-17.31089483383124,-15.17750200114025
k1 i1 ɲ a,uni1-bi3,-17.318277941428814,-14.873675769937329
