word,bucket_r,uni_prob,bi_prob_smoothed
ɲ u u u,uni1-bi1,-17.40782783570371,-34.99823749200534
ɲ u u u,uni1-bi1,-17.40782783570371,-34.99823749200534
ɲ o ɲ u,uni1-bi1,-18.824164439207618,-28.356938189944504
ɲ o ɲ u,uni1-bi1,-18.824164439207618,-28.356938189944504
ɲ i ɲ u,uni1-bi1,-18.955791894849956,-29.596017198036144
ɲ i ɲ u,uni1-bi1,-18.955791894849956,-29.596017198036144
ɲ u ɲ u,uni1-bi1,-20.114370309418906,-29.79148084211008
ɲ u ɲ u,uni1-bi1,-20.114370309418906,-29.79148084211008
ɲ a ɲ i,uni1-bi2,-17.26739708585401,-23.357260412418153
ɲ a ɲ i,uni1-bi2,-17.26739708585401,-23.357260412418153
ɲ i ɲ a,uni1-bi2,-17.267397085854014,-22.040010164106228
ɲ i ɲ a,uni1-bi2,-17.267397085854014,-22.040010164106228
ɲ o ɲ e,uni1-bi2,-17.27185387623698,-22.46360200772595
ɲ o ɲ e,uni1-bi2,-17.27185387623698,-22.46360200772595
ɲ u f i,uni1-bi2,-17.313017562148264,-24.999565009183897
ɲ u f i,uni1-bi2,-17.313017562148264,-24.999565009183897
ɲ i f u,uni1-bi2,-17.313017562148264,-25.495815861593513
ɲ i f u,uni1-bi2,-17.313017562148264,-25.495815861593513
x i ɲ u,uni1-bi2,-17.33623585225027,-22.123017801031004
x i ɲ u,uni1-bi2,-17.33623585225027,-22.123017801031004
ɲ u x i,uni1-bi2,-17.33623585225027,-24.35634738300934
ɲ u x i,uni1-bi2,-17.33623585225027,-24.35634738300934
ɲ i x u,uni1-bi2,-17.33623585225027,-25.469248870256045
ɲ i x u,uni1-bi2,-17.33623585225027,-25.469248870256045
ɲ u p u,uni1-bi2,-17.337201695432302,-25.971634131888663
ɲ u p u,uni1-bi2,-17.337201695432302,-25.971634131888663
ɲ e ɲ i,uni1-bi2,-17.403481331879316,-25.211384309097088
ɲ e ɲ i,uni1-bi2,-17.403481331879316,-25.211384309097088
ɲ i ɲ e,uni1-bi2,-17.40348133187932,-23.702681015817586
ɲ i ɲ e,uni1-bi2,-17.40348133187932,-23.702681015817586
u u ɲ u,uni1-bi2,-17.40782783570371,-27.049381341669903
u u ɲ u,uni1-bi2,-17.40782783570371,-27.049381341669903
tʃ o tʃ u,uni1-bi2,-17.658660356600716,-21.7148038770817
tʃ o tʃ u,uni1-bi2,-17.658660356600716,-21.7148038770817
ɲ o ɲ i,uni1-bi2,-17.665586024638667,-25.94994941839215
ɲ o ɲ i,uni1-bi2,-17.665586024638667,-25.94994941839215
ɲ i ɲ o,uni1-bi2,-17.66558602463867,-22.442887446458457
ɲ i ɲ o,uni1-bi2,-17.66558602463867,-22.442887446458457
tʃ i tʃ u,uni1-bi2,-17.79028781224305,-21.946648934972853
tʃ i tʃ u,uni1-bi2,-17.79028781224305,-21.946648934972853
ɲ i ɲ i,uni1-bi2,-17.797213480281005,-27.18902842648379
ɲ i ɲ i,uni1-bi2,-17.797213480281005,-27.18902842648379
ɲ a tʃ u,uni1-bi2,-17.84322345911951,-25.33164238190205
ɲ a tʃ u,uni1-bi2,-17.84322345911951,-25.33164238190205
ɲ u tʃ e,uni1-bi2,-17.979307705144816,-22.134623470551663
ɲ u tʃ e,uni1-bi2,-17.979307705144816,-22.134623470551663
tʃ e ɲ u,uni1-bi2,-17.979307705144816,-22.15759850572309
tʃ e ɲ u,uni1-bi2,-17.979307705144816,-22.15759850572309
ɲ e tʃ u,uni1-bi2,-17.979307705144816,-25.98726220600062
ɲ e tʃ u,uni1-bi2,-17.979307705144816,-25.98726220600062
ɲ u g u,uni1-bi2,-18.108547941512388,-26.28428626279124
ɲ u g u,uni1-bi2,-18.108547941512388,-26.28428626279124
ɲ u r u,uni1-bi2,-18.211335647383063,-27.894349343848535
ɲ u r u,uni1-bi2,-18.211335647383063,-27.894349343848535
tʃ o ɲ u,uni1-bi2,-18.241412397904167,-23.49360714734454
tʃ o ɲ u,uni1-bi2,-18.241412397904167,-23.49360714734454
ɲ o tʃ u,uni1-bi2,-18.241412397904167,-26.578134919681663
ɲ o tʃ u,uni1-bi2,-18.241412397904167,-26.578134919681663
tʃ i ɲ u,uni1-bi2,-18.3730398535465,-23.500290489765245
tʃ i ɲ u,uni1-bi2,-18.3730398535465,-23.500290489765245
ɲ u tʃ i,uni1-bi2,-18.373039853546505,-24.986018747873324
ɲ u tʃ i,uni1-bi2,-18.373039853546505,-24.986018747873324
ɲ i tʃ u,uni1-bi2,-18.373039853546505,-28.042375643243748
ɲ i tʃ u,uni1-bi2,-18.373039853546505,-28.042375643243748
ɲ a ɲ u,uni1-bi2,-18.42597550042296,-25.764249183970502
ɲ a ɲ u,uni1-bi2,-18.42597550042296,-25.764249183970502
ɲ u ɲ a,uni1-bi2,-18.425975500422965,-22.23547380818016
ɲ u ɲ a,uni1-bi2,-18.425975500422965,-22.23547380818016
ɲ u f u,uni1-bi2,-18.471595976717214,-27.080916488284032
ɲ u f u,uni1-bi2,-18.471595976717214,-27.080916488284032
x u ɲ u,uni1-bi2,-18.49481426681922,-21.859460232527816
x u ɲ u,uni1-bi2,-18.49481426681922,-21.859460232527816
ɲ u x u,uni1-bi2,-18.49481426681922,-26.30431494198457
ɲ u x u,uni1-bi2,-18.49481426681922,-26.30431494198457
ɲ e ɲ u,uni1-bi2,-18.562059746448263,-27.61837308064944
ɲ e ɲ u,uni1-bi2,-18.562059746448263,-27.61837308064944
ɲ u ɲ e,uni1-bi2,-18.56205974644827,-23.898144659891525
ɲ u ɲ e,uni1-bi2,-18.56205974644827,-23.898144659891525
ɲ u ɲ o,uni1-bi2,-18.82416443920762,-22.638351090532392
ɲ u ɲ o,uni1-bi2,-18.82416443920762,-22.638351090532392
ɲ u ɲ i,uni1-bi2,-18.955791894849956,-27.384492070557727
ɲ u ɲ i,uni1-bi2,-18.955791894849956,-27.384492070557727
tʃ u ɲ u,uni1-bi2,-19.53161826811545,-23.371704417216527
tʃ u ɲ u,uni1-bi2,-19.53161826811545,-23.371704417216527
ɲ u tʃ u,uni1-bi2,-19.531618268115455,-27.06895780280302
ɲ u tʃ u,uni1-bi2,-19.531618268115455,-27.06895780280302
tʃ a tʃ u,uni1-bi3,-17.26047141781606,-20.55042885391417
tʃ a tʃ u,uni1-bi3,-17.26047141781606,-20.55042885391417
ɲ e ɲ o,uni1-bi3,-17.27185387623698,-20.46524332907175
ɲ e ɲ o,uni1-bi3,-17.27185387623698,-20.46524332907175
f u ɲ i,uni1-bi3,-17.31301756214826,-18.57524500546376
f u ɲ i,uni1-bi3,-17.31301756214826,-18.57524500546376
f i ɲ u,uni1-bi3,-17.31301756214826,-21.11240742539439
f i ɲ u,uni1-bi3,-17.31301756214826,-21.11240742539439
x u ɲ i,uni1-bi3,-17.33623585225027,-19.452471460975463
x u ɲ i,uni1-bi3,-17.33623585225027,-19.452471460975463
p u ɲ u,uni1-bi3,-17.337201695432302,-20.263385837414805
p u ɲ u,uni1-bi3,-17.337201695432302,-20.263385837414805
tʃ u tʃ e,uni1-bi3,-17.396555663841365,-15.714847045658114
tʃ u tʃ e,uni1-bi3,-17.396555663841365,-15.714847045658114
tʃ e tʃ u,uni1-bi3,-17.396555663841365,-20.526487631074268
tʃ e tʃ u,uni1-bi3,-17.396555663841365,-20.526487631074268
tʃ u g u,uni1-bi3,-17.525795900208934,-19.86450983789769
tʃ u g u,uni1-bi3,-17.525795900208934,-19.86450983789769
g u tʃ u,uni1-bi3,-17.525795900208937,-18.30313334567887
g u tʃ u,uni1-bi3,-17.525795900208937,-18.30313334567887
ɲ o ɲ o,uni1-bi3,-17.533958568996333,-21.203808438366817
ɲ o ɲ o,uni1-bi3,-17.533958568996333,-21.203808438366817
r u tʃ u,uni1-bi3,-17.628583606079616,-18.222274960145665
r u tʃ u,uni1-bi3,-17.628583606079616,-18.222274960145665
tʃ u r u,uni1-bi3,-17.628583606079616,-21.474572918954983
tʃ u r u,uni1-bi3,-17.628583606079616,-21.474572918954983
tʃ u tʃ o,uni1-bi3,-17.658660356600713,-15.052497008625368
tʃ u tʃ i,uni1-bi3,-17.79028781224305,-18.566242322979768
tʃ u tʃ i,uni1-bi3,-17.79028781224305,-18.566242322979768
tʃ u ɲ a,uni1-bi3,-17.84322345911951,-15.81569738328661
tʃ u ɲ a,uni1-bi3,-17.84322345911951,-15.81569738328661
tʃ a ɲ u,uni1-bi3,-17.84322345911951,-20.983035655982626
tʃ a ɲ u,uni1-bi3,-17.84322345911951,-20.983035655982626
ɲ u tʃ a,uni1-bi3,-17.84322345911951,-21.151513665778772
ɲ u tʃ a,uni1-bi3,-17.84322345911951,-21.151513665778772
f u tʃ u,uni1-bi3,-17.88884393541376,-18.259710737709053
f u tʃ u,uni1-bi3,-17.88884393541376,-18.259710737709053
tʃ u f u,uni1-bi3,-17.88884393541376,-20.661140063390476
tʃ u f u,uni1-bi3,-17.88884393541376,-20.661140063390476
x u tʃ u,uni1-bi3,-17.91206222551577,-19.136937193220756
x u tʃ u,uni1-bi3,-17.91206222551577,-19.136937193220756
tʃ u x u,uni1-bi3,-17.91206222551577,-19.884538517091013
tʃ u x u,uni1-bi3,-17.91206222551577,-19.884538517091013
tʃ u ɲ e,uni1-bi3,-17.979307705144816,-17.478368234997973
tʃ u ɲ e,uni1-bi3,-17.979307705144816,-17.478368234997973
g u ɲ u,uni1-bi3,-18.108547941512388,-21.02565638498593
g u ɲ u,uni1-bi3,-18.108547941512388,-21.02565638498593
r u ɲ u,uni1-bi3,-18.211335647383063,-20.944797999452724
r u ɲ u,uni1-bi3,-18.211335647383063,-20.944797999452724
tʃ u ɲ o,uni1-bi3,-18.241412397904163,-16.21857466563884
tʃ u ɲ o,uni1-bi3,-18.241412397904163,-16.21857466563884
ɲ u tʃ o,uni1-bi3,-18.241412397904167,-21.47227343351892
ɲ u tʃ o,uni1-bi3,-18.241412397904167,-21.47227343351892
tʃ u ɲ i,uni1-bi3,-18.3730398535465,-20.964715645664175
tʃ u ɲ i,uni1-bi3,-18.3730398535465,-20.964715645664175
f u ɲ u,uni1-bi3,-18.47159597671721,-20.982233777016113
f u ɲ u,uni1-bi3,-18.47159597671721,-20.982233777016113
tʃ u tʃ u,uni1-bi3,-18.948866226812,-20.649181377909468
tʃ u tʃ u,uni1-bi3,-18.948866226812,-20.649181377909468
tʃ u tʃ a,uni1-bi4,-17.26047141781606,-14.73173724088522
tʃ u tʃ a,uni1-bi4,-17.26047141781606,-14.73173724088522
u u u u,uni2-bi1,-14.701285361988512,-32.25613799156516
u u u u,uni2-bi1,-14.701285361988512,-32.25613799156516
ɲ a u u,uni2-bi1,-15.719433026707764,-28.571080103517005
ɲ a u u,uni2-bi1,-15.719433026707764,-28.571080103517005
ɲ e u u,uni2-bi1,-15.85551727273307,-31.099112418847977
ɲ e u u,uni2-bi1,-15.85551727273307,-31.099112418847977
ɲ u u o,uni2-bi1,-16.11762196549242,-28.274670400114875
ɲ u u o,uni2-bi1,-16.11762196549242,-28.274670400114875
ɲ o u u,uni2-bi1,-16.11762196549242,-31.2484912828865
ɲ o u u,uni2-bi1,-16.11762196549242,-31.2484912828865
ɲ u u i,uni2-bi1,-16.24924942113476,-29.455754504523835
ɲ u u i,uni2-bi1,-16.24924942113476,-29.455754504523835
ɲ i u u,uni2-bi1,-16.24924942113476,-31.261124630800143
ɲ i u u,uni2-bi1,-16.24924942113476,-31.261124630800143
tʃ u u u,uni2-bi1,-16.825075794400256,-28.57846106711178
tʃ u u u,uni2-bi1,-16.825075794400256,-28.57846106711178
ɲ i r u,uni2-bi1,-17.052757232814116,-28.50354503471515
ɲ i r u,uni2-bi1,-17.052757232814116,-28.50354503471515
ɲ o d i,uni2-bi2,-14.42050295694217,-22.184054748015384
ɲ o d i,uni2-bi2,-14.42050295694217,-22.184054748015384
ɲ e m i,uni2-bi2,-14.423407741258522,-22.044638892667493
ɲ e m i,uni2-bi2,-14.423407741258522,-22.044638892667493
u u m u,uni2-bi2,-14.427754245082912,-23.547836382695728
u u m u,uni2-bi2,-14.427754245082912,-23.547836382695728
m u u u,uni2-bi2,-14.427754245082912,-26.361914803397976
m u u u,uni2-bi2,-14.427754245082912,-26.361914803397976
ɲ a u o,uni2-bi2,-14.42922715649648,-21.847513011626543
ɲ a u o,uni2-bi2,-14.42922715649648,-21.847513011626543
ɲ o u a,uni2-bi2,-14.42922715649648,-22.933047744360714
ɲ o u a,uni2-bi2,-14.42922715649648,-22.933047744360714
u o f u,uni2-bi2,-14.474847632790729,-22.14606616561585
u o f u,uni2-bi2,-14.474847632790729,-22.14606616561585
f o u u,uni2-bi2,-14.474847632790729,-25.169894250811986
f o u u,uni2-bi2,-14.474847632790729,-25.169894250811986
u o x u,uni2-bi2,-14.498065922892737,-21.573063574557622
u o x u,uni2-bi2,-14.498065922892737,-21.573063574557622
x o u u,uni2-bi2,-14.498065922892737,-26.20246988378779
x o u u,uni2-bi2,-14.498065922892737,-26.20246988378779
i i tʃ u,uni2-bi2,-14.507918965262355,-21.79864803155911
i i tʃ u,uni2-bi2,-14.507918965262355,-21.79864803155911
tʃ i i u,uni2-bi2,-14.507918965262355,-21.918491397887312
tʃ i i u,uni2-bi2,-14.507918965262355,-21.918491397887312
ɲ e s u,uni2-bi2,-14.537162153957508,-22.847267271446384
ɲ e s u,uni2-bi2,-14.537162153957508,-22.847267271446384
n u r u,uni2-bi2,-14.543509602466962,-21.662202285804305
n u r u,uni2-bi2,-14.543509602466962,-21.662202285804305
ɲ e b i,uni2-bi2,-14.544190249317191,-21.86102390399226
ɲ e b i,uni2-bi2,-14.544190249317191,-21.86102390399226
u u b u,uni2-bi2,-14.548536753141583,-23.21541210138965
u u b u,uni2-bi2,-14.548536753141583,-23.21541210138965
b u u u,uni2-bi2,-14.548536753141583,-26.008204279898138
b u u u,uni2-bi2,-14.548536753141583,-26.008204279898138
ɲ i d i,uni2-bi2,-14.552130412584509,-22.21165904112929
ɲ i d i,uni2-bi2,-14.552130412584509,-22.21165904112929
ɲ o k i,uni2-bi2,-14.553075614394908,-22.925056745634237
ɲ o k i,uni2-bi2,-14.553075614394908,-22.925056745634237
ɲ i u a,uni2-bi2,-14.560854612138815,-22.945681092274356
ɲ i u a,uni2-bi2,-14.560854612138815,-22.945681092274356
ɲ a u i,uni2-bi2,-14.560854612138815,-23.028597116035503
ɲ a u i,uni2-bi2,-14.560854612138815,-23.028597116035503
ɲ a i u,uni2-bi2,-14.560854612138815,-25.32887741077191
ɲ a i u,uni2-bi2,-14.560854612138815,-25.32887741077191
ɲ e u o,uni2-bi2,-14.565311402521784,-24.37554532695752
ɲ e u o,uni2-bi2,-14.565311402521784,-24.37554532695752
ɲ o u e,uni2-bi2,-14.565311402521786,-22.34810500218129
ɲ o u e,uni2-bi2,-14.565311402521786,-22.34810500218129
n o tʃ u,uni2-bi2,-14.573586352988062,-21.728977275043352
n o tʃ u,uni2-bi2,-14.573586352988062,-21.728977275043352
u u f i,uni2-bi2,-14.606475088433063,-22.257465508743717
u u f i,uni2-bi2,-14.606475088433063,-22.257465508743717
f i u u,uni2-bi2,-14.606475088433063,-22.77751485815839
f i u u,uni2-bi2,-14.606475088433063,-22.77751485815839
ɲ a ɾ u,uni2-bi2,-14.617055673350992,-21.92735128392137
ɲ a ɾ u,uni2-bi2,-14.617055673350992,-21.92735128392137
ɲ e p i,uni2-bi2,-14.626312717892716,-23.27732531661191
ɲ e p i,uni2-bi2,-14.626312717892716,-23.27732531661191
u u x i,uni2-bi2,-14.629693378535071,-21.614247882569163
u u x i,uni2-bi2,-14.629693378535071,-21.614247882569163
x i u u,uni2-bi2,-14.629693378535071,-23.788125233795004
x i u u,uni2-bi2,-14.629693378535071,-23.788125233795004
u u p u,uni2-bi2,-14.630659221717108,-23.229534631448484
u u p u,uni2-bi2,-14.630659221717108,-23.229534631448484
p u u u,uni2-bi2,-14.630659221717108,-25.47014248731006
p u u u,uni2-bi2,-14.630659221717108,-25.47014248731006
ɲ i k i,uni2-bi2,-14.684703070037244,-23.659117606635036
ɲ i k i,uni2-bi2,-14.684703070037244,-23.659117606635036
ɲ e u i,uni2-bi2,-14.69693885816412,-25.55662943136648
ɲ e u i,uni2-bi2,-14.69693885816412,-25.55662943136648
ɲ e i u,uni2-bi2,-14.69693885816412,-27.51676317037309
ɲ e i u,uni2-bi2,-14.69693885816412,-27.51676317037309
ɲ u i e,uni2-bi2,-14.696938858164122,-21.785733996596644
ɲ u i e,uni2-bi2,-14.696938858164122,-21.785733996596644
ɲ i u e,uni2-bi2,-14.696938858164122,-22.360738350094937
ɲ i u e,uni2-bi2,-14.696938858164122,-22.360738350094937
n i tʃ u,uni2-bi2,-14.7052138086304,-21.9070104356153
n i tʃ u,uni2-bi2,-14.7052138086304,-21.9070104356153
ɲ i l i,uni2-bi2,-14.734165824300955,-23.226340512248683
ɲ i l i,uni2-bi2,-14.734165824300955,-23.226340512248683
ɲ e ɾ u,uni2-bi2,-14.7531399193763,-23.849649805737695
ɲ e ɾ u,uni2-bi2,-14.7531399193763,-23.849649805737695
ɲ a n u,uni2-bi2,-14.758149455506858,-22.5364871863896
ɲ a n u,uni2-bi2,-14.758149455506858,-22.5364871863896
ɲ o s u,uni2-bi2,-14.799266846716858,-22.108894660749947
ɲ o s u,uni2-bi2,-14.799266846716858,-22.108894660749947
s o ɲ u,uni2-bi2,-14.799266846716858,-22.248905633006594
s o ɲ u,uni2-bi2,-14.799266846716858,-22.248905633006594
ɲ i m i,uni2-bi2,-14.81713988966021,-22.888759955877013
ɲ i m i,uni2-bi2,-14.81713988966021,-22.888759955877013
ɲ o u o,uni2-bi2,-14.827416095281135,-24.524924190996035
ɲ o u o,uni2-bi2,-14.827416095281135,-24.524924190996035
ɲ o p i,uni2-bi2,-14.888417410652066,-22.721236515702447
ɲ o p i,uni2-bi2,-14.888417410652066,-22.721236515702447
ɲ e n u,uni2-bi2,-14.894233701532164,-23.78337742960517
ɲ e n u,uni2-bi2,-14.894233701532164,-23.78337742960517
n e ɲ u,uni2-bi2,-14.894233701532166,-21.967331003413467
n e ɲ u,uni2-bi2,-14.894233701532166,-21.967331003413467
ɲ u s i,uni2-bi2,-14.930894302359194,-22.952669588637555
ɲ u s i,uni2-bi2,-14.930894302359194,-22.952669588637555
ɲ i s u,uni2-bi2,-14.930894302359194,-24.416456216057664
ɲ i s u,uni2-bi2,-14.930894302359194,-24.416456216057664
ɲ i b i,uni2-bi2,-14.93792239771888,-22.258125738277037
ɲ i b i,uni2-bi2,-14.93792239771888,-22.258125738277037
i o ɲ u,uni2-bi2,-14.959043550923472,-21.70845839023764
i o ɲ u,uni2-bi2,-14.959043550923472,-21.70845839023764
u o ɲ i,uni2-bi2,-14.959043550923472,-23.637412577639196
u o ɲ i,uni2-bi2,-14.959043550923472,-23.637412577639196
ɲ i u o,uni2-bi2,-14.959043550923472,-24.537557538909684
ɲ i u o,uni2-bi2,-14.959043550923472,-24.537557538909684
ɲ o u i,uni2-bi2,-14.959043550923472,-25.706008295405
ɲ o u i,uni2-bi2,-14.959043550923472,-25.706008295405
ɲ o i u,uni2-bi2,-14.959043550923472,-26.75760661930493
ɲ o i u,uni2-bi2,-14.959043550923472,-26.75760661930493
ɲ a t u,uni2-bi2,-14.959798310823787,-22.557515469278023
ɲ a t u,uni2-bi2,-14.959798310823787,-22.557515469278023
ɲ o ɾ u,uni2-bi2,-15.01524461213565,-23.50628416001855
ɲ o ɾ u,uni2-bi2,-15.01524461213565,-23.50628416001855
ɲ i p i,uni2-bi2,-15.020044866294402,-24.866453884204223
ɲ i p i,uni2-bi2,-15.020044866294402,-24.866453884204223
g i r u,uni2-bi2,-15.046934864907598,-21.95806757234807
g i r u,uni2-bi2,-15.046934864907598,-21.95806757234807
i i ɲ u,uni2-bi2,-15.090671006565808,-23.35228958635151
i i ɲ u,uni2-bi2,-15.090671006565808,-23.35228958635151
ɲ i u i,uni2-bi2,-15.090671006565808,-25.718641643318644
ɲ i u i,uni2-bi2,-15.090671006565808,-25.718641643318644
ɲ u i i,uni2-bi2,-15.090671006565808,-26.2088479798819
ɲ u i i,uni2-bi2,-15.090671006565808,-26.2088479798819
ɲ i i u,uni2-bi2,-15.090671006565808,-28.01421810615821
ɲ i i u,uni2-bi2,-15.090671006565808,-28.01421810615821
ɲ e t u,uni2-bi2,-15.095882556849094,-24.326602323271047
ɲ e t u,uni2-bi2,-15.095882556849094,-24.326602323271047
tʃ a u u,uni2-bi2,-15.136680985404311,-23.78986657552912
tʃ a u u,uni2-bi2,-15.136680985404311,-23.78986657552912
u a tʃ u,uni2-bi2,-15.136680985404317,-21.83010637686601
u a tʃ u,uni2-bi2,-15.136680985404317,-21.83010637686601
ɲ u ɾ i,uni2-bi2,-15.146872067777984,-23.55708342956054
ɲ u ɾ i,uni2-bi2,-15.146872067777984,-23.55708342956054
ɲ i ɾ u,uni2-bi2,-15.146872067777984,-25.51450374878247
ɲ i ɾ u,uni2-bi2,-15.146872067777984,-25.51450374878247
n o ɲ u,uni2-bi2,-15.156338394291511,-23.507780545306193
n o ɲ u,uni2-bi2,-15.156338394291511,-23.507780545306193
ɲ o n u,uni2-bi2,-15.156338394291517,-23.12693090045497
ɲ o n u,uni2-bi2,-15.156338394291517,-23.12693090045497
ɲ a d u,uni2-bi2,-15.180892432726464,-22.106214698194854
ɲ a d u,uni2-bi2,-15.180892432726464,-22.106214698194854
ɲ a g i,uni2-bi2,-15.261574717947491,-22.17575597169651
ɲ a g i,uni2-bi2,-15.261574717947491,-22.17575597169651
tʃ e u u,uni2-bi2,-15.27276523142962,-25.63833784392163
tʃ e u u,uni2-bi2,-15.27276523142962,-25.63833784392163
n i ɲ u,uni2-bi2,-15.287965849933853,-23.460651990407698
n i ɲ u,uni2-bi2,-15.287965849933853,-23.460651990407698
ɲ u n i,uni2-bi2,-15.287965849933853,-24.4328581278822
ɲ u n i,uni2-bi2,-15.287965849933853,-24.4328581278822
ɲ i n u,uni2-bi2,-15.287965849933853,-25.176093435870506
ɲ i n u,uni2-bi2,-15.287965849933853,-25.176093435870506
ɲ u k a,uni2-bi2,-15.313465090179202,-21.62068840004588
ɲ u k a,uni2-bi2,-15.313465090179202,-21.62068840004588
ɲ a k u,uni2-bi2,-15.313465090179202,-21.95843371977026
ɲ a k u,uni2-bi2,-15.313465090179202,-21.95843371977026
ɲ e d u,uni2-bi2,-15.31697667875177,-25.21101417514498
ɲ e d u,uni2-bi2,-15.31697667875177,-25.21101417514498
t o ɲ u,uni2-bi2,-15.357987249608444,-21.74228787614026
t o ɲ u,uni2-bi2,-15.357987249608444,-21.74228787614026
ɲ o t u,uni2-bi2,-15.357987249608446,-24.060175930275303
ɲ o t u,uni2-bi2,-15.357987249608446,-24.060175930275303
ɲ a l u,uni2-bi2,-15.362927844442916,-22.22077824618796
ɲ a l u,uni2-bi2,-15.362927844442916,-22.22077824618796
ɲ a r i,uni2-bi2,-15.364362423818172,-21.95860461057044
ɲ a r i,uni2-bi2,-15.364362423818172,-21.95860461057044
ɲ i r a,uni2-bi2,-15.364362423818172,-23.718792500011872
ɲ i r a,uni2-bi2,-15.364362423818172,-23.718792500011872
ɲ e g i,uni2-bi2,-15.397658963972798,-23.35355841610891
ɲ e g i,uni2-bi2,-15.397658963972798,-23.35355841610891
ɲ i g e,uni2-bi2,-15.397658963972802,-21.887709877808657
ɲ i g e,uni2-bi2,-15.397658963972802,-21.887709877808657
u u g u,uni2-bi2,-15.40200546779719,-23.542186762351065
u u g u,uni2-bi2,-15.40200546779719,-23.542186762351065
g u u u,uni2-bi2,-15.40200546779719,-26.23241303488118
g u u u,uni2-bi2,-15.40200546779719,-26.23241303488118
ɲ a m u,uni2-bi2,-15.445901909802169,-22.4165624446692
ɲ a m u,uni2-bi2,-15.445901909802169,-22.4165624446692
ɲ e k u,uni2-bi2,-15.449549336204509,-23.08725332425471
ɲ e k u,uni2-bi2,-15.449549336204509,-23.08725332425471
ɲ u k e,uni2-bi2,-15.449549336204509,-23.380268082420493
ɲ u k e,uni2-bi2,-15.449549336204509,-23.380268082420493
ɲ u t i,uni2-bi2,-15.48961470525078,-24.061383154385094
ɲ u t i,uni2-bi2,-15.48961470525078,-24.061383154385094
ɲ i t u,uni2-bi2,-15.48961470525078,-24.797584395246943
ɲ i t u,uni2-bi2,-15.48961470525078,-24.797584395246943
ɲ e l u,uni2-bi2,-15.49901209046822,-24.185334557710384
ɲ e l u,uni2-bi2,-15.49901209046822,-24.185334557710384
ɲ i r e,uni2-bi2,-15.50044666984348,-22.44074545064601
ɲ i r e,uni2-bi2,-15.50044666984348,-22.44074545064601
ɲ e r i,uni2-bi2,-15.50044666984348,-23.726350442503836
ɲ e r i,uni2-bi2,-15.50044666984348,-23.726350442503836
r u u u,uni2-bi2,-15.504793173667869,-26.151554649347975
r u u u,uni2-bi2,-15.504793173667869,-26.151554649347975
u u r u,uni2-bi2,-15.50479317366787,-25.15224984340836
u u r u,uni2-bi2,-15.50479317366787,-25.15224984340836
tʃ u u o,uni2-bi2,-15.53486992418897,-21.85489397522132
tʃ u u o,uni2-bi2,-15.53486992418897,-21.85489397522132
u o tʃ u,uni2-bi2,-15.53486992418897,-24.265598078928708
u o tʃ u,uni2-bi2,-15.53486992418897,-24.265598078928708
tʃ o u u,uni2-bi2,-15.53486992418897,-26.385160240286535
tʃ o u u,uni2-bi2,-15.53486992418897,-26.385160240286535
ɲ a b u,uni2-bi2,-15.566684417860838,-22.180106213783304
ɲ a b u,uni2-bi2,-15.566684417860838,-22.180106213783304
ɲ o d u,uni2-bi2,-15.57908137151112,-24.964450133160486
ɲ o d u,uni2-bi2,-15.57908137151112,-24.964450133160486
ɲ e m u,uni2-bi2,-15.581986155827472,-24.252113706885517
ɲ e m u,uni2-bi2,-15.581986155827472,-24.252113706885517
ɲ a f i,uni2-bi2,-15.62462275315232,-21.55882512297501
ɲ a f i,uni2-bi2,-15.62462275315232,-21.55882512297501
ɲ i f a,uni2-bi2,-15.62462275315232,-21.59748795077833
ɲ i f a,uni2-bi2,-15.62462275315232,-21.59748795077833
ɲ a p u,uni2-bi2,-15.64880688643636,-22.803522498389142
ɲ a p u,uni2-bi2,-15.64880688643636,-22.803522498389142
ɲ o g i,uni2-bi2,-15.65976365673215,-23.660084665843296
ɲ o g i,uni2-bi2,-15.65976365673215,-23.660084665843296
tʃ u i u,uni2-bi2,-15.666497379831306,-21.70585398997744
tʃ u i u,uni2-bi2,-15.666497379831306,-21.70585398997744
u i tʃ u,uni2-bi2,-15.666497379831306,-22.164781926874426
u i tʃ u,uni2-bi2,-15.666497379831306,-22.164781926874426
u u tʃ i,uni2-bi2,-15.666497379831306,-22.243919247433144
u u tʃ i,uni2-bi2,-15.666497379831306,-22.243919247433144
tʃ u u i,uni2-bi2,-15.666497379831306,-23.03597807963028
tʃ u u i,uni2-bi2,-15.666497379831306,-23.03597807963028
tʃ i u u,uni2-bi2,-15.666497379831306,-25.165397922529248
tʃ i u u,uni2-bi2,-15.666497379831306,-25.165397922529248
ɲ e b u,uni2-bi2,-15.702768663886143,-24.34902555064811
ɲ e b u,uni2-bi2,-15.702768663886143,-24.34902555064811
ɲ u d i,uni2-bi2,-15.710708827153455,-23.73523858695634
ɲ u d i,uni2-bi2,-15.710708827153455,-23.73523858695634
ɲ i d u,uni2-bi2,-15.710708827153455,-24.992054426274393
ɲ i d u,uni2-bi2,-15.710708827153455,-24.992054426274393
ɲ o k u,uni2-bi2,-15.711654028963858,-22.93554125866175
ɲ o k u,uni2-bi2,-15.711654028963858,-22.93554125866175
u a ɲ u,uni2-bi2,-15.719433026707764,-22.262713178934455
u a ɲ u,uni2-bi2,-15.719433026707764,-22.262713178934455
