word,bucket_r,uni_prob,bi_prob_smoothed
t u u i,uni3-bi3,-12.783072231535584,-20.9827499326886
t u u i,uni3-bi3,-12.783072231535584,-20.9827499326886
u u t i,uni3-bi3,-12.783072231535584,-21.31928365394492
u u t i,uni3-bi3,-12.783072231535584,-21.31928365394492
f a u o,uni3-bi3,-12.786452823794786,-16.69594506964731
f a u o,uni3-bi3,-12.786452823794786,-16.69594506964731
f o u a,uni3-bi3,-12.786452823794786,-16.854450712286194
f o u a,uni3-bi3,-12.786452823794786,-16.854450712286194
u o f a,uni3-bi3,-12.786452823794786,-18.247738254800662
u o f a,uni3-bi3,-12.786452823794786,-18.247738254800662
u a f o,uni3-bi3,-12.786452823794788,-15.716160878480858
u a f o,uni3-bi3,-12.786452823794788,-15.716160878480858
p a b u,uni3-bi3,-12.789515803874234,-15.291183925537776
p a b u,uni3-bi3,-12.789515803874234,-15.291183925537776
b a p u,uni3-bi3,-12.789515803874234,-16.207999863488123
b a p u,uni3-bi3,-12.789515803874234,-16.207999863488123
u u l e,uni3-bi3,-12.792469616753024,-17.77267226068298
u u l e,uni3-bi3,-12.792469616753024,-17.77267226068298
l u u e,uni3-bi3,-12.792469616753024,-18.355654938101413
l u u e,uni3-bi3,-12.792469616753024,-18.355654938101413
u e l u,uni3-bi3,-12.792469616753024,-18.436184958783553
u e l u,uni3-bi3,-12.792469616753024,-18.436184958783553
g o s u,uni3-bi3,-12.79344447881034,-16.437383305852233
g o s u,uni3-bi3,-12.79344447881034,-16.437383305852233
s o g u,uni3-bi3,-12.79344447881034,-17.738693885700666
s o g u,uni3-bi3,-12.79344447881034,-17.738693885700666
i u r e,uni3-bi3,-12.793904196128285,-15.097615811531506
i u r e,uni3-bi3,-12.793904196128285,-15.097615811531506
