word,bucket_q,uni_prob,bi_prob_smoothed
g u i1 u1,uni1-bi1,-16.946776457642194,-20.94209010767677
u1 i1 g u,uni1-bi1,-16.946776457642194,-21.239761618801985
i1 u1 g u,uni1-bi1,-16.946776457642194,-23.378183315557003
t͡ʃ1 e1 s u,uni1-bi1,-16.947989570099736,-20.99479516290276
ɲ1 e1 p a,uni1-bi1,-16.94811315916701,-21.525075687107815
f1 e1 d u,uni1-bi1,-16.949766918247484,-21.157351792209734
l1 u1 l u,uni1-bi1,-16.950336085097767,-21.824890996241596
ɲ1 e1 p e,uni1-bi1,-16.953044750248495,-21.582291643628977
l1 e1 r u,uni1-bi1,-16.953620367226755,-21.46423699636881
r1 e1 t u,uni1-bi1,-16.95378837138826,-19.244878909318363
u1 e1 r u,uni1-bi1,-16.954494875371687,-21.5607850576339
l1 a1 f u,uni1-bi1,-16.95509098408038,-20.768777216110017
u1 a1 f u,uni1-bi1,-16.95596549222531,-22.860191184568187
u a f1 u1,uni1-bi1,-16.956007075897904,-20.86803347515147
p1 u1 t u,uni1-bi1,-16.95848900760671,-19.284024405986496
u e f1 u1,uni1-bi1,-16.960938666979388,-22.065865897442997
ɲ1 e1 b a,uni1-bi1,-16.962683116871503,-19.071357904833143
m1 u1 d u,uni1-bi1,-16.96551242480513,-20.004920811485125
ɲ1 e1 b e,uni1-bi1,-16.967614707952983,-19.43156134783365
ɲ1 i1 p o,uni1-bi1,-16.96921433091231,-21.52184430908522
x1 e1 l u,uni1-bi1,-16.969245506993616,-20.245783152820728
f1 i1 l u,uni1-bi1,-16.9712727362106,-19.87702509886094
t͡ʃ o u1 e1,uni1-bi1,-16.972360662841623,-20.269756579358397
f1 a1 p u,uni1-bi1,-16.973214551832537,-21.315127823598498
t͡ʃ1 i1 p i,uni1-bi1,-16.97461856122973,-20.681394440025304
u o x1 u1,uni1-bi1,-16.975081018426216,-22.328158580185217
ɲ1 a1 l i,uni1-bi1,-16.97887971579509,-21.31824723067463
x1 o1 n u,uni1-bi1,-16.981253886241607,-21.137332484221425
l1 u1 m u,uni1-bi1,-16.983226827550972,-21.451711773070535
b1 u1 r i,uni1-bi1,-16.983239502827804,-19.249523332450124
ɲ a l1 a1,uni1-bi1,-16.983520916699145,-20.012420779199633
ɲ1 i1 b o,uni1-bi1,-16.9837842886168,-19.0211747962839
ɲ a u1 a1,uni1-bi1,-16.984395424844077,-24.84775557502801
f1 a1 b u,uni1-bi1,-16.98778450953703,-19.22793414881017
ɲ e l1 a1,uni1-bi1,-16.98845250778063,-22.073062000535096
ɲ e u1 a1,uni1-bi1,-16.98932701592556,-26.293328600041
m1 i1 r u,uni1-bi1,-16.990302524897242,-23.54537040620288
ɲ1 o1 d a,uni1-bi1,-16.994493490323347,-19.5335285501304
p1 o1 p u,uni1-bi1,-16.994706945982443,-19.766159187733216
ɲ1 o1 d e,uni1-bi1,-16.99942508140483,-19.34027070995121
x1 u1 s u,uni1-bi1,-16.999724422857867,-20.77469556609813
x1 e1 m u,uni1-bi1,-17.002136249446824,-19.362051941129604
f1 i1 m u,uni1-bi1,-17.00416347866381,-19.376453237763684
g i r1 a1,uni1-bi1,-17.0056047687272,-20.619491271625
p1 o1 b u,uni1-bi1,-17.009276903686935,-19.178604919423805
b1 u1 l u,uni1-bi1,-17.0092957912083,-20.588968642972524
t͡ʃ a n1 u1,uni1-bi1,-17.01031180525038,-20.005776155271107
ɲ1 a1 m i,uni1-bi1,-17.0117704582483,-21.076074188394692
b1 e1 r u,uni1-bi1,-17.012580073337286,-20.41978921866488
b1 a1 f u,uni1-bi1,-17.01405069019091,-20.02587147099714
u o ɲ1 a1,uni1-bi1,-17.014055797737175,-21.52926739083395
ɲ1 a1 u o,uni1-bi1,-17.014055797737175,-25.201111038844157
f1 u1 k i,uni1-bi1,-17.014646269666244,-19.717221675109673
t͡ʃ e n1 u1,uni1-bi1,-17.015243396331865,-20.136364937833797
u i t͡ʃ1 a1,uni1-bi1,-17.019460028054592,-19.63298428380535
t͡ʃ1 a1 i u,uni1-bi1,-17.019460028054592,-22.80577297318179
t͡ʃ1 a1 u i,uni1-bi1,-17.019460028054592,-23.17119703175277
ɲ o d1 a1,uni1-bi1,-17.023543315391677,-21.491561364899297
g1 o1 k u,uni1-bi1,-17.02558840682163,-19.91575739941672
k1 u1 l u,uni1-bi1,-17.02801416646259,-19.495683964128
g1 e1 f i,uni1-bi1,-17.031032948071307,-20.681690205287417
k1 e1 r u,uni1-bi1,-17.031298448591578,-21.389468565051864
k1 a1 f u,uni1-bi1,-17.0327690654452,-19.442121260154984
ɲ1 a1 s u,uni1-bi1,-17.038699202168825,-24.44784342547422
ɲ1 i1 d i,uni1-bi1,-17.04188055971376,-22.082152579852607
b1 u1 m u,uni1-bi1,-17.042186533661503,-20.21578941980146
ɲ a b1 a1,uni1-bi1,-17.042480622809677,-19.930262972164268
ɲ1 e1 ɾ i,uni1-bi1,-17.043020968574545,-21.61118418078064
f1 e1 k u,uni1-bi1,-17.043986840175727,-20.10936870835749
ɲ e b1 a1,uni1-bi1,-17.04741221389116,-21.83230041172436
n1 o1 f u,uni1-bi1,-17.051768445285507,-23.364703024444783
x1 i1 p u,uni1-bi1,-17.05569398449734,-21.543231796190703
d1 u1 p u,uni1-bi1,-17.05570578954872,-20.796568633882863
d1 i1 f u,uni1-bi1,-17.0585188729094,-19.74663312010568
m1 u1 k u,uni1-bi1,-17.059732346733373,-20.261850766235774
k1 u1 m u,uni1-bi1,-17.060904908915795,-19.122504740956938
ɲ a k1 a1,uni1-bi1,-17.06119899806397,-20.28675296226604
t͡ʃ1 i1 r a,uni1-bi1,-17.064395600923284,-19.630361794925697
t͡ʃ1 a1 n u,uni1-bi1,-17.065340676060394,-21.212281567538326
ɲ1 e1 t i,uni1-bi1,-17.065860893829225,-22.54672017745504
ɲ e k1 a1,uni1-bi1,-17.066130589145452,-21.97369826061971
l1 a1 t͡ʃ i,uni1-bi1,-17.0676000170832,-19.004756011682307
u1 a1 t͡ʃ i,uni1-bi1,-17.068474525228133,-21.096169980140473
t͡ʃ i u1 a1,uni1-bi1,-17.068474525228133,-22.309264307143607
x1 i1 b u,uni1-bi1,-17.07026394220183,-19.239659268671826
d1 u1 b u,uni1-bi1,-17.070275747253213,-20.222024602309467
d i r1 u1,uni1-bi1,-17.073039748246373,-19.756452112784064
ɲ o t1 e1,uni1-bi1,-17.076628781694765,-20.983657352348228
u a ɲ1 i1,uni1-bi1,-17.077461287873664,-20.069362403037932
ɲ1 i1 u a,uni1-bi1,-17.077461287873664,-25.430024447198974
ɲ a n1 o1,uni1-bi1,-17.080198377904274,-21.27083690266769
u e ɲ1 i1,uni1-bi1,-17.082392878955147,-21.784508233574194
ɲ1 i1 u e,uni1-bi1,-17.082392878955147,-26.910026520239192
t o t͡ʃ1 u1,uni1-bi1,-17.084687006691933,-20.190190424954302
ɲ e n1 o1,uni1-bi1,-17.085129968985754,-22.23848974035709
n1 o1 ɲ e,uni1-bi1,-17.085129968985758,-19.095909913156756
ɲ a d1 i1,uni1-bi1,-17.086948805528166,-20.175520659877325
t1 o1 g u,uni1-bi1,-17.08773660748897,-19.45257126563573
g i l1 u1,uni1-bi1,-17.089133660470836,-20.033463069788297
l1 u1 g i,uni1-bi1,-17.089133660470836,-20.789551028382505
ɲ e d1 i1,uni1-bi1,-17.09188039660965,-22.30404800077897
ɲ1 o1 k e,uni1-bi1,-17.093645003333073,-20.65758749113821
r i r1 i1,uni1-bi1,-17.09782984833848,-19.456275439790275
r1 i1 r i,uni1-bi1,-17.09782984833848,-22.266070818511757
g1 o1 r i,uni1-bi1,-17.099390295959072,-19.927830129418048
r1 e1 d u,uni1-bi1,-17.102380318755856,-20.70106983620285
x1 o1 ɾ u,uni1-bi1,-17.10321472451446,-20.96607783705152
p1 u1 d u,uni1-bi1,-17.107080954974304,-19.301383259664835
u1 a1 x u,uni1-bi1,-17.107577025533892,-20.90973530278697
x1 e1 g i,uni1-bi1,-17.108043082366688,-19.04545816296867
u a r1 u1,uni1-bi1,-17.108620476406276,-20.234190872587888
f1 o1 i u,uni1-bi1,-17.10997274893585,-22.40434864640668
f1 o1 u i,uni1-bi1,-17.10997274893585,-23.324083440683392
s1 o1 f u,uni1-bi1,-17.11352250696045,-21.405813595744668
u e r1 u1,uni1-bi1,-17.11355206748776,-21.557424561420685
f1 e1 r i,uni1-bi1,-17.117788729313165,-19.77938901328763
l1 e1 g u,uni1-bi1,-17.11847423098032,-19.028609697690555
u1 e1 g u,uni1-bi1,-17.11934873912525,-19.125157758955645
r1 i1 l u,uni1-bi1,-17.123886136718973,-20.339493525740252
g1 o1 l u,uni1-bi1,-17.125446584339564,-21.15700090948019
r1 a1 p u,uni1-bi1,-17.12582795234091,-20.488552873955136
x1 o1 t u,uni1-bi1,-17.126054649769138,-21.23739975044037
n1 i1 ɲ i,uni1-bi1,-17.12758544729469,-24.60697074526385
ɲ i n1 i1,uni1-bi1,-17.12758544729469,-25.89724441440779
p1 i1 r u,uni1-bi1,-17.131871055066412,-23.454441172458523
m1 u1 r i,uni1-bi1,-17.133534235870815,-19.640148589177137
ɲ1 i1 k i,uni1-bi1,-17.136100481642004,-24.747211180607028
ɲ1 e1 p o,uni1-bi1,-17.141786612395364,-21.83984199275
ɲ a s1 o1,uni1-bi1,-17.141952439579214,-19.34791081347749
f1 e1 l u,uni1-bi1,-17.14384501769366,-20.34666515629393
ɲ e s1 o1,uni1-bi1,-17.1468840306607,-21.164142345216547
t͡ʃ1 e1 p i,uni1-bi1,-17.147190842712785,-21.59612557458201
g i b1 u1,uni1-bi1,-17.148093366581367,-19.106585223075335
b1 u1 g i,uni1-bi1,-17.148093366581367,-19.55362867511343
u o f1 u1,uni1-bi1,-17.14968052912626,-23.08857389635802
f1 o1 n u,uni1-bi1,-17.15585339694165,-19.783066618198596
ɲ1 e1 b o,uni1-bi1,-17.156356570099856,-19.39953998356891
r1 i1 m u,uni1-bi1,-17.15677687917218,-19.838921664642996
i u g1 u1,uni1-bi1,-17.15756799341728,-19.07082919327365
u i g1 u1,uni1-bi1,-17.15756799341728,-19.70275335392671
g1 u1 i u,uni1-bi1,-17.15756799341728,-21.258459415412556
g1 o1 m u,uni1-bi1,-17.158337326792772,-20.99540441522226
m1 u1 l u,uni1-bi1,-17.159590524251307,-20.97959389969953
m1 e1 r u,uni1-bi1,-17.162874806380298,-20.20879815492998
n1 o1 t͡ʃ i,uni1-bi1,-17.164277478288327,-21.65594449869212
m1 a1 f u,uni1-bi1,-17.16434542323392,-20.156078603942824
r1 u1 k i,uni1-bi1,-17.167259670174616,-20.0630215830264
k i r1 u1,uni1-bi1,-17.167259670174616,-20.707239494786823
d1 i1 t͡ʃ i,uni1-bi1,-17.17102790591222,-19.129929482474967
t1 a1 ɲ i,uni1-bi1,-17.172742644081268,-20.175289035838
ɲ i t1 a1,uni1-bi1,-17.172742644081268,-23.44671383350966
f1 u1 s u,uni1-bi1,-17.17432393355791,-19.744114480611387
f1 e1 m u,uni1-bi1,-17.176735760146865,-19.462933944602806
ɲ o l1 a1,uni1-bi1,-17.177194369927502,-20.744563788984426
ɲ o u1 a1,uni1-bi1,-17.178068878072434,-26.78955987695595
ɲ a ɾ1 u1,uni1-bi1,-17.183660500866846,-22.661539895938493
n1 u1 r u,uni1-bi1,-17.186119471008798,-23.826922383620435
t͡ʃ1 a1 ɾ u,uni1-bi1,-17.187301514333246,-19.89360104830603
ɲ1 o1 l a,uni1-bi1,-17.188571589769523,-19.013751964221942
ɲ e ɾ1 u1,uni1-bi1,-17.18859209194833,-24.658388953180314
s1 i1 ɲ i,uni1-bi1,-17.18933950896963,-21.286263853093192
ɲ i s1 i1,uni1-bi1,-17.18933950896963,-23.743233178009355
m1 u1 m u,uni1-bi1,-17.192481266704515,-20.60641467652847
ɲ a m1 a1,uni1-bi1,-17.19277535585269,-19.754046524418975
ɲ1 o1 l e,uni1-bi1,-17.193503180851007,-19.096042539098267
r1 e1 k u,uni1-bi1,-17.1966002406841,-19.653086752350607
ɲ e m1 a1,uni1-bi1,-17.197706946934172,-22.10649528237151
x1 u1 p i,uni1-bi1,-17.198925695470916,-19.164202601020012
p1 u1 k u,uni1-bi1,-17.201300876902547,-19.55831321441549
n1 o1 x u,uni1-bi1,-17.20337997859409,-21.22682167395144
n u g1 u1,uni1-bi1,-17.203448641423083,-20.227719848499817
g1 u1 n u,uni1-bi1,-17.203448641423083,-21.263232621605063
t͡ʃ o n1 u1,uni1-bi1,-17.203985258478735,-19.67561096856257
l1 u1 p u,uni1-bi1,-17.209356844084546,-21.00806214433252
d1 i1 x u,uni1-bi1,-17.21013040621798,-19.1470937603627
t͡ʃ1 a1 t u,uni1-bi1,-17.210141439587925,-20.252576923734395
l1 i1 f u,uni1-bi1,-17.212169927445224,-20.392728332750153
f u i1 u1,uni1-bi1,-17.213044435590156,-20.961285956067417
u1 i1 f u,uni1-bi1,-17.213044435590156,-22.999569425253743
i1 u1 f u,uni1-bi1,-17.213044435590156,-23.902927730612795
ɲ1 e1 d i,uni1-bi1,-17.214452841196817,-23.430690915217863
ɲ1 u1 i a,uni1-bi1,-17.220692998847237,-20.969639681871072
i a ɲ1 u1,uni1-bi1,-17.22069299884724,-19.43071124992957
l1 u1 b u,uni1-bi1,-17.223926801789037,-20.433518112759124
i e ɲ1 u1,uni1-bi1,-17.22562458992872,-20.944390558957505
ɲ1 u1 i e,uni1-bi1,-17.22562458992872,-22.24817523340296
s1 o1 t͡ʃ i,uni1-bi1,-17.22603153996327,-19.697055069992008
x1 e1 p u,uni1-bi1,-17.2282662659804,-22.14814906656693
t͡ʃ1 o1 u a,uni1-bi1,-17.229151902029024,-20.67364978670632
f1 i1 p u,uni1-bi1,-17.230293495197383,-20.641431500569883
d1 e1 f u,uni1-bi1,-17.231091154392455,-21.368508992556556
l a t͡ʃ1 u1,uni1-bi1,-17.233683600277352,-19.66166209272642
t͡ʃ1 o1 u e,uni1-bi1,-17.234083493110507,-22.153651859746535
l i ɲ1 i1,uni1-bi1,-17.235958659159937,-19.115285037766043
ɲ1 i1 l i,uni1-bi1,-17.235958659159937,-23.828718469779304
ɲ o b1 a1,uni1-bi1,-17.236154076038034,-20.89666473024057
ɲ1 a1 p i,uni1-bi1,-17.237900474781874,-23.35255332951171
ɲ a l1 i1,uni1-bi1,-17.24059986006399,-20.904433479897
ɲ a i1 u1,uni1-bi1,-17.241474368208923,-25.868707082288346
ɲ a u1 i1,uni1-bi1,-17.241474368208923,-26.2551953997708
x1 e1 b u,uni1-bi1,-17.24283622368489,-19.90494404266829
ɲ e l1 i1,uni1-bi1,-17.245531451145474,-22.96507470123246
u1 i1 ɲ e,uni1-bi1,-17.246405959290406,-19.397948008122395
i1 u1 ɲ e,uni1-bi1,-17.246405959290406,-20.055348084401064
ɲ e u1 i1,uni1-bi1,-17.246405959290406,-27.70076842478379
ɲ e i1 u1,uni1-bi1,-17.246405959290406,-27.948284090041945
s1 u1 r u,uni1-bi1,-17.24787353268374,-21.553717854209808
ɲ1 e1 u a,uni1-bi1,-17.25003356935672,-25.77977082917834
ɲ1 a1 b i,uni1-bi1,-17.252470432486366,-20.20197894685114
ɲ o k1 a1,uni1-bi1,-17.254872451292325,-20.82152565656717
u e ɲ1 e1,uni1-bi1,-17.254965160438203,-20.156981248432572
ɲ1 e1 u e,uni1-bi1,-17.254965160438203,-27.25977290221855
t͡ʃ1 i1 r o,uni1-bi1,-17.258069054151637,-19.286026717994293
ɲ a d1 e1,uni1-bi1,-17.259521087011223,-19.072908763376997
r1 o1 i u,uni1-bi1,-17.26258614944422,-22.08806719333836
r1 o1 u i,uni1-bi1,-17.26258614944422,-23.007801987615064
u i r1 o1,uni1-bi1,-17.262586149444225,-20.128771836317533
g i r1 i1,uni1-bi1,-17.262683712092045,-21.31280596338765
g1 o1 g i,uni1-bi1,-17.264244159712636,-20.590880564554627
ɲ e d1 e1,uni1-bi1,-17.264452678092706,-21.20143610427864
g1 a1 r u,uni1-bi1,-17.26455250904547,-20.64284740966076
s1 o1 x u,uni1-bi1,-17.265134040269032,-19.267932245251323
t͡ʃ o s1 u1,uni1-bi1,-17.265739320153678,-19.61263510091137
n a ɲ1 u1,uni1-bi1,-17.26657364685304,-21.098466100983988
ɲ1 u1 n a,uni1-bi1,-17.26657364685304,-21.48527708389183
l i r1 u1,uni1-bi1,-17.26711784769255,-21.059450456545495
t͡ʃ i ɾ1 u1,uni1-bi1,-17.267739601250902,-20.38819177481797
b1 u1 p u,uni1-bi1,-17.268316550195077,-19.77213979106345
ɲ1 i1 m i,uni1-bi1,-17.268849401613146,-23.57607412763207
r1 e1 r i,uni1-bi1,-17.270402129821537,-19.323107057280748
u o ɲ1 i1,uni1-bi1,-17.27113474110202,-23.885787770273883
ɲ1 i1 u o,uni1-bi1,-17.27113474110202,-27.241578648703097
n e ɲ1 u1,uni1-bi1,-17.271505237934523,-21.54990949602333
ɲ1 u1 n e,uni1-bi1,-17.271505237934523,-21.701576721435128
ɲ o n1 o1,uni1-bi1,-17.27387183113263,-20.90343070928735
x1 o1 d u,uni1-bi1,-17.27464659713673,-22.443747919655408
u i t͡ʃ1 i1,uni1-bi1,-17.276538971419438,-21.04525037274248
t͡ʃ1 i1 u i,uni1-bi1,-17.276538971419438,-24.267410351108904
f1 o1 ɾ u,uni1-bi1,-17.277814235214503,-19.611811971028693
t͡ʃ a u1 o1,uni1-bi1,-17.27816639920256,-22.67271537471362
u1 o1 t͡ʃ a,uni1-bi1,-17.278166399202565,-19.677376904479015
ɲ o d1 i1,uni1-bi1,-17.280622258756523,-21.966680261664877
f1 e1 g i,uni1-bi1,-17.28264259306673,-19.14634016644187
b1 u1 b u,uni1-bi1,-17.28288650789957,-19.19759575949005
u1 o1 t͡ʃ e,uni1-bi1,-17.28309799028405,-20.59930806861809
t͡ʃ e u1 o1,uni1-bi1,-17.28309799028405,-23.2812243445999
t͡ʃ1 o1 k i,uni1-bi1,-17.287791095797363,-19.771674394099342
k1 i1 f u,uni1-bi1,-17.289848008810047,-20.234292406334458
ɲ1 i1 s u,uni1-bi1,-17.29577814553367,-26.020879203475793
r1 e1 l u,uni1-bi1,-17.296458418202032,-19.890383200287047
g i m1 u1,uni1-bi1,-17.29838809962438,-19.583009183301964
m1 u1 g i,uni1-bi1,-17.29838809962438,-19.94425393184044
d1 o1 r u,uni1-bi1,-17.29944850228022,-20.39595029514921
ɲ a b1 i1,uni1-bi1,-17.299559566174523,-20.12141861765478
m i r1 u1,uni1-bi1,-17.300008590145758,-20.419404076065607
n1 e1 ɲ i,uni1-bi1,-17.300157728777744,-23.0829068323475
ɲ i n1 e1,uni1-bi1,-17.300157728777744,-24.41592525557949
f1 o1 t u,uni1-bi1,-17.300654160469183,-19.88313388441754
p1 u1 l u,uni1-bi1,-17.30115905442048,-20.27605634787924
u o r1 u1,uni1-bi1,-17.302293929634633,-22.597832137435113
p1 e1 r u,uni1-bi1,-17.30444333654947,-20.5347143294343
ɲ e b1 i1,uni1-bi1,-17.304491157256006,-22.023456057214872
p1 a1 f u,uni1-bi1,-17.305913953403092,-20.053704093330843
r1 o1 n u,uni1-bi1,-17.308466797450023,-19.46678516513027
ɲ1 e1 k i,uni1-bi1,-17.30867276312506,-25.29395583379628
t͡ʃ e t1 u1,uni1-bi1,-17.31747953648329,-19.097195498100056
ɲ a k1 i1,uni1-bi1,-17.318277941428814,-22.34698569250274
n u t͡ʃ1 i1,uni1-bi1,-17.32241961942524,-19.07906855660411
t͡ʃ1 i1 n u,uni1-bi1,-17.32241961942524,-21.715726891642134
ɲ e k1 i1,uni1-bi1,-17.323209532510297,-24.033930990856412
l1 i1 t͡ʃ i,uni1-bi1,-17.324678960448047,-19.77602469511944
g1 u1 ɾ u,uni1-bi1,-17.325409479695935,-19.845201668996104
i1 u1 t͡ʃ i,uni1-bi1,-17.32555346859298,-21.590878353422045
u1 i1 t͡ʃ i,uni1-bi1,-17.32555346859298,-22.382865787623032
t͡ʃ i u1 i1,uni1-bi1,-17.32555346859298,-23.716704131886395
r1 u1 s u,uni1-bi1,-17.326937334066283,-20.089914388528115
ɲ1 a1 r a,uni1-bi1,-17.32767751447543,-19.78807050268256
r1 e1 m u,uni1-bi1,-17.329349160655237,-19.00665198859592
n1 a1 t͡ʃ u,uni1-bi1,-17.329439691374727,-23.03350767323233
x o p1 u1,uni1-bi1,-17.332071053815685,-19.127856300676367
p1 u1 m u,uni1-bi1,-17.334049796873686,-19.90287712470818
ɲ a p1 a1,uni1-bi1,-17.33434388602186,-20.69013037965536
ɲ o s1 o1,uni1-bi1,-17.33562589280757,-21.154769942346658
ɲ i ɾ1 o1,uni1-bi1,-17.337626173904795,-24.397257513232866
ɲ e p1 a1,uni1-bi1,-17.339275477103342,-23.03518701822612
g1 u1 t u,uni1-bi1,-17.348249404950614,-20.038162960894404
n1 u1 g u,uni1-bi1,-17.35097333476236,-22.32844927445124
i1 e1 t͡ʃ u,uni1-bi1,-17.354894039102458,-21.198442024422107
s1 e1 ɲ i,uni1-bi1,-17.361911790452687,-20.932974675093185
ɲ i s1 e1,uni1-bi1,-17.361911790452687,-23.4326887540974
l1 i1 x u,uni1-bi1,-17.363781460753806,-19.793188973007176
x u i1 u1,uni1-bi1,-17.364655968898738,-21.738447967877917
u1 i1 x u,uni1-bi1,-17.364655968898738,-22.40003006551077
i1 u1 x u,uni1-bi1,-17.364655968898738,-23.04698072591509
x1 o1 k u,uni1-bi1,-17.368866519064973,-20.46877881481226
x1 e1 f i,uni1-bi1,-17.37431106031465,-19.34306990084007
ɲ o ɾ1 u1,uni1-bi1,-17.377333954095203,-24.586636192489323
ɲ a t1 o1,uni1-bi1,-17.3824345180557,-19.151664934778463
r1 i1 p u,uni1-bi1,-17.382906895705755,-21.103899927449195
g1 o1 p u,uni1-bi1,-17.384467343326346,-21.555289426450116
l1 e1 f u,uni1-bi1,-17.384742208928284,-21.956845371048836
u1 e1 f u,uni1-bi1,-17.385616717073216,-22.053393432313925
ɲ o m1 a1,uni1-bi1,-17.386448809081045,-20.88492061013058
ɲ e t1 o1,uni1-bi1,-17.387366109137183,-21.077986128320163
ɲ1 u1 ɾ a,uni1-bi1,-17.38853448512589,-19.44088836924345
s1 a1 t͡ʃ u,uni1-bi1,-17.39119375304967,-21.228088439497597
ɲ1 u1 ɾ e,uni1-bi1,-17.393466076207375,-19.940872364059675
i1 o1 ɲ i,uni1-bi1,-17.395440041246868,-23.204996133339773
g1 o1 b u,uni1-bi1,-17.399037301030837,-20.967735158140705
k1 i1 t͡ʃ i,uni1-bi1,-17.40235704181287,-19.617588768703747
f1 e1 p u,uni1-bi1,-17.40286577668044,-22.249031070040132
ɲ1 e1 l i,uni1-bi1,-17.408530940642994,-23.008756641406823
t a ɲ1 u1,uni1-bi1,-17.41137441038057,-19.1383967902616
ɲ1 u1 t a,uni1-bi1,-17.41137441038057,-20.47323693777031
s1 u1 g u,uni1-bi1,-17.412727396437305,-20.05524474504061
ɲ a l1 e1,uni1-bi1,-17.413172141547047,-19.74406274924448
ɲ a u1 e1,uni1-bi1,-17.41404664969198,-22.584531637879778
ɲ1 u1 i o,uni1-bi1,-17.414366452075594,-20.77857077555072
i o ɲ1 u1,uni1-bi1,-17.414366452075594,-21.244513509341047
ɲ1 u1 t e,uni1-bi1,-17.416306001462054,-20.061788955946696
f1 e1 b u,uni1-bi1,-17.41743573438493,-20.00582604614149
ɲ e l1 e1,uni1-bi1,-17.41810373262853,-21.80470397057994
m1 u1 p u,uni1-bi1,-17.41861128323809,-20.162765047790455
ɲ e u1 e1,uni1-bi1,-17.418978240773463,-24.030104662892768
ɲ1 o1 n i,uni1-bi1,-17.420539319890985,-22.1571826397053
m1 i1 f u,uni1-bi1,-17.421424366598767,-19.62720273292304
u o t͡ʃ1 o1,uni1-bi1,-17.42282535525738,-21.36533453879863
t͡ʃ1 o1 u o,uni1-bi1,-17.42282535525738,-22.485203988210436
g o t͡ʃ1 i1,uni1-bi1,-17.4229229179052,-19.346798329098014
x i r1 a1,uni1-bi1,-17.423484279983747,-19.174332455561363
l o t͡ʃ1 u1,uni1-bi1,-17.427357053505705,-20.27447409087521
t1 i1 ɲ i,uni1-bi1,-17.429821587446114,-22.163176973464346
ɲ i t1 i1,uni1-bi1,-17.429821587446114,-24.48696250168944
r1 o1 ɾ u,uni1-bi1,-17.430427635722875,-19.29553051796037
m1 u1 b u,uni1-bi1,-17.43318124094258,-19.588221016217062
ɲ o l1 i1,uni1-bi1,-17.434273313292348,-21.636576489681783
ɲ o i1 u1,uni1-bi1,-17.43514782143728,-27.033254383106534
ɲ o u1 i1,uni1-bi1,-17.43514782143728,-28.196999701698736
g i r1 e1,uni1-bi1,-17.435255993575105,-20.056130481165297
s i ɲ1 u1,uni1-bi1,-17.439009856507244,-20.29122031097078
ɲ1 u1 s i,uni1-bi1,-17.439009856507244,-24.18940685608125
p1 u1 g i,uni1-bi1,-17.43995662979355,-19.24071638002015
g i p1 u1,uni1-bi1,-17.43995662979355,-20.560440195055197
ɲ1 e1 m i,uni1-bi1,-17.441421683096202,-22.372952948665727
k1 i1 x u,uni1-bi1,-17.44145954211863,-19.63475304659148
x1 o1 r i,uni1-bi1,-17.442668408202415,-20.480851544813593
b1 e1 f u,uni1-bi1,-17.44370191503881,-20.912397593344902
u o ɲ1 e1,uni1-bi1,-17.443707022585077,-22.25826078513226
ɲ1 e1 u o,uni1-bi1,-17.443707022585077,-27.591325030682455
t͡ʃ1 i1 ɾ u,uni1-bi1,-17.44438045769809,-22.32887984517958
t͡ʃ1 o1 s u,uni1-bi1,-17.447468759689027,-20.26982317716326
ɲ1 o1 p a,uni1-bi1,-17.447592348756302,-19.76207331499168
t͡ʃ1 e1 i u,uni1-bi1,-17.449111252902494,-24.294155389703484
t͡ʃ1 e1 u i,uni1-bi1,-17.449111252902494,-25.21389018398019
u i t͡ʃ1 e1,uni1-bi1,-17.449111252902497,-20.014456838492784
f1 o1 d u,uni1-bi1,-17.449246107836775,-21.08948205363258
ɲ a m1 i1,uni1-bi1,-17.449854299217535,-20.493232237456414
ɲ1 o1 p e,uni1-bi1,-17.452523939837786,-19.81928927151284
t͡ʃ1 a1 k u,uni1-bi1,-17.45295330888376,-20.049656719196385
l1 o1 r u,uni1-bi1,-17.45309955681605,-21.320899666121896
ɲ o d1 e1,uni1-bi1,-17.45319454023958,-20.86406836516455
r1 o1 t u,uni1-bi1,-17.453267560977554,-19.566852431349215
u1 o1 r u,uni1-bi1,-17.45397406496098,-25.947190389677345
ɲ e m1 i1,uni1-bi1,-17.454785890299018,-22.84568099540896
ɲ1 u1 n o,uni1-bi1,-17.460247100081396,-21.097309662982735
n o ɲ1 u1,uni1-bi1,-17.460247100081396,-22.715369845806727
m o t͡ʃ1 u1,uni1-bi1,-17.460247795958914,-19.32711189628403
k1 e1 f u,uni1-bi1,-17.462420290293103,-21.88207693973189
d1 o1 g u,uni1-bi1,-17.464302366033785,-19.25642227845328
t͡ʃ1 u1 n i,uni1-bi1,-17.465651330398813,-20.11520746345054
n i t͡ʃ1 u1,uni1-bi1,-17.465651330398813,-21.86689854633732
t1 o1 t͡ʃ i,uni1-bi1,-17.466513618439755,-19.162375030960952
ɲ1 o1 b e,uni1-bi1,-17.467093897542277,-19.324209731306745
t͡ʃ1 i1 t u,uni1-bi1,-17.46722038295277,-20.486842252532476
ɲ1 e1 s u,uni1-bi1,-17.468350427016727,-25.34777334266858
x1 o1 l u,uni1-bi1,-17.468724696582907,-21.710022324875737
u1 o1 t͡ʃ o,uni1-bi1,-17.471839852430918,-20.057016155455088
t͡ʃ o u1 o1,uni1-bi1,-17.471839852430918,-24.651760683313356
ɲ a b1 e1,uni1-bi1,-17.47213184765758,-19.360362909618065
