word,word_len,uni_prob,uni_prob_freq_weighted,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed
p a f a,4,-12.317637744738724,-12.411038897821408,-12.846862319527972,-12.832706419329796,-12.852926403014434,-12.83632252277819,1.406050943895842,1.4198670138667382,1.405882854330015,1.4197478065495046,1.0215855268865268,1.0228505772726768,1.0213489108752225,1.022680363123594
p a f i,4,-12.847454139165716,-12.920777960686658,-14.66520121570695,-14.46510295033271,-14.669902834729479,-14.468593961379597,1.3697656040718391,1.3759937814911811,1.3696260257735533,1.3758978333842096,1.022371896480236,1.0236905601665727,1.022122505511633,1.0235110925496105
p a f i,4,-12.847454139165716,-12.920777960686658,-14.66520121570695,-14.46510295033271,-14.669902834729479,-14.468593961379597,1.3697656040718391,1.3759937814911811,1.3696260257735533,1.3758978333842096,1.022371896480236,1.0236905601665727,1.022122505511633,1.0235110925496105
p a f u,4,-14.006032553734666,-14.03376295056818,-16.780909619441125,-16.227083396572226,-16.751254313829616,-16.216663089252997,1.2872342429035186,1.2922954585981263,1.2871595137627772,1.2922438828062395,1.0210238343195919,1.0220416584330634,1.0207963432777862,1.0218803555422382
p a f u,4,-14.006032553734666,-14.03376295056818,-16.780909619441125,-16.227083396572226,-16.751254313829616,-16.216663089252997,1.2872342429035186,1.2922954585981263,1.2871595137627772,1.2922438828062395,1.0210238343195919,1.0220416584330634,1.0207963432777862,1.0218803555422382
p a f e,4,-12.45372199076403,-12.491710853738383,-12.682206714802543,-12.671412556471475,-12.68900187569755,-12.675662285178031,1.3903984443639192,1.4010104621497579,1.3902426537762471,1.4009012515543855,1.0231582660739449,1.0249390376363217,1.0228961001480434,1.024745816470033
p a f e,4,-12.45372199076403,-12.491710853738383,-12.682206714802543,-12.671412556471475,-12.68900187569755,-12.675662285178031,1.3903984443639192,1.4010104621497579,1.3902426537762471,1.4009012515543855,1.0231582660739449,1.0249390376363217,1.0228961001480434,1.024745816470033
p a f o,4,-12.71582668352338,-12.778678010779373,-12.322344776159852,-12.479738957244532,-12.328774595271378,-12.482975520422636,1.3281254617763887,1.3428667184453815,1.3280186022908023,1.3427883325120415,1.022259557966849,1.0230208859729422,1.0220119919921458,1.0228487956593577
p a f o,4,-12.71582668352338,-12.778678010779373,-12.322344776159852,-12.479738957244532,-12.328774595271378,-12.482975520422636,1.3281254617763887,1.3428667184453815,1.3280186022908023,1.3427883325120415,1.022259557966849,1.0230208859729422,1.0220119919921458,1.0228487956593577
p a s a,4,-9.935514484949657,-9.955787670112723,-9.963721231923392,-9.75438418724429,-9.968850528010316,-9.7580532584008,1.5098528170680185,1.5207847225026503,1.5096040942501157,1.5206133505323294,1.0523077086582373,1.0545496594602681,1.051575288323957,1.0540353748362603
p a s i,4,-10.46533087937665,-10.465526732977974,-12.002671805251977,-11.452091476515395,-12.004534045634328,-11.454436171612311,1.4735674772440155,1.4769114901270932,1.473347265693654,1.4767633773670341,1.0574752802740395,1.060731491086681,1.0566589102203692,1.0601491058134727
p a s i,4,-10.46533087937665,-10.465526732977974,-12.002671805251977,-11.452091476515395,-12.004534045634328,-11.454436171612311,1.4735674772440155,1.4769114901270932,1.473347265693654,1.4767633773670341,1.0574752802740395,1.060731491086681,1.0566589102203692,1.0601491058134727
p a s u,4,-11.6239092939456,-11.578511722859496,-14.71752692181181,-14.143441419902688,-14.687344346509335,-14.132795972582848,1.391036116075695,1.3932131672340384,1.3908807536828778,1.393109426789064,1.0409615188061496,1.042461224811158,1.0404134228557482,1.0420801094963723
p a s u,4,-11.6239092939456,-11.578511722859496,-14.71752692181181,-14.143441419902688,-14.687344346509335,-14.132795972582848,1.391036116075695,1.3932131672340384,1.3908807536828778,1.393109426789064,1.0409615188061496,1.042461224811158,1.0404134228557482,1.0420801094963723
p a s e,4,-10.071598730974962,-10.0364596260297,-9.634924670352529,-9.460534295868758,-9.640288585687415,-9.464345806349495,1.4942003175360956,1.50192817078567,1.493963893696348,1.50176679553721,1.0556778640598474,1.0572413615973861,1.0548906939085736,1.056697424489443
p a x a,4,-12.340856034840732,-12.339832142941324,-11.35195545187453,-11.015446070279639,-11.363973899852441,-11.024165608342228,1.4106783455172835,1.4276103001735148,1.4105066613877941,1.427487090329377,1.0284840353906843,1.0313028825322377,1.0281358085366226,1.0310402744913025
p a x a,4,-12.340856034840732,-12.339832142941324,-11.35195545187453,-11.015446070279639,-11.363973899852441,-11.024165608342228,1.4106783455172835,1.4276103001735148,1.4105066613877941,1.427487090329377,1.0284840353906843,1.0313028825322377,1.0281358085366226,1.0310402744913025
p a x i,4,-12.870672429267724,-12.849571205806575,-14.01934554722066,-13.61134519443735,-14.027631730158957,-13.61796172128004,1.3743930056932807,1.3837370677979577,1.3742498328313324,1.3836371171640818,1.0272483117434272,1.028071383843308,1.026920159822263,1.0278443748241364
p a x i,4,-12.870672429267724,-12.849571205806575,-14.01934554722066,-13.61134519443735,-14.027631730158957,-13.61796172128004,1.3743930056932807,1.3837370677979577,1.3742498328313324,1.3836371171640818,1.0272483117434272,1.028071383843308,1.026920159822263,1.0278443748241364
p a x u,4,-14.029250843836675,-13.962556195688096,-16.00172761502921,-15.245962343393646,-15.975599289134184,-15.238637780737836,1.2918616445249602,1.300038744904903,1.2917833208205562,1.2999831665861117,1.022792217379076,1.0243011453740458,1.0225364568826034,1.024115670272799
p a x u,4,-14.029250843836675,-13.962556195688096,-16.00172761502921,-15.245962343393646,-15.975599289134184,-15.238637780737836,1.2918616445249602,1.300038744904903,1.2917833208205562,1.2999831665861117,1.022792217379076,1.0243011453740458,1.0225364568826034,1.024115670272799
p a x e,4,-12.476940280866039,-12.420504098858299,-11.150416026144809,-10.903695969957832,-11.162931709579052,-10.912684483066194,1.3950258459853608,1.4087537484565344,1.3948664608340264,1.4086405353342577,1.0289333894442323,1.0305109257733038,1.0285778626145714,1.0302570421319774
p a x e,4,-12.476940280866039,-12.420504098858299,-11.150416026144809,-10.903695969957832,-11.162931709579052,-10.912684483066194,1.3950258459853608,1.4087537484565344,1.3948664608340264,1.4086405353342577,1.0289333894442323,1.0305109257733038,1.0285778626145714,1.0302570421319774
p a x o,4,-12.739044973625388,-12.70747125589929,-11.699119709820948,-11.195741012243856,-11.70846874804005,-11.203142740877652,1.3327528633978303,1.350610004752158,1.3326424093485814,1.3505276162919135,1.024065387197462,1.0262107191796472,1.023788943436792,1.0260042077215863
p a x o,4,-12.739044973625388,-12.70747125589929,-11.699119709820948,-11.195741012243856,-11.70846874804005,-11.203142740877652,1.3327528633978303,1.350610004752158,1.3326424093485814,1.3505276162919135,1.024065387197462,1.0262107191796472,1.023788943436792,1.0260042077215863
p a m a,4,-10.98033848681962,-10.973756598413724,-10.239361337788154,-9.916047696857339,-10.245878215971745,-9.920724768144133,1.446994193442357,1.4642805577847957,1.4467942991772444,1.4641383929793057,1.0409043840418044,1.0480213744966682,1.0403557521937006,1.0475775025260896
p a m a,4,-10.98033848681962,-10.973756598413724,-10.239361337788154,-9.916047696857339,-10.245878215971745,-9.920724768144133,1.446994193442357,1.4642805577847957,1.4467942991772444,1.4641383929793057,1.0409043840418044,1.0480213744966682,1.0403557521937006,1.0475775025260896
