,Unnamed: 0,word,cnt,frq,sa_phon_structure,sa_phon_CV_structure,sa_syll_accent,sa_NP,sa_avg_frq_Np,X,stressed_ipa,unsyllabified_ipa,syllabified_ipa,no_spaces_ipa
156,157,aberración,505,1.091628,aBeRasjon,VCVCVCVVC,4,0,0.0,,a b e r a s1 i1 o1 n1,a b e r a s i o n,a.be.ra.sion,aberasion
157,158,aberraciones,116,0.25075,aBeRasjones,VCVCVCVVCVC,4,0,0.0,,a b e r a s1 i1 o1 n e s,a b e r a s i o n e s,a.be.ra.sio.nes,aberasiones
158,159,aberrante,191,0.412873,aBeRante,VCVCVCCV,3,2,0.108082,,a b e r1 a1 n1 t e,a b e r a n t e,a.be.ran.te,aberante
159,160,aberrantes,80,0.172931,aBeRantes,VCVCVCCVC,3,1,0.412873,,a b e r1 a1 n1 t e s,a b e r a n t e s,a.be.ran.tes,aberantes
160,161,abertura,948,2.049235,aBertura,VCVCCVCV,3,4,9.300997,,a b e ɾ t1 u1 ɾ a,a b e ɾ t u ɾ a,a.beɾ.tu.ɾa,abeɾtuɾa
161,162,aberturas,193,0.417197,aBerturas,VCVCCVCVC,3,4,2.866335,,a b e ɾ t1 u1 ɾ a s,a b e ɾ t u ɾ a s,a.beɾ.tu.ɾas,abeɾtuɾas
162,163,abeto,279,0.603098,aBeto,VCVCV,2,8,1.151614,,a b1 e1 t o,a b e t o,a.be.to,abeto
163,164,abetos,157,0.339378,aBetos,VCVCVC,2,4,2.303768,,a b1 e1 t o s,a b e t o s,a.be.tos,abetos
164,165,abierta,19633,42.439481,aBjerta,VCVVCCV,2,5,11.237935,,a b1 j1 e1 ɾ1 t a,a b j e ɾ t a,a.bjeɾ.ta,abjeɾta
165,166,abiertamente,1793,3.875821,aBjertamente,VCVVCCVCVCCV,4,0,0.0,,a b j e ɾ t a m1 e1 n1 t e,a b j e ɾ t a m e n t e,a.bjeɾ.ta.men.te,abjeɾtamente
166,167,abiertas,3793,8.199101,aBjertas,VCVVCCVC,2,5,12.075787,,a b1 j1 e1 ɾ1 t a s,a b j e ɾ t a s,a.bjeɾ.tas,abjeɾtas
167,168,abierto,21390,46.237482,aBjerto,VCVVCCV,2,6,12.755839,,a b1 j1 e1 ɾ1 t o,a b j e ɾ t o,a.bjeɾ.to,abjeɾto
168,169,abiertos,8028,17.353647,aBjertos,VCVVCCVC,2,3,18.268741,,a b1 j1 e1 ɾ1 t o s,a b j e ɾ t o s,a.bjeɾ.tos,abjeɾtos
169,170,abismal,94,0.203194,aBizmal,VCVCCVC,3,1,0.004323,,a b i s m1 a1 l1,a b i s m a l,a.bis.mal,abismal
170,171,abismo,3035,6.560578,aBizmo,VCVCCV,2,2,0.166446,,a b1 i1 s1 m o,a b i s m o,a.bis.mo,abismo
171,172,abismos,152,0.328569,aBizmos,VCVCCVC,2,2,18.522014,,a b1 i1 s1 m o s,a b i s m o s,a.bis.mos,abismos
172,173,ablación,73,0.1578,aBlasjon,VCCVCVVC,3,4,1.162963,,a b l a s1 i1 o1 n1,a b l a s i o n,a.bla.sion,ablasion
173,174,ablanda,163,0.352347,aBlanda,VCCVCCV,2,8,38.328582,,a b1 l1 a1 n1 d a,a b l a n d a,a.blan.da,ablanda
174,175,ablandaban,6,0.01297,aBlandaBan,VCCVCCVCVC,3,3,0.01297,,a b l a n d1 a1 b a n,a b l a n d a b a n,a.blan.da.ban,ablandaban
175,176,ablandado,250,0.54041,aBlandaDo,VCCVCCVCV,3,4,0.027561,,a b l a n d1 a1 d o,a b l a n d a d o,a.blan.da.do,ablandado
176,177,ablandador,25,0.054041,aBlandaDor,VCCVCCVCVC,4,2,0.272366,,a b l a n d a d1 o1 ɾ1,a b l a n d a d o ɾ,a.blan.da.doɾ,ablandadoɾ
177,178,ablandadores,5,0.010808,aBlandaDores,VCCVCCVCVCVC,4,0,0.0,,a b l a n d a d1 o1 ɾ e s,a b l a n d a d o ɾ e s,a.blan.da.do.ɾes,ablandadoɾes
178,179,ablandan,60,0.129698,aBlandan,VCCVCCVC,2,4,0.212381,,a b1 l1 a1 n1 d a n,a b l a n d a n,a.blan.dan,ablandan
179,180,ablandando,336,0.726311,aBlandando,VCCVCCVCCV,3,0,0.0,,a b l a n d1 a1 n1 d o,a b l a n d a n d o,a.blan.dan.do,ablandando
180,181,ablandar,169,0.365317,aBlandar,VCCVCCVC,3,6,0.11925,,a b l a n d1 a1 ɾ1,a b l a n d a ɾ,a.blan.daɾ,ablandaɾ
181,182,ablandaría,17,0.036748,aBlandaria,VCCVCCVCVV,4,4,0.082143,,a b l a n d a ɾ1 i1 a,a b l a n d a ɾ i a,a.blan.da.ɾi.a,ablandaɾia
182,183,ablandarla,98,0.211841,aBlandarla,VCCVCCVCCV,3,6,0.056923,,a b l a n d1 a1 ɾ1 l a,a b l a n d a ɾ l a,a.blan.daɾ.la,ablandaɾla
183,184,ablandarlo,72,0.155638,aBlandarlo,VCCVCCVCCV,3,5,0.074361,,a b l a n d1 a1 ɾ1 l o,a b l a n d a ɾ l o,a.blan.daɾ.lo,ablandaɾlo
184,185,ablandarlos,46,0.099435,aBlandarlos,VCCVCCVCCVC,3,3,0.070614,,a b l a n d1 a1 ɾ1 l o s,a b l a n d a ɾ l o s,a.blan.daɾ.los,ablandaɾlos
185,186,ablandarme,96,0.207517,aBlandarme,VCCVCCVCCV,3,4,0.068632,,a b l a n d1 a1 ɾ1 m e,a b l a n d a ɾ m e,a.blan.daɾ.me,ablandaɾme
186,187,ablandarse,56,0.121052,aBlandarse,VCCVCCVCCV,3,5,0.077819,,a b l a n d1 a1 ɾ1 s e,a b l a n d a ɾ s e,a.blan.daɾ.se,ablandaɾse
187,188,ablandarte,46,0.099435,aBlandarte,VCCVCCVCCV,3,6,0.084664,,a b l a n d1 a1 ɾ1 t e,a b l a n d a ɾ t e,a.blan.daɾ.te,ablandaɾte
188,189,ablandas,44,0.095112,aBlandas,VCCVCCVC,2,5,0.192386,,a b1 l1 a1 n1 d a s,a b l a n d a s,a.blan.das,ablandas
189,190,ablandase,13,0.028101,aBlandase,VCCVCCVCV,3,6,0.071694,,a b l a n d1 a1 s e,a b l a n d a s e,a.blan.da.se,ablandase
190,191,ablandaste,52,0.112405,aBlandaste,VCCVCCVCCV,3,3,0.046835,,a b l a n d1 a1 s1 t e,a b l a n d a s t e,a.blan.das.te,ablandaste
191,192,ablande,72,0.155638,aBlande,VCCVCCV,2,7,43.776301,,a b1 l1 a1 n1 d e,a b l a n d e,a.blan.de,ablande
192,193,ablandé,29,0.062688,aBlande,VCCVCCV,3,7,43.776301,,a b l a n d1 e1,a b l a n d e,a.blan.de,ablande
193,194,ablanden,17,0.036748,aBlanden,VCCVCCVC,2,4,0.108622,,a b1 l1 a1 n1 d e n,a b l a n d e n,a.blan.den,ablanden
194,195,ablandes,40,0.086466,aBlandes,VCCVCCVC,2,5,0.079116,,a b1 l1 a1 n1 d e s,a b l a n d e s,a.blan.des,ablandes
195,196,ablandó,121,0.261558,aBlando,VCCVCCV,3,6,0.120331,,a b l a n d1 o1,a b l a n d o,a.blan.do,ablando
196,197,abnegación,145,0.313438,abneGasjon,VCCVCVCVVC,4,0,0.0,,a b n e ɡ a s1 i1 o1 n1,a b n e ɡ a s i o n,ab.ne.ɡa.sion,abneɡasion
197,198,abnegada,102,0.220487,abneGaDa,VCCVCVCV,3,3,0.107361,,a b n e ɡ1 a1 d a,a b n e ɡ a d a,ab.ne.ɡa.da,abneɡada
198,199,abnegado,135,0.291821,abneGaDo,VCCVCVCV,3,3,0.130419,,a b n e ɡ1 a1 d o,a b n e ɡ a d o,ab.ne.ɡa.do,abneɡado
199,200,abocado,60,0.129698,aBokaDo,VCVCVCV,3,11,10.209426,,a b o k1 a1 d o,a b o k a d o,a.bo.ka.do,abokado
200,201,abocarnos,30,0.064849,aBokarnos,VCVCVCCVC,3,3,0.041071,,a b o k1 a1 ɾ1 n o s,a b o k a ɾ n o s,a.bo.kaɾ.nos,abokaɾnos
201,202,abochornada,33,0.071334,aBoCornaDa,VCVCVCCVCV,4,2,0.060526,,a b o t ͡ ʃ o ɾ n1 a1 d a,a b o t ͡ ʃ o ɾ n a d a,a.bo.t͡ʃoɾ.na.da,abot͡ʃoɾnada
202,203,abochornado,48,0.103759,aBoCornaDo,VCVCVCCVCV,4,2,0.048637,,a b o t ͡ ʃ o ɾ n1 a1 d o,a b o t ͡ ʃ o ɾ n a d o,a.bo.t͡ʃoɾ.na.do,abot͡ʃoɾnado
203,204,abofeteada,14,0.030263,aBofeteaDa,VCVCVCVVCV,5,6,0.110604,,a b o f e t e a1 d a,a b o f e t e a d a,a.bo.fe.te.a.da,abofeteada
204,205,abofeteado,224,0.484207,aBofeteaDo,VCVCVCVVCV,5,4,0.028101,,a b o f e t e a1 d o,a b o f e t e a d o,a.bo.fe.te.a.do,abofeteado
205,206,abofetéame,117,0.252912,aBofeteame,VCVCVCVVCV,4,6,0.126096,,a b o f e t1 e1 a m e,a b o f e t e a m e,a.bo.fe.te.a.me,abofeteame
206,207,abofetean,41,0.088627,aBofetean,VCVCVCVVC,4,4,0.279932,,a b o f e t1 e1 a n,a b o f e t e a n,a.bo.fe.te.an,abofetean
207,208,abofeteando,44,0.095112,aBofeteando,VCVCVCVVCCV,5,0,0.0,,a b o f e t e a1 n1 d o,a b o f e t e a n d o,a.bo.fe.te.an.do,abofeteando
208,209,abofetear,316,0.683078,aBofetear,VCVCVCVVC,5,7,0.100979,,a b o f e t e a1 ɾ1,a b o f e t e a ɾ,a.bo.fe.te.aɾ,abofeteaɾ
209,210,abofeteara,17,0.036748,aBofeteara,VCVCVCVVCV,5,12,0.120512,,a b o f e t e a1 ɾ a,a b o f e t e a ɾ a,a.bo.fe.te.a.ɾa,abofeteaɾa
210,211,abofeteará,25,0.054041,aBofeteara,VCVCVCVVCV,6,12,0.120512,,a b o f e t e a ɾ1 a1,a b o f e t e a ɾ a,a.bo.fe.te.a.ɾa,abofeteaɾa
211,212,abofetearan,15,0.032425,aBofetearan,VCVCVCVVCVC,5,7,0.030572,,a b o f e t e a1 ɾ a n,a b o f e t e a ɾ a n,a.bo.fe.te.a.ɾan,abofeteaɾan
212,213,abofetearé,75,0.162123,aBofeteare,VCVCVCVVCV,6,10,0.239942,,a b o f e t e a ɾ1 e1,a b o f e t e a ɾ e,a.bo.fe.te.a.ɾe,abofeteaɾe
213,214,abofetearme,226,0.488531,aBofetearme,VCVCVCVVCCV,5,6,0.208959,,a b o f e t e a1 ɾ1 m e,a b o f e t e a ɾ m e,a.bo.fe.te.aɾ.me,abofeteaɾme
214,215,abofetearte,298,0.644169,aBofetearte,VCVCVCVVCCV,5,7,0.154712,,a b o f e t e a1 ɾ1 t e,a b o f e t e a ɾ t e,a.bo.fe.te.aɾ.te,abofeteaɾte
215,216,abofeteas,49,0.10592,aBofeteas,VCVCVCVVC,4,4,0.266422,,a b o f e t1 e1 a s,a b o f e t e a s,a.bo.fe.te.as,abofeteas
216,217,abofeteaste,88,0.190224,aBofeteaste,VCVCVCVVCCV,5,2,0.345863,,a b o f e t e a1 s1 t e,a b o f e t e a s t e,a.bo.fe.te.as.te,abofeteaste
217,218,abofetee,98,0.211841,aBofetee,VCVCVCVV,4,5,0.267611,,a b o f e t1 e1 e,a b o f e t e e,a.bo.fe.te.e,abofetee
218,219,abofeteó,351,0.758736,aBofeteo,VCVCVCVV,5,3,0.2104,,a b o f e t e o1,a b o f e t e o,a.bo.fe.te.o,abofeteo
219,220,aboga,99,0.214002,aBoGa,VCVCV,2,13,0.258565,,a b1 o1 ɡ a,a b o ɡ a,a.bo.ɡa,aboɡa
220,221,abogaba,39,0.084304,aBoGaBa,VCVCVCV,3,7,1.669713,,a b o ɡ1 a1 b a,a b o ɡ a b a,a.bo.ɡa.ba,aboɡaba
221,222,abogacía,573,1.23862,aBoGasia,VCVCVCVV,4,2,0.007566,,a b o ɡ a s1 i1 a,a b o ɡ a s i a,a.bo.ɡa.si.a,aboɡasia
222,223,abogada,5033,10.879535,aBoGaDa,VCVCVCV,3,12,9.273616,,a b o ɡ1 a1 d a,a b o ɡ a d a,a.bo.ɡa.da,aboɡada
223,224,abogadas,127,0.274528,aBoGaDas,VCVCVCVC,3,8,4.738856,,a b o ɡ1 a1 d a s,a b o ɡ a d a s,a.bo.ɡa.das,aboɡadas
224,225,abogado,50651,109.489234,aBoGaDo,VCVCVCV,3,11,3.92377,,a b o ɡ1 a1 d o,a b o ɡ a d o,a.bo.ɡa.do,aboɡado
225,226,abogados,12384,26.769751,aBoGaDos,VCVCVCVC,3,10,11.076676,,a b o ɡ1 a1 d o s,a b o ɡ a d o s,a.bo.ɡa.dos,aboɡados
226,227,abogan,39,0.084304,aBoGan,VCVCVC,2,9,0.128497,,a b1 o1 ɡ a n,a b o ɡ a n,a.bo.ɡan,aboɡan
227,228,abogar,86,0.185901,aBoGar,VCVCVC,3,13,0.280348,,a b o ɡ1 a1 ɾ1,a b o ɡ a ɾ,a.bo.ɡaɾ,aboɡaɾ
228,229,abogo,28,0.060526,aBoGo,VCVCV,2,16,0.654977,,a b1 o1 ɡ o,a b o ɡ o,a.bo.ɡo,aboɡo
229,230,abogó,30,0.064849,aBoGo,VCVCV,3,16,0.654977,,a b o ɡ1 o1,a b o ɡ o,a.bo.ɡo,aboɡo
230,231,abolicionista,92,0.198871,aBolisjonista,VCVCVCVVCVCCV,5,1,0.239942,,a b o l i s i o n1 i1 s1 t a,a b o l i s i o n i s t a,a.bo.li.sio.nis.ta,abolisionista
231,232,abolicionistas,111,0.239942,aBolisjonistas,VCVCVCVVCVCCVC,5,1,0.198871,,a b o l i s i o n1 i1 s1 t a s,a b o l i s i o n i s t a s,a.bo.li.sio.nis.tas,abolisionistas
232,233,abolida,106,0.229134,aBoliDa,VCVCVCV,3,6,0.070614,,a b o l1 i1 d a,a b o l i d a,a.bo.li.da,abolida
233,234,abolido,157,0.339378,aBoliDo,VCVCVCV,3,3,0.086466,,a b o l1 i1 d o,a b o l i d o,a.bo.li.do,abolido
234,235,abolieron,46,0.099435,aBoljeron,VCVCVVCVC,3,1,0.008647,,a b o l1 j1 e1 ɾ o n,a b o l j e ɾ o n,a.bo.lje.ɾon,aboljeɾon
235,236,abolió,73,0.1578,aBoljo,VCVCVV,3,0,0.0,,a b o l1 j1 o1,a b o l j o,a.bo.ljo,aboljo
236,237,abolir,305,0.6593,aBolir,VCVCVC,3,5,0.013402,,a b o l1 i1 ɾ1,a b o l i ɾ,a.bo.liɾ,aboliɾ
237,238,abollado,179,0.386934,aBoLaDo,VCVCVCV,3,9,12.321589,,a b o ʝ1 a1 d o,a b o ʝ a d o,a.bo.ʝa.do,aboʝado
238,239,abolladura,331,0.715503,aBoLaDura,VCVCVCVCV,4,1,0.296145,,a b o ʝ a d1 u1 ɾ a,a b o ʝ a d u ɾ a,a.bo.ʝa.du.ɾa,aboʝaduɾa
239,240,abolladuras,137,0.296145,aBoLaDuras,VCVCVCVCVC,4,1,0.715503,,a b o ʝ a d1 u1 ɾ a s,a b o ʝ a d u ɾ a s,a.bo.ʝa.du.ɾas,aboʝaduɾas
240,241,abollar,42,0.090789,aBoLar,VCVCVC,3,11,0.059347,,a b o ʝ1 a1 ɾ1,a b o ʝ a ɾ,a.bo.ʝaɾ,aboʝaɾ
241,242,abollarla,10,0.021616,aBoLarla,VCVCVCCV,3,4,0.012429,,a b o ʝ1 a1 ɾ1 l a,a b o ʝ a ɾ l a,a.bo.ʝaɾ.la,aboʝaɾla
242,243,abolle,12,0.02594,aBoLe,VCVCV,2,11,0.05129,,a b1 o1 ʝ e,a b o ʝ e,a.bo.ʝe,aboʝe
243,244,abollé,13,0.028101,aBoLe,VCVCV,3,11,0.05129,,a b o ʝ1 e1,a b o ʝ e,a.bo.ʝe,aboʝe
244,245,abolló,91,0.196709,aBoLo,VCVCV,3,14,0.222803,,a b o ʝ1 o1,a b o ʝ o,a.bo.ʝo,aboʝo
245,246,abollón,17,0.036748,aBoLon,VCVCVC,3,4,0.054581,,a b o ʝ1 o1 n1,a b o ʝ o n,a.bo.ʝon,aboʝon
246,247,abomban,1,0.002162,aBomBan,VCVCCVC,2,1,0.02594,,a b1 o1 m1 b a n,a b o m b a n,a.bom.ban,abomban
247,248,abominable,878,1.89792,aBominaBle,VCVCVCVCCV,4,1,0.378287,,a b o m i n1 a1 b l e,a b o m i n a b l e,a.bo.mi.na.ble,abominable
248,249,abominablemente,32,0.069172,aBominaBlemente,VCVCVCVCCVCVCCV,6,0,0.0,,a b o m i n a b l e m1 e1 n1 t e,a b o m i n a b l e m e n t e,a.bo.mi.na.ble.men.te,abominablemente
249,250,abominables,175,0.378287,aBominaBles,VCVCVCVCCVC,4,1,1.89792,,a b o m i n1 a1 b l e s,a b o m i n a b l e s,a.bo.mi.na.bles,abominables
250,251,abominación,887,1.917375,aBominasjon,VCVCVCVCVVC,5,0,0.0,,a b o m i n a s1 i1 o1 n1,a b o m i n a s i o n,a.bo.mi.na.sion,abominasion
251,252,abominaciones,165,0.356671,aBominasjones,VCVCVCVCVVCVC,5,0,0.0,,a b o m i n a s1 i1 o1 n e s,a b o m i n a s i o n e s,a.bo.mi.na.sio.nes,abominasiones
252,253,abonada,25,0.054041,aBonaDa,VCVCVCV,3,12,0.955985,,a b o n1 a1 d a,a b o n a d a,a.bo.na.da,abonada
253,254,abonado,122,0.26372,aBonaDo,VCVCVCV,3,8,13.779915,,a b o n1 a1 d o,a b o n a d o,a.bo.na.do,abonado
254,255,abonar,67,0.14483,aBonar,VCVCVC,3,8,0.056203,,a b o n1 a1 ɾ1,a b o n a ɾ,a.bo.naɾ,abonaɾ
255,256,abonará,13,0.028101,aBonara,VCVCVCV,4,12,0.02612,,a b o n a ɾ1 a1,a b o n a ɾ a,a.bo.na.ɾa,abonaɾa
256,257,abonarse,2,0.004323,aBonarse,VCVCVCCV,3,5,0.015564,,a b o n1 a1 ɾ1 s e,a b o n a ɾ s e,a.bo.naɾ.se,abonaɾse
257,258,abono,952,2.057881,aBono,VCVCV,2,15,0.089348,,a b1 o1 n o,a b o n o,a.bo.no,abono
258,259,abonos,103,0.222649,aBonos,VCVCVC,2,5,0.532196,,a b1 o1 n o s,a b o n o s,a.bo.nos,abonos
259,260,aborda,223,0.482046,aBorDa,VCVCCV,2,10,1.157774,,a b1 o1 ɾ1 d a,a b o ɾ d a,a.boɾ.da,aboɾda
260,261,abordaban,21,0.045394,aBorDaBan,VCVCCVCVC,3,5,0.072199,,a b o ɾ d1 a1 b a n,a b o ɾ d a b a n,a.boɾ.da.ban,aboɾdaban
261,262,abordado,288,0.622552,aBorDaDo,VCVCCVCV,3,7,1.166359,,a b o ɾ d1 a1 d o,a b o ɾ d a d o,a.boɾ.da.do,aboɾdado
262,263,abordados,211,0.456106,aBorDaDos,VCVCCVCVC,3,6,0.209679,,a b o ɾ d1 a1 d o s,a b o ɾ d a d o s,a.boɾ.da.dos,aboɾdados
263,264,abordaje,699,1.510986,aBorDaxe,VCVCCVCV,3,5,0.032857,,a b o ɾ d1 a1 x e,a b o ɾ d a x e,a.boɾ.da.xe,aboɾdaxe
264,265,abordamos,157,0.339378,aBorDamos,VCVCCVCVC,3,4,2.406446,,a b o ɾ d1 a1 m o s,a b o ɾ d a m o s,a.boɾ.da.mos,aboɾdamos
265,266,abordan,85,0.183739,aBorDan,VCVCCVC,2,7,0.831923,,a b1 o1 ɾ1 d a n,a b o ɾ d a n,a.boɾ.dan,aboɾdan
266,267,abordando,552,1.193225,aBorDando,VCVCCVCCV,3,2,0.338297,,a b o ɾ d1 a1 n1 d o,a b o ɾ d a n d o,a.boɾ.dan.do,aboɾdando
267,268,abordándola,10,0.021616,aBorDandola,VCVCCVCCVCV,3,0,0.0,,a b o ɾ d1 a1 n1 d o l a,a b o ɾ d a n d o l a,a.boɾ.dan.do.la,aboɾdandola
268,269,abordar,2186,4.725345,aBorDar,VCVCCVC,3,10,0.926695,,a b o ɾ d1 a1 ɾ1,a b o ɾ d a ɾ,a.boɾ.daɾ,aboɾdaɾ
269,270,abordara,45,0.097274,aBorDara,VCVCCVCV,3,16,0.471643,,a b o ɾ d1 a1 ɾ a,a b o ɾ d a ɾ a,a.boɾ.da.ɾa,aboɾdaɾa
270,271,abordará,71,0.153476,aBorDara,VCVCCVCV,4,16,0.471643,,a b o ɾ d a ɾ1 a1,a b o ɾ d a ɾ a,a.boɾ.da.ɾa,aboɾdaɾa
271,272,abordáramos,7,0.015131,aBorDaramos,VCVCCVCVCVC,3,4,0.062147,,a b o ɾ d1 a1 ɾ a m o s,a b o ɾ d a ɾ a m o s,a.boɾ.da.ɾa.mos,aboɾdaɾamos
272,273,abordarán,68,0.146992,aBorDaran,VCVCCVCVC,4,11,0.105724,,a b o ɾ d a ɾ1 a1 n1,a b o ɾ d a ɾ a n,a.boɾ.da.ɾan,aboɾdaɾan
273,274,abordaré,53,0.114567,aBorDare,VCVCCVCV,4,14,0.57932,,a b o ɾ d a ɾ1 e1,a b o ɾ d a ɾ e,a.boɾ.da.ɾe,aboɾdaɾe
274,275,abordaría,32,0.069172,aBorDaria,VCVCCVCVV,4,6,0.218325,,a b o ɾ d a ɾ1 i1 a,a b o ɾ d a ɾ i a,a.boɾ.da.ɾi.a,aboɾdaɾia
275,276,abordarían,8,0.017293,aBorDarian,VCVCCVCVVC,4,5,0.058364,,a b o ɾ d a ɾ1 i1 a n,a b o ɾ d a ɾ i a n,a.boɾ.da.ɾi.an,aboɾdaɾian
276,277,abordarlo,246,0.531763,aBorDarlo,VCVCCVCCV,3,6,0.168608,,a b o ɾ d1 a1 ɾ1 l o,a b o ɾ d a ɾ l o,a.boɾ.daɾ.lo,aboɾdaɾlo
277,278,abordarlos,176,0.380449,aBorDarlos,VCVCCVCCVC,3,5,0.169473,,a b o ɾ d1 a1 ɾ1 l o s,a b o ɾ d a ɾ l o s,a.boɾ.daɾ.los,aboɾdaɾlos
278,279,abordarme,28,0.060526,aBorDarme,VCVCCVCCV,3,8,0.828989,,a b o ɾ d1 a1 ɾ1 m e,a b o ɾ d a ɾ m e,a.boɾ.daɾ.me,aboɾdaɾme
279,280,abordarnos,114,0.246427,aBorDarnos,VCVCCVCCVC,3,2,0.296145,,a b o ɾ d1 a1 ɾ1 n o s,a b o ɾ d a ɾ n o s,a.boɾ.daɾ.nos,aboɾdaɾnos
280,281,abordaron,196,0.423681,aBorDaron,VCVCCVCVC,3,4,0.317221,,a b o ɾ d1 a1 ɾ o n,a b o ɾ d a ɾ o n,a.boɾ.da.ɾon,aboɾdaɾon
281,282,abordarte,36,0.077819,aBorDarte,VCVCCVCCV,3,8,0.377747,,a b o ɾ d1 a1 ɾ1 t e,a b o ɾ d a ɾ t e,a.boɾ.daɾ.te,aboɾdaɾte
282,283,abordas,39,0.084304,aBorDas,VCVCCVC,2,8,0.693076,,a b1 o1 ɾ1 d a s,a b o ɾ d a s,a.boɾ.das,aboɾdas
283,284,abordaste,33,0.071334,aBorDaste,VCVCCVCCV,3,4,0.404227,,a b o ɾ d1 a1 s1 t e,a b o ɾ d a s t e,a.boɾ.das.te,aboɾdaste
284,285,aborde,145,0.313438,aBorDe,VCVCCV,2,9,1.48961,,a b1 o1 ɾ1 d e,a b o ɾ d e,a.boɾ.de,aboɾde
285,286,abordé,80,0.172931,aBorDe,VCVCCV,3,9,1.48961,,a b o ɾ d1 e1,a b o ɾ d e,a.boɾ.de,aboɾde
286,287,abordemos,93,0.201033,aBorDemos,VCVCCVCVC,3,3,0.269485,,a b o ɾ d1 e1 m o s,a b o ɾ d e m o s,a.boɾ.de.mos,aboɾdemos
287,288,aborden,218,0.471238,aBorDen,VCVCCVC,2,5,0.438813,,a b1 o1 ɾ1 d e n,a b o ɾ d e n,a.boɾ.den,aboɾden
288,289,abordo,2186,4.725345,aBorDo,VCVCCV,2,6,1.703372,,a b1 o1 ɾ1 d o,a b o ɾ d o,a.boɾ.do,aboɾdo
289,290,abordó,311,0.67227,aBorDo,VCVCCV,3,6,1.703372,,a b o ɾ d1 o1,a b o ɾ d o,a.boɾ.do,aboɾdo
290,291,aborigen,239,0.516632,aBorixen,VCVCVCVC,3,1,0.002162,,a b o ɾ1 i1 x e n,a b o ɾ i x e n,a.bo.ɾi.xen,aboɾixen
291,292,aborígenes,361,0.780352,aBorixenes,VCVCVCVCVC,3,0,0.0,,a b o ɾ1 i1 x e n e s,a b o ɾ i x e n e s,a.bo.ɾi.xe.nes,aboɾixenes
292,293,aborrece,140,0.30263,aBoRese,VCVCVCV,3,5,0.360994,,a b o r1 e1 s e,a b o r e s e,a.bo.re.se,aborese
293,294,aborrecedores,7,0.015131,aBoReseDores,VCVCVCVCVCVC,5,1,0.002162,,a b o r e s e d1 o1 ɾ e s,a b o r e s e d o ɾ e s,a.bo.re.se.do.ɾes,aboresedoɾes
294,295,aborrecen,53,0.114567,aBoResen,VCVCVCVC,3,3,0.167167,,a b o r1 e1 s e n,a b o r e s e n,a.bo.re.sen,aboresen
295,296,aborrecer,53,0.114567,aBoReser,VCVCVCVC,4,5,0.102894,,a b o r e s1 e1 ɾ1,a b o r e s e ɾ,a.bo.re.seɾ,aboreseɾ
296,297,aborrecerme,16,0.034586,aBoReserme,VCVCVCVCCV,4,4,0.006485,,a b o r e s1 e1 ɾ1 m e,a b o r e s e ɾ m e,a.bo.re.seɾ.me,aboreseɾme
297,298,aborreces,39,0.084304,aBoReses,VCVCVCVC,3,3,0.177255,,a b o r1 e1 s e s,a b o r e s e s,a.bo.re.ses,aboreses
298,299,aborrecible,129,0.278852,aBoResiBle,VCVCVCVCCV,4,1,0.034586,,a b o r e s1 i1 b l e,a b o r e s i b l e,a.bo.re.si.ble,aboresible
299,300,aborrecido,54,0.116729,aBoResiDo,VCVCVCVCV,4,2,0.019455,,a b o r e s1 i1 d o,a b o r e s i d o,a.bo.re.si.do,aboresido
300,301,aborrecidos,11,0.023778,aBoResiDos,VCVCVCVCVC,4,2,0.060526,,a b o r e s1 i1 d o s,a b o r e s i d o s,a.bo.re.si.dos,aboresidos
301,302,aborrezco,308,0.665785,aBoResko,VCVCVCCV,3,2,0.044314,,a b o r1 e1 s1 k o,a b o r e s k o,a.bo.res.ko,aboresko
302,303,aborta,314,0.678755,aBorta,VCVCCV,2,13,1.248264,,a b1 o1 ɾ1 t a,a b o ɾ t a,a.boɾ.ta,aboɾta
303,304,abortada,153,0.330731,aBortaDa,VCVCCVCV,3,9,0.126816,,a b o ɾ t1 a1 d a,a b o ɾ t a d a,a.boɾ.ta.da,aboɾtada
304,305,abortado,313,0.676593,aBortaDo,VCVCCVCV,3,7,0.290277,,a b o ɾ t1 a1 d o,a b o ɾ t a d o,a.boɾ.ta.do,aboɾtado
305,306,abortados,39,0.084304,aBortaDos,VCVCCVCVC,3,6,0.225531,,a b o ɾ t1 a1 d o s,a b o ɾ t a d o s,a.boɾ.ta.dos,aboɾtados
306,307,abórtalo,16,0.034586,aBortalo,VCVCCVCV,2,4,0.229674,,a b1 o1 ɾ1 t a l o,a b o ɾ t a l o,a.boɾ.ta.lo,aboɾtalo
307,308,abortamos,91,0.196709,aBortamos,VCVCCVCVC,3,5,0.15607,,a b o ɾ t1 a1 m o s,a b o ɾ t a m o s,a.boɾ.ta.mos,aboɾtamos
308,309,abortando,93,0.201033,aBortando,VCVCCVCCV,3,3,0.570673,,a b o ɾ t1 a1 n1 d o,a b o ɾ t a n d o,a.boɾ.tan.do,aboɾtando
309,310,abortar,1750,3.78287,aBortar,VCVCCVC,3,11,0.811401,,a b o ɾ t1 a1 ɾ1,a b o ɾ t a ɾ,a.boɾ.taɾ,aboɾtaɾ
