Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,randomiser-dxqf,randomiser-ibiw,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
2,1696892303711,09/10/2023 22:58:23,1696892304264,-7,09/10/2023 15:58:24,121155,36,task-gbnv,,32122393,BLIND,9498522,,complete,,652484d5d104cb805ae3922a,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,15138.100000023842,,,,,0,1,0,,,,,,Instructions,
3,1696892307982,09/10/2023 22:58:27,1696892308517,-7,09/10/2023 15:58:28,121155,36,task-gbnv,,32122393,BLIND,9498522,,complete,,652484d5d104cb805ae3922a,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4229.299999952316,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1696892309532,09/10/2023 22:58:29,1696892310082,-7,09/10/2023 15:58:30,121155,36,task-gbnv,,32122393,BLIND,9498522,,complete,,652484d5d104cb805ae3922a,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5794.5,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1696892311982,09/10/2023 22:58:31,1696892312542,-7,09/10/2023 15:58:32,121155,36,task-gbnv,,32122393,BLIND,9498522,,complete,,652484d5d104cb805ae3922a,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,8253.099999964237,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1696892314834,09/10/2023 22:58:34,1696892315394,-7,09/10/2023 15:58:35,121155,36,task-gbnv,,32122393,BLIND,9498522,,complete,,652484d5d104cb805ae3922a,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2843.599999964237,,,,,0,1,0,,,,,,Audio Check,cura
7,1696892314995,09/10/2023 22:58:34,1696892315398,-7,09/10/2023 15:58:35,121155,36,task-gbnv,,32122393,BLIND,9498522,,complete,,652484d5d104cb805ae3922a,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,,,,Audio Check,8,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,,,END TASK,,,,,26334,,,,,0,1,0,,,,,,,
1,1696892384066,09/10/2023 22:59:44,1696892383335,-5,09/10/2023 17:59:43,121155,36,task-gbnv,,32122405,BLIND,9498523,,complete,,6524853c40d984bd46506077,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,2,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1696892390218,09/10/2023 22:59:50,1696892389517,-5,09/10/2023 17:59:49,121155,36,task-gbnv,,32122405,BLIND,9498523,,complete,,6524853c40d984bd46506077,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,2,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,6145,,,,,0,1,0,,,,,,Instructions,
3,1696892392527,09/10/2023 22:59:52,1696892391842,-5,09/10/2023 17:59:51,121155,36,task-gbnv,,32122405,BLIND,9498523,,complete,,6524853c40d984bd46506077,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,2,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2317.399999976158,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1696892394442,09/10/2023 22:59:54,1696892393737,-5,09/10/2023 17:59:53,121155,36,task-gbnv,,32122405,BLIND,9498523,,complete,,6524853c40d984bd46506077,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,2,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,4209.5999999940395,,,cura,1,1,0,0,,,,,,Audio Check,cura
5,1696892402895,09/10/2023 23:00:02,1696892402216,-5,09/10/2023 18:00:02,121155,36,task-gbnv,,32122405,BLIND,9498523,,complete,,6524853c40d984bd46506077,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,2,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,8463.59999999404,,,,,0,1,0,,,,,,Audio Check,cura
6,1696892403069,09/10/2023 23:00:03,1696892402225,-5,09/10/2023 18:00:02,121155,36,task-gbnv,,32122405,BLIND,9498523,,complete,,6524853c40d984bd46506077,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,2,,,,,yes,Spreadsheet1,,,END TASK,,,,,18890,,,,,0,1,0,,,,,,,
1,1696896425282,10/10/2023 00:07:05,1696896424896,-4,09/10/2023 20:07:04,121155,36,task-gbnv,,32122656,BLIND,9498601,,complete,,652494927d669491daa9ef94,computer,Desktop or Laptop,Linux x86_64,Chrome 117.0.0.0,1143x686,1143x540,,,,Audio Check,8,SoundCheckPassed,1,test passed,8,,,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1696896557113,10/10/2023 00:09:17,1696896556786,-4,09/10/2023 20:09:16,121155,36,task-gbnv,,32122656,BLIND,9498601,,complete,,652494927d669491daa9ef94,computer,Desktop or Laptop,Linux x86_64,Chrome 117.0.0.0,1143x686,1143x540,,,,Audio Check,8,SoundCheckPassed,1,test passed,8,,,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,131791.80000000075,,,,,0,1,0,,,,,,Instructions,
3,1696896560732,10/10/2023 00:09:20,1696896560392,-4,09/10/2023 20:09:20,121155,36,task-gbnv,,32122656,BLIND,9498601,,complete,,652494927d669491daa9ef94,computer,Desktop or Laptop,Linux x86_64,Chrome 117.0.0.0,1143x686,1143x540,,,,Audio Check,8,SoundCheckPassed,1,test passed,8,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3582.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1696896562553,10/10/2023 00:09:22,1696896562238,-4,09/10/2023 20:09:22,121155,36,task-gbnv,,32122656,BLIND,9498601,,complete,,652494927d669491daa9ef94,computer,Desktop or Laptop,Linux x86_64,Chrome 117.0.0.0,1143x686,1143x540,,,,Audio Check,8,SoundCheckPassed,1,test passed,8,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5428.099999997765,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1696896563745,10/10/2023 00:09:23,1696896563436,-4,09/10/2023 20:09:23,121155,36,task-gbnv,,32122656,BLIND,9498601,,complete,,652494927d669491daa9ef94,computer,Desktop or Laptop,Linux x86_64,Chrome 117.0.0.0,1143x686,1143x540,,,,Audio Check,8,SoundCheckPassed,1,test passed,8,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,6625.800000000745,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1696896565632,10/10/2023 00:09:25,1696896565317,-4,09/10/2023 20:09:25,121155,36,task-gbnv,,32122656,BLIND,9498601,,complete,,652494927d669491daa9ef94,computer,Desktop or Laptop,Linux x86_64,Chrome 117.0.0.0,1143x686,1143x540,,,,Audio Check,8,SoundCheckPassed,1,test passed,8,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1864.6000000014901,,,,,0,1,0,,,,,,Audio Check,cura
7,1696896565907,10/10/2023 00:09:25,1696896565322,-4,09/10/2023 20:09:25,121155,36,task-gbnv,,32122656,BLIND,9498601,,complete,,652494927d669491daa9ef94,computer,Desktop or Laptop,Linux x86_64,Chrome 117.0.0.0,1143x686,1143x540,,,,Audio Check,8,SoundCheckPassed,1,test passed,8,,,,,,,,yes,Spreadsheet1,,,END TASK,,,,,140427,,,,,0,1,0,,,,,,,
1,1696897214477,10/10/2023 00:20:14,1696897214550,-5,09/10/2023 19:20:14,121155,36,task-gbnv,,32122718,BLIND,9498617,,complete,,6524985924376b11a7812ffe,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,,,,Audio Check,8,SoundCheckPassed,2,test passed,,5,,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1696897224565,10/10/2023 00:20:24,1696897224698,-5,09/10/2023 19:20:24,121155,36,task-gbnv,,32122718,BLIND,9498617,,complete,,6524985924376b11a7812ffe,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,,,,Audio Check,8,SoundCheckPassed,2,test passed,,5,,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,10131.5,,,,,0,1,0,,,,,,Instructions,
3,1696897226709,10/10/2023 00:20:26,1696897226843,-5,09/10/2023 19:20:26,121155,36,task-gbnv,,32122718,BLIND,9498617,,complete,,6524985924376b11a7812ffe,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,,,,Audio Check,8,SoundCheckPassed,2,test passed,,5,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2141.800000000745,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1696897228591,10/10/2023 00:20:28,1696897228724,-5,09/10/2023 19:20:28,121155,36,task-gbnv,,32122718,BLIND,9498617,,complete,,6524985924376b11a7812ffe,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,,,,Audio Check,8,SoundCheckPassed,2,test passed,,5,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,4022.699999999255,,,cura,1,1,0,0,,,,,,Audio Check,cura
5,1696897232748,10/10/2023 00:20:32,1696897232892,-5,09/10/2023 19:20:32,121155,36,task-gbnv,,32122718,BLIND,9498617,,complete,,6524985924376b11a7812ffe,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,,,,Audio Check,8,SoundCheckPassed,2,test passed,,5,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,4165.199999999255,,,,,0,1,0,,,,,,Audio Check,cura
6,1696897232914,10/10/2023 00:20:32,1696897232895,-5,09/10/2023 19:20:32,121155,36,task-gbnv,,32122718,BLIND,9498617,,complete,,6524985924376b11a7812ffe,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x955,,,,Audio Check,8,SoundCheckPassed,2,test passed,,5,,,,,,,yes,Spreadsheet1,,,END TASK,,,,,18345,,,,,0,1,0,,,,,,,
1,1696897336676,10/10/2023 00:22:16,1696897336297,-5,09/10/2023 19:22:16,121155,36,task-gbnv,,32122726,BLIND,9498619,,complete,,65249894b3e92feebad91aae,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1116x705,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,5,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1696897483237,10/10/2023 00:24:43,1696897482656,-5,09/10/2023 19:24:42,121155,36,task-gbnv,,32122726,BLIND,9498619,,complete,,65249894b3e92feebad91aae,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1116x705,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,5,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,146321,,,,,0,1,0,,,,,,Instructions,
3,1696897486071,10/10/2023 00:24:46,1696897485920,-5,09/10/2023 19:24:45,121155,36,task-gbnv,,32122726,BLIND,9498619,,complete,,65249894b3e92feebad91aae,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1116x705,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,5,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3253,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1696897556702,10/10/2023 00:25:56,1696897556577,-5,09/10/2023 19:25:56,121155,36,task-gbnv,,32122726,BLIND,9498619,,complete,,65249894b3e92feebad91aae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1337x665,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,5,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
5,1696897561954,10/10/2023 00:26:01,1696897561817,-5,09/10/2023 19:26:01,121155,36,task-gbnv,,32122726,BLIND,9498619,,complete,,65249894b3e92feebad91aae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1337x665,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,5,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4788.699999999255,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
6,1696897563893,10/10/2023 00:26:03,1696897563760,-5,09/10/2023 19:26:03,121155,36,task-gbnv,,32122726,BLIND,9498619,,complete,,65249894b3e92feebad91aae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1337x665,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,5,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,6731.199999999255,,,cura,1,1,0,0,,,,,,Audio Check,cura
7,1696897578451,10/10/2023 00:26:18,1696897578320,-5,09/10/2023 19:26:18,121155,36,task-gbnv,,32122726,BLIND,9498619,,complete,,65249894b3e92feebad91aae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1337x665,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,5,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,14554.800000000745,,,,,0,1,0,,,,,,Audio Check,cura
8,1696897578616,10/10/2023 00:26:18,1696897578324,-5,09/10/2023 19:26:18,121155,36,task-gbnv,,32122726,BLIND,9498619,,complete,,65249894b3e92feebad91aae,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1337x665,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,5,,yes,Spreadsheet1,,,END TASK,,,,,21747,,,,,0,1,0,,,,,,,
1,1696897423896,10/10/2023 00:23:43,1696897422920,-4,09/10/2023 20:23:42,121155,36,task-gbnv,,32122732,BLIND,9498620,,complete,,652498b6c74c5b197bec0ee2,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1536x864,1528x716,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,5,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1696897562379,10/10/2023 00:26:02,1696897561460,-4,09/10/2023 20:26:01,121155,36,task-gbnv,,32122732,BLIND,9498620,,complete,,652498b6c74c5b197bec0ee2,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1536x864,1528x716,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,5,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,138439.79999999702,,,,,0,1,0,,,,,,Instructions,
3,1696897564240,10/10/2023 00:26:04,1696897563338,-4,09/10/2023 20:26:03,121155,36,task-gbnv,,32122732,BLIND,9498620,,complete,,652498b6c74c5b197bec0ee2,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1536x864,1528x716,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1858.8999999910593,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1696897565699,10/10/2023 00:26:05,1696897564766,-4,09/10/2023 20:26:04,121155,36,task-gbnv,,32122732,BLIND,9498620,,complete,,652498b6c74c5b197bec0ee2,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1536x864,1528x716,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3286.8999999910593,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1696897567254,10/10/2023 00:26:07,1696897566315,-4,09/10/2023 20:26:06,121155,36,task-gbnv,,32122732,BLIND,9498620,,complete,,652498b6c74c5b197bec0ee2,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1536x864,1528x716,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,4835.79999999702,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1696897569458,10/10/2023 00:26:09,1696897568527,-4,09/10/2023 20:26:08,121155,36,task-gbnv,,32122732,BLIND,9498620,,complete,,652498b6c74c5b197bec0ee2,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1536x864,1528x716,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,5,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2202.4000000059605,,,,,0,1,0,,,,,,Audio Check,cura
7,1696897569799,10/10/2023 00:26:09,1696897568530,-4,09/10/2023 20:26:08,121155,36,task-gbnv,,32122732,BLIND,9498620,,complete,,652498b6c74c5b197bec0ee2,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1536x864,1528x716,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,5,,,,,,yes,Spreadsheet1,,,END TASK,,,,,145610,,,,,0,1,0,,,,,,,
1,1696897871962,10/10/2023 00:31:11,1696897878617,-5,09/10/2023 19:31:18,121155,36,task-gbnv,,32122753,BLIND,9498623,,complete,,65249ae3420f233b096c6d82,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x731,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,6,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1696897886292,10/10/2023 00:31:26,1696897892997,-5,09/10/2023 19:31:32,121155,36,task-gbnv,,32122753,BLIND,9498623,,complete,,65249ae3420f233b096c6d82,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x864,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,6,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,14341,,,,,0,1,0,,,,,,Instructions,
3,1696897888315,10/10/2023 00:31:28,1696897895016,-5,09/10/2023 19:31:35,121155,36,task-gbnv,,32122753,BLIND,9498623,,complete,,65249ae3420f233b096c6d82,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x864,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2011,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1696897890102,10/10/2023 00:31:30,1696897896815,-5,09/10/2023 19:31:36,121155,36,task-gbnv,,32122753,BLIND,9498623,,complete,,65249ae3420f233b096c6d82,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x864,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3809,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1696897891640,10/10/2023 00:31:31,1696897898339,-5,09/10/2023 19:31:38,121155,36,task-gbnv,,32122753,BLIND,9498623,,complete,,65249ae3420f233b096c6d82,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x864,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,5334,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1696897893456,10/10/2023 00:31:33,1696897900166,-5,09/10/2023 19:31:40,121155,36,task-gbnv,,32122753,BLIND,9498623,,complete,,65249ae3420f233b096c6d82,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x864,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1819,,,,,0,1,0,,,,,,Audio Check,cura
7,1696897893628,10/10/2023 00:31:33,1696897900175,-5,09/10/2023 19:31:40,121155,36,task-gbnv,,32122753,BLIND,9498623,,complete,,65249ae3420f233b096c6d82,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1536x864,1536x864,,,,Audio Check,8,SoundCheckPassed,5,test passed,,,,,6,,,,yes,Spreadsheet1,,,END TASK,,,,,21558,,,,,0,1,0,,,,,,,
1,1696897924271,10/10/2023 00:32:04,1696897924098,-7,09/10/2023 17:32:04,121155,36,task-gbnv,,32122759,BLIND,9498624,,complete,,65249b17dbd73885811527ad,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1365x768,1365x692,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,7,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1696897938896,10/10/2023 00:32:18,1696897938797,-7,09/10/2023 17:32:18,121155,36,task-gbnv,,32122759,BLIND,9498624,,complete,,65249b17dbd73885811527ad,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1365x768,1365x692,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,7,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,14627,,,,,0,1,0,,,,,,Instructions,
3,1696897940322,10/10/2023 00:32:20,1696897940207,-7,09/10/2023 17:32:20,121155,36,task-gbnv,,32122759,BLIND,9498624,,complete,,65249b17dbd73885811527ad,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1365x768,1365x692,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,7,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1401,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1696897941926,10/10/2023 00:32:21,1696897941814,-7,09/10/2023 17:32:21,121155,36,task-gbnv,,32122759,BLIND,9498624,,complete,,65249b17dbd73885811527ad,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1365x768,1365x692,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,7,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3009,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1696897942775,10/10/2023 00:32:22,1696897942676,-7,09/10/2023 17:32:22,121155,36,task-gbnv,,32122759,BLIND,9498624,,complete,,65249b17dbd73885811527ad,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1365x768,1365x692,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,7,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,3871,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1696897944623,10/10/2023 00:32:24,1696897944530,-7,09/10/2023 17:32:24,121155,36,task-gbnv,,32122759,BLIND,9498624,,complete,,65249b17dbd73885811527ad,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1365x768,1365x692,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,7,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1851,,,,,0,1,0,,,,,,Audio Check,cura
7,1696897944831,10/10/2023 00:32:24,1696897944543,-7,09/10/2023 17:32:24,121155,36,task-gbnv,,32122759,BLIND,9498624,,complete,,65249b17dbd73885811527ad,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1365x768,1365x692,,,,Audio Check,8,SoundCheckPassed,3,test passed,,,7,,,,,,yes,Spreadsheet1,,,END TASK,,,,,20445,,,,,0,1,0,,,,,,,
1,1696905274208,10/10/2023 02:34:34,1696905273873,-7,09/10/2023 19:34:33,121155,36,task-gbnv,,32123177,BLIND,9498736,,complete,,6524b7c03c3a09efe7d5d7eb,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x923,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,5,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1696905312843,10/10/2023 02:35:12,1696905312548,-7,09/10/2023 19:35:12,121155,36,task-gbnv,,32123177,BLIND,9498736,,complete,,6524b7c03c3a09efe7d5d7eb,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x923,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,5,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,38624.60000002384,,,,,0,1,0,,,,,,Instructions,
3,1696905314424,10/10/2023 02:35:14,1696905314145,-7,09/10/2023 19:35:14,121155,36,task-gbnv,,32123177,BLIND,9498736,,complete,,6524b7c03c3a09efe7d5d7eb,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x923,,,,Audio Check,8,SoundCheckPassed,8,test passed,,,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1589.300000011921,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
