Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,randomiser-dxqf,randomiser-ibiw,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,Audio file,Orthography
1,1696884216017,09/10/2023 20:43:36,1696884214206,-4,09/10/2023 16:43:34,121155,36,task-tl3i,,32120975,BLIND,9498009,,complete,,652464dd22b1779f67503559,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,6,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1696884238159,09/10/2023 20:43:58,1696884236972,-4,09/10/2023 16:43:56,121155,36,task-tl3i,,32120975,BLIND,9498009,,complete,,652464dd22b1779f67503559,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,6,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,22728.399999999907,,,,,0,1,0,,,,,,Prompt,,
3,1696884239483,09/10/2023 20:43:59,1696884236987,-4,09/10/2023 16:43:56,121155,36,task-tl3i,,32120975,BLIND,9498009,,complete,,652464dd22b1779f67503559,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,turo.mp3,turo
4,1696884239483,09/10/2023 20:43:59,1696884237001,-4,09/10/2023 16:43:57,121155,36,task-tl3i,,32120975,BLIND,9498009,,complete,,652464dd22b1779f67503559,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,15.399999999906868,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,turo.mp3,turo
5,1696884248470,09/10/2023 20:44:08,1696884247272,-4,09/10/2023 16:44:07,121155,36,task-tl3i,,32120975,BLIND,9498009,,complete,,652464dd22b1779f67503559,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,10286.5,,,92,,0,1,0,,,,,,Task,turo.mp3,turo
6,1696884248757,09/10/2023 20:44:08,1696884247274,-4,09/10/2023 16:44:07,121155,36,task-tl3i,,32120975,BLIND,9498009,,complete,,652464dd22b1779f67503559,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,10286.5,,,,,0,1,0,,,,,,Task,turo.mp3,turo
7,1696884248757,09/10/2023 20:44:08,1696884247285,-4,09/10/2023 16:44:07,121155,36,task-tl3i,,32120975,BLIND,9498009,,complete,,652464dd22b1779f67503559,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,6,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,chanu.mp3,chanú
8,1696884248757,09/10/2023 20:44:08,1696884247288,-4,09/10/2023 16:44:07,121155,36,task-tl3i,,32120975,BLIND,9498009,,complete,,652464dd22b1779f67503559,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,6,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,2.900000000372529,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,chanu.mp3,chanú
9,1696884258539,09/10/2023 20:44:18,1696884256571,-4,09/10/2023 16:44:16,121155,36,task-tl3i,,32120975,BLIND,9498009,,complete,,652464dd22b1779f67503559,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,6,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,9285.30000000028,,,79,,0,1,0,,,,,,Task,chanu.mp3,chanú
10,1696884258841,09/10/2023 20:44:18,1696884256572,-4,09/10/2023 16:44:16,121155,36,task-tl3i,,32120975,BLIND,9498009,,complete,,652464dd22b1779f67503559,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,6,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,9285.30000000028,,,,,0,1,0,,,,,,Task,chanu.mp3,chanú
11,1696884258841,09/10/2023 20:44:18,1696884256576,-4,09/10/2023 16:44:16,121155,36,task-tl3i,,32120975,BLIND,9498009,,complete,,652464dd22b1779f67503559,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Test Run Phonotactics,11,SoundCheckPassed,3,test passed,,,6,,,,,,yes,Spreadsheet1,,,END TASK,,,,,42370,,,,,0,1,0,,,,,,,,
1,1696885497411,09/10/2023 21:04:57,1696885497304,-5,09/10/2023 16:04:57,121155,36,task-tl3i,,32121133,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Test Run Phonotactics,11,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1696885528706,09/10/2023 21:05:28,1696885528270,-5,09/10/2023 16:05:28,121155,36,task-tl3i,,32121133,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Test Run Phonotactics,11,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,30941,,,,,0,1,0,,,,,,Prompt,,
3,1696885529444,09/10/2023 21:05:29,1696885528284,-5,09/10/2023 16:05:28,121155,36,task-tl3i,,32121133,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Test Run Phonotactics,11,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,turo.mp3,turo
4,1696885529444,09/10/2023 21:05:29,1696885528300,-5,09/10/2023 16:05:28,121155,36,task-tl3i,,32121133,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Test Run Phonotactics,11,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,18,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,turo.mp3,turo
5,1696885541605,09/10/2023 21:05:41,1696885541522,-5,09/10/2023 16:05:41,121155,36,task-tl3i,,32121133,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Test Run Phonotactics,11,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,13241,,,100,,0,1,0,,,,,,Task,turo.mp3,turo
6,1696885542554,09/10/2023 21:05:42,1696885541523,-5,09/10/2023 16:05:41,121155,36,task-tl3i,,32121133,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Test Run Phonotactics,11,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,13241,,,,,0,1,0,,,,,,Task,turo.mp3,turo
7,1696885542554,09/10/2023 21:05:42,1696885541533,-5,09/10/2023 16:05:41,121155,36,task-tl3i,,32121133,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Test Run Phonotactics,11,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,chanu.mp3,chanú
8,1696885542554,09/10/2023 21:05:42,1696885541536,-5,09/10/2023 16:05:41,121155,36,task-tl3i,,32121133,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Test Run Phonotactics,11,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,chanu.mp3,chanú
9,1696885547007,09/10/2023 21:05:47,1696885546919,-5,09/10/2023 16:05:46,121155,36,task-tl3i,,32121133,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Test Run Phonotactics,11,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,5385,,,73,,0,1,0,,,,,,Task,chanu.mp3,chanú
10,1696885547761,09/10/2023 21:05:47,1696885546920,-5,09/10/2023 16:05:46,121155,36,task-tl3i,,32121133,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Test Run Phonotactics,11,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,5385,,,,,0,1,0,,,,,,Task,chanu.mp3,chanú
11,1696885547761,09/10/2023 21:05:47,1696885546922,-5,09/10/2023 16:05:46,121155,36,task-tl3i,,32121133,BLIND,9498087,,complete,,652469f5e3d34d996cb86916,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1369x671,1366x667,,,,Test Run Phonotactics,11,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,,,END TASK,,,,,49618,,,,,0,1,0,,,,,,,,
1,1696886382298,09/10/2023 21:19:42,1696886379925,-7,09/10/2023 14:19:39,121155,36,task-tl3i,,32121526,BLIND,9498219,,live,,65246ca43015fea7f0b82108,computer,Desktop or Laptop,Windows 10,Firefox 118.0,896x504,896x415,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1696886413591,09/10/2023 21:20:13,1696886411282,-7,09/10/2023 14:20:11,121155,36,task-tl3i,,32121526,BLIND,9498219,,live,,65246ca43015fea7f0b82108,computer,Desktop or Laptop,Windows 10,Firefox 118.0,896x504,896x415,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,31306,,,,,0,1,0,,,,,,Prompt,,
3,1696886413816,09/10/2023 21:20:13,1696886411303,-7,09/10/2023 14:20:11,121155,36,task-tl3i,,32121526,BLIND,9498219,,live,,65246ca43015fea7f0b82108,computer,Desktop or Laptop,Windows 10,Firefox 118.0,896x504,896x415,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,turo.mp3,turo
4,1696886413816,09/10/2023 21:20:13,1696886411308,-7,09/10/2023 14:20:11,121155,36,task-tl3i,,32121526,BLIND,9498219,,live,,65246ca43015fea7f0b82108,computer,Desktop or Laptop,Windows 10,Firefox 118.0,896x504,896x415,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,6,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,turo.mp3,turo
5,1696886418808,09/10/2023 21:20:18,1696886416496,-7,09/10/2023 14:20:16,121155,36,task-tl3i,,32121526,BLIND,9498219,,live,,65246ca43015fea7f0b82108,computer,Desktop or Laptop,Windows 10,Firefox 118.0,896x504,896x415,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,5193,,,90,,0,1,0,,,,,,Task,turo.mp3,turo
6,1696886419024,09/10/2023 21:20:19,1696886416498,-7,09/10/2023 14:20:16,121155,36,task-tl3i,,32121526,BLIND,9498219,,live,,65246ca43015fea7f0b82108,computer,Desktop or Laptop,Windows 10,Firefox 118.0,896x504,896x415,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,5193,,,,,0,1,0,,,,,,Task,turo.mp3,turo
7,1696886419024,09/10/2023 21:20:19,1696886416515,-7,09/10/2023 14:20:16,121155,36,task-tl3i,,32121526,BLIND,9498219,,live,,65246ca43015fea7f0b82108,computer,Desktop or Laptop,Windows 10,Firefox 118.0,896x504,896x415,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,chanu.mp3,chanú
8,1696886419024,09/10/2023 21:20:19,1696886416518,-7,09/10/2023 14:20:16,121155,36,task-tl3i,,32121526,BLIND,9498219,,live,,65246ca43015fea7f0b82108,computer,Desktop or Laptop,Windows 10,Firefox 118.0,896x504,896x415,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,chanu.mp3,chanú
9,1696886423859,09/10/2023 21:20:23,1696886421528,-7,09/10/2023 14:20:21,121155,36,task-tl3i,,32121526,BLIND,9498219,,live,,65246ca43015fea7f0b82108,computer,Desktop or Laptop,Windows 10,Firefox 118.0,896x504,896x415,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,5014,,,17,,0,1,0,,,,,,Task,chanu.mp3,chanú
10,1696886424083,09/10/2023 21:20:24,1696886421530,-7,09/10/2023 14:20:21,121155,36,task-tl3i,,32121526,BLIND,9498219,,live,,65246ca43015fea7f0b82108,computer,Desktop or Laptop,Windows 10,Firefox 118.0,896x504,896x415,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,5014,,,,,0,1,0,,,,,,Task,chanu.mp3,chanú
11,1696886424083,09/10/2023 21:20:24,1696886421532,-7,09/10/2023 14:20:21,121155,36,task-tl3i,,32121526,BLIND,9498219,,live,,65246ca43015fea7f0b82108,computer,Desktop or Laptop,Windows 10,Firefox 118.0,896x504,896x415,,,,Test Run Phonotactics,11,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,,,END TASK,,,,,41606,,,,,0,1,0,,,,,,,,
1,1696886569085,09/10/2023 21:22:49,1696886568953,-5,09/10/2023 16:22:48,121155,36,task-tl3i,,32121592,BLIND,9498240,,complete,,65246dd79dce2c17c3151e3f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1728x1117,1725x932,,,,Test Run Phonotactics,11,SoundCheckPassed,4,test passed,,,,5,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1696886637491,09/10/2023 21:23:57,1696886637350,-5,09/10/2023 16:23:57,121155,36,task-tl3i,,32121592,BLIND,9498240,,complete,,65246dd79dce2c17c3151e3f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1728x1117,1725x932,,,,Test Run Phonotactics,11,SoundCheckPassed,4,test passed,,,,5,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,68384.89999961853,,,,,0,1,0,,,,,,Prompt,,
3,1696886637648,09/10/2023 21:23:57,1696886637354,-5,09/10/2023 16:23:57,121155,36,task-tl3i,,32121592,BLIND,9498240,,complete,,65246dd79dce2c17c3151e3f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1728x1117,1725x932,,,,Test Run Phonotactics,11,SoundCheckPassed,4,test passed,,,,5,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,turo.mp3,turo
4,1696886637648,09/10/2023 21:23:57,1696886637363,-5,09/10/2023 16:23:57,121155,36,task-tl3i,,32121592,BLIND,9498240,,complete,,65246dd79dce2c17c3151e3f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1728x1117,1725x932,,,,Test Run Phonotactics,11,SoundCheckPassed,4,test passed,,,,5,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,9.399999618530273,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,turo.mp3,turo
5,1696886644219,09/10/2023 21:24:04,1696886644099,-5,09/10/2023 16:24:04,121155,36,task-tl3i,,32121592,BLIND,9498240,,complete,,65246dd79dce2c17c3151e3f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1728x1117,1725x932,,,,Test Run Phonotactics,11,SoundCheckPassed,4,test passed,,,,5,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,6745.799999713898,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Task,turo.mp3,turo
6,1696886646119,09/10/2023 21:24:06,1696886646003,-5,09/10/2023 16:24:06,121155,36,task-tl3i,,32121592,BLIND,9498240,,complete,,65246dd79dce2c17c3151e3f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1728x1117,1725x932,,,,Test Run Phonotactics,11,SoundCheckPassed,4,test passed,,,,5,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,8649.39999961853,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Task,turo.mp3,turo
7,1696886651792,09/10/2023 21:24:11,1696886651683,-5,09/10/2023 16:24:11,121155,36,task-tl3i,,32121592,BLIND,9498240,,complete,,65246dd79dce2c17c3151e3f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1728x1117,1725x932,,,,Test Run Phonotactics,11,SoundCheckPassed,4,test passed,,,,5,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,14329.199999809265,,,75,,0,1,0,,,,,,Task,turo.mp3,turo
8,1696886651943,09/10/2023 21:24:11,1696886651683,-5,09/10/2023 16:24:11,121155,36,task-tl3i,,32121592,BLIND,9498240,,complete,,65246dd79dce2c17c3151e3f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1728x1117,1725x932,,,,Test Run Phonotactics,11,SoundCheckPassed,4,test passed,,,,5,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,14329.199999809265,,,,,0,1,0,,,,,,Task,turo.mp3,turo
9,1696886651943,09/10/2023 21:24:11,1696886651686,-5,09/10/2023 16:24:11,121155,36,task-tl3i,,32121592,BLIND,9498240,,complete,,65246dd79dce2c17c3151e3f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1728x1117,1725x932,,,,Test Run Phonotactics,11,SoundCheckPassed,4,test passed,,,,5,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,chanu.mp3,chanú
10,1696886651943,09/10/2023 21:24:11,1696886651687,-5,09/10/2023 16:24:11,121155,36,task-tl3i,,32121592,BLIND,9498240,,complete,,65246dd79dce2c17c3151e3f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1728x1117,1725x932,,,,Test Run Phonotactics,11,SoundCheckPassed,4,test passed,,,,5,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,chanu.mp3,chanú
11,1696886660878,09/10/2023 21:24:20,1696886660774,-5,09/10/2023 16:24:20,121155,36,task-tl3i,,32121592,BLIND,9498240,,complete,,65246dd79dce2c17c3151e3f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1728x1117,1725x932,,,,Test Run Phonotactics,11,SoundCheckPassed,4,test passed,,,,5,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_endValue,9088.099999904633,,,28,,0,1,0,,,,,,Task,chanu.mp3,chanú
12,1696886661025,09/10/2023 21:24:21,1696886660775,-5,09/10/2023 16:24:20,121155,36,task-tl3i,,32121592,BLIND,9498240,,complete,,65246dd79dce2c17c3151e3f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1728x1117,1725x932,,,,Test Run Phonotactics,11,SoundCheckPassed,4,test passed,,,,5,,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone4,continue_button,9088.099999904633,,,,,0,1,0,,,,,,Task,chanu.mp3,chanú
13,1696886661025,09/10/2023 21:24:21,1696886660776,-5,09/10/2023 16:24:20,121155,36,task-tl3i,,32121592,BLIND,9498240,,complete,,65246dd79dce2c17c3151e3f,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 114.0.0.0,1728x1117,1725x932,,,,Test Run Phonotactics,11,SoundCheckPassed,4,test passed,,,,5,,,,,yes,Spreadsheet1,,,END TASK,,,,,91823,,,,,0,1,0,,,,,,,,
1,1696886859950,09/10/2023 21:27:39,1696886859813,-4,09/10/2023 17:27:39,121155,36,task-tl3i,,32121675,BLIND,9498264,,complete,,65246ea5c5b88f20469ea226,computer,Desktop or Laptop,Mac OS 10.15.7,Opera 101.0.0.0,1512x982,1452x858,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,
2,1696886891950,09/10/2023 21:28:11,1696886891828,-4,09/10/2023 17:28:11,121155,36,task-tl3i,,32121675,BLIND,9498264,,complete,,65246ea5c5b88f20469ea226,computer,Desktop or Laptop,Mac OS 10.15.7,Opera 101.0.0.0,1512x982,1452x858,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,31998.29999999702,,,,,0,1,0,,,,,,Prompt,,
3,1696886892122,09/10/2023 21:28:12,1696886891835,-4,09/10/2023 17:28:11,121155,36,task-tl3i,,32121675,BLIND,9498264,,complete,,65246ea5c5b88f20469ea226,computer,Desktop or Laptop,Mac OS 10.15.7,Opera 101.0.0.0,1512x982,1452x858,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,turo.mp3,turo
4,1696886892122,09/10/2023 21:28:12,1696886891844,-4,09/10/2023 17:28:11,121155,36,task-tl3i,,32121675,BLIND,9498264,,complete,,65246ea5c5b88f20469ea226,computer,Desktop or Laptop,Mac OS 10.15.7,Opera 101.0.0.0,1512x982,1452x858,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,10.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task,turo.mp3,turo
5,1696886902443,09/10/2023 21:28:22,1696886902339,-4,09/10/2023 17:28:22,121155,36,task-tl3i,,32121675,BLIND,9498264,,complete,,65246ea5c5b88f20469ea226,computer,Desktop or Laptop,Mac OS 10.15.7,Opera 101.0.0.0,1512x982,1452x858,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_slider_endValue,10504.90000000596,,,89,,0,1,0,,,,,,Task,turo.mp3,turo
6,1696886902614,09/10/2023 21:28:22,1696886902340,-4,09/10/2023 17:28:22,121155,36,task-tl3i,,32121675,BLIND,9498264,,complete,,65246ea5c5b88f20469ea226,computer,Desktop or Laptop,Mac OS 10.15.7,Opera 101.0.0.0,1512x982,1452x858,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone4,continue_button,10504.90000000596,,,,,0,1,0,,,,,,Task,turo.mp3,turo
7,1696886902614,09/10/2023 21:28:22,1696886902347,-4,09/10/2023 17:28:22,121155,36,task-tl3i,,32121675,BLIND,9498264,,complete,,65246ea5c5b88f20469ea226,computer,Desktop or Laptop,Mac OS 10.15.7,Opera 101.0.0.0,1512x982,1452x858,,,,Test Run Phonotactics,11,SoundCheckPassed,5,test passed,,,,,7,,,,yes,Spreadsheet1,Spreadsheet1,3,2,1,Screen 1,Zone3,response_slider_initialValue,0,,,50,,0,1,0,,,,,,Task,chanu.mp3,chanú
