Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,randomiser-dxqf,randomiser-ibiw,branch-tihy,Randomise questionnaire elements?,END QUESTIONNAIRE
1,1697481817863,16/10/2023 18:43:37,1697481817632,-7,16/10/2023 11:43:37,121155,36,questionnaire-yepb,,32276143,BLIND,9544827,,complete,,652d80f0e52ee52ad5c25ca3,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1920x1080,1920x923,,,,Final message,4,SoundCheckPassed,1,test passed,6,,,,,,,,yes,No,2967
1,1697482613074,16/10/2023 18:56:53,1697482612846,-5,16/10/2023 13:56:52,121155,36,questionnaire-yepb,,32276429,BLIND,9544859,,complete,,652d82aed08c6435db58fc19,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 118.0.2088.46,1920x1080,1920x944,,,,Final message,4,SoundCheckPassed,1,test passed,5,,,,,,,,yes,No,4778
1,1697487622896,16/10/2023 20:20:22,1697487622428,-4,16/10/2023 16:20:22,121155,36,questionnaire-yepb,,32278207,BLIND,9545357,,complete,,652d96f24bf8bd720b532bf3,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1920x1080,1920x923,,,,Final message,4,SoundCheckPassed,5,test passed,,,,,8,,,,yes,No,2175
1,1697524284463,17/10/2023 06:31:24,1697524283616,-7,16/10/2023 23:31:23,121155,36,questionnaire-yepb,,32282635,BLIND,9546917,,complete,,652e2519aae98d815fcf5b9e,computer,Desktop or Laptop,Chromium OS 14816.131.0,Chrome 103.0.0.0,1366x768,1366x649,,,,Final message,4,SoundCheckPassed,4,test passed,,,,1,,,,,yes,No,4235
1,1697578416885,17/10/2023 21:33:36,1697578417097,-5,17/10/2023 16:33:37,121155,36,questionnaire-yepb,,32318410,BLIND,9556259,,complete,,652efa9bd3d969c1e058f063,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1600x900,1600x775,,,,Final message,4,SoundCheckPassed,3,test passed,,,6,,,,,,yes,No,2017
1,1697601980691,18/10/2023 04:06:20,1697601979981,-4,18/10/2023 00:06:19,121155,36,questionnaire-yepb,,32321264,BLIND,9557225,,complete,,652f56aec589a18943282134,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1920x1080,1920x927,,,,Final message,4,SoundCheckPassed,6,test passed,,,,,,7,,,yes,No,4282
1,1697748762799,19/10/2023 20:52:42,1697748762098,-7,19/10/2023 13:52:42,121155,36,questionnaire-yepb,,32371358,BLIND,9573065,,complete,,653191cf432016cde3391496,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1280x800,1280x675,,,,Final message,4,SoundCheckPassed,7,test passed,,,,,,,6,,yes,No,3486
1,1697751604587,19/10/2023 21:40:04,1697751604321,-7,19/10/2023 14:40:04,121155,36,questionnaire-yepb,,32371964,BLIND,9573260,,complete,,65319f9c9929e45cf23e78a9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Final message,4,SoundCheckPassed,8,test passed,,,,,,,,7,yes,No,1419
1,1697758850656,19/10/2023 23:40:50,1697758850306,-4,19/10/2023 19:40:50,121155,36,questionnaire-yepb,,32372841,BLIND,9573510,,complete,,6531bb607f61a43bd766ce6c,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1366x768,1296x655,,,,Final message,4,SoundCheckPassed,4,test passed,,,,7,,,,,yes,No,3187
1,1697759518356,19/10/2023 23:51:58,1697759518176,-7,19/10/2023 16:51:58,121155,36,questionnaire-yepb,,32372924,BLIND,9573522,,complete,,6531bb7ca5a8e2ed76daff2b,computer,Desktop or Laptop,Mac OS 10.14.6,Safari 14.1.2,1280x800,1280x737,,,,Final message,4,SoundCheckPassed,2,test passed,,8,,,,,,,yes,No,2870
1,1697854760280,21/10/2023 02:19:20,1697854760132,-4,20/10/2023 22:19:20,121155,36,questionnaire-yepb,,32393049,BLIND,9585510,,complete,,6533330b9ff08900c5f6b7db,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1920x1080,1920x955,,,,Final message,4,SoundCheckPassed,3,test passed,,,7,,,,,,yes,No,2979
1,1697912295082,21/10/2023 18:18:15,1697912295378,-5,21/10/2023 13:18:15,121155,36,questionnaire-yepb,,32402692,BLIND,9588796,,complete,,653413344c4cee10658074b0,computer,Desktop or Laptop,Windows 10,Firefox 118.0,2560x1440,2560x1315,,,,Final message,4,SoundCheckPassed,5,test passed,,,,,2,,,,yes,No,2739
1,1697917924377,21/10/2023 19:52:04,1697917924601,-5,21/10/2023 14:52:04,121155,36,questionnaire-yepb,,32403731,BLIND,9589138,,complete,,653429262d29dfe51b1bf774,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1368x912,1320x774,,,,Final message,4,SoundCheckPassed,6,test passed,,,,,,3,,,yes,No,2322
1,1697919599069,21/10/2023 20:19:59,1697919598790,-4,21/10/2023 16:19:58,121155,36,questionnaire-yepb,,32403928,BLIND,9589194,,complete,,65342dbe57803c27d638d8e0,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1280x800,1280x690,,,,Final message,4,SoundCheckPassed,8,test passed,,,,,,,,3,yes,No,1506
1,1698036821494,23/10/2023 04:53:41,1698036823246,-7,22/10/2023 21:53:43,121155,36,questionnaire-yepb,,32420292,BLIND,9593399,,complete,,6535f7c67a429cb544f69e0d,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1280x800,1138x608,,,,Final message,4,SoundCheckPassed,7,test passed,,,,,,,8,,yes,No,3724
1,1698043253289,23/10/2023 06:40:53,1698043253156,-5,23/10/2023 01:40:53,121155,36,questionnaire-yepb,,32420777,BLIND,9593509,,complete,,65360f8a7a429cb544f6a05b,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x563,,,,Final message,4,SoundCheckPassed,1,test passed,2,,,,,,,,yes,No,3466
1,1698072524432,23/10/2023 14:48:44,1698072524275,-4,23/10/2023 10:48:44,121155,36,questionnaire-yepb,,32432573,BLIND,9598306,,complete,,6536854033e7aaefb597a19b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1440x707,,,,Final message,4,SoundCheckPassed,1,test passed,3,,,,,,,,yes,No,2803
1,1698074439342,23/10/2023 15:20:39,1698074442105,-4,23/10/2023 11:20:42,121155,36,questionnaire-yepb,,32433704,BLIND,9598519,,complete,,653689dba2229d83d1dfe88a,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x739,,,,Final message,4,SoundCheckPassed,2,test passed,,3,,,,,,,yes,No,13937
1,1698075692227,23/10/2023 15:41:32,1698075694906,-4,23/10/2023 11:41:34,121155,36,questionnaire-yepb,,32434332,BLIND,9598837,,complete,,65369071b08db0604243ae1e,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1536x864,1528x742,,,,Final message,4,SoundCheckPassed,5,test passed,,,,,3,,,,yes,No,1063
1,1698082178837,23/10/2023 17:29:38,1698082108777,-7,23/10/2023 10:28:28,121155,36,questionnaire-yepb,,32436909,BLIND,9599713,,complete,,6536ab1d162c88deae330872,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1920x1080,1920x963,,,,Final message,4,SoundCheckPassed,3,test passed,,,2,,,,,,yes,No,4008
1,1698098182408,23/10/2023 21:56:22,1698098182246,-4,23/10/2023 17:56:22,121155,36,questionnaire-yepb,,32444160,BLIND,9601545,,complete,,6536e917e74da7f28c7d08c3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,2560x1440,1282x1239,,,,Final message,4,SoundCheckPassed,8,test passed,,,,,,,,5,yes,No,2982
1,1698102944727,23/10/2023 23:15:44,1698102944385,-5,23/10/2023 18:15:44,121155,36,questionnaire-yepb,,32445216,BLIND,9601828,,complete,,6536f9b4a7091698f1fc9b67,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.61,1280x720,1232x598,,,,Final message,4,SoundCheckPassed,6,test passed,,,,,,8,,,yes,No,2852
1,1698134391511,24/10/2023 07:59:51,1698134391228,-7,24/10/2023 00:59:51,121155,36,questionnaire-yepb,,32448514,BLIND,9602917,,complete,,65377699923dd94a8421cf22,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1060x597,1060x454,,,,Final message,4,SoundCheckPassed,7,test passed,,,,,,,5,,yes,No,2710
1,1698192814946,25/10/2023 00:13:34,1698192815424,-7,24/10/2023 17:13:35,121155,36,questionnaire-yepb,,32469177,BLIND,9602766,,complete,,65376ee53675c093077f0a00,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x707,,,,Final message,4,SoundCheckPassed,4,test passed,,,,2,,,,,yes,No,3738
1,1698208166909,25/10/2023 04:29:26,1698208166820,-6,24/10/2023 22:29:26,121155,36,questionnaire-yepb,,32470784,BLIND,9610587,,complete,,65389757fce5d7e0974fec21,computer,Desktop or Laptop,Windows 10,Edge 117.0.2045.60,1536x864,1488x742,,,,Final message,4,SoundCheckPassed,4,test passed,,,,6,,,,,yes,No,2338
1,1698231450896,25/10/2023 10:57:30,1698231450767,-4,25/10/2023 06:57:30,121155,36,questionnaire-yepb,,32479188,BLIND,9612465,,complete,,6538f1f65583c8d487aa50b2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1920x1080,1920x963,,,,Final message,4,SoundCheckPassed,8,test passed,,,,,,,,2,yes,No,3084
1,1698264686858,25/10/2023 20:11:26,1698264675851,-7,25/10/2023 13:11:15,121155,36,questionnaire-yepb,,32495256,BLIND,9616993,,complete,,65396f08c08e2d8319ade238,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1504x1003,1496x879,,,,Final message,4,SoundCheckPassed,1,test passed,7,,,,,,,,yes,No,3983
1,1698282624206,26/10/2023 01:10:24,1698282624030,-4,25/10/2023 21:10:24,121155,36,questionnaire-yepb,,32498747,BLIND,9618036,,complete,,6539b39c9a10827737460a02,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x820,,,,Final message,4,SoundCheckPassed,7,test passed,,,,,,,1,,yes,No,3312
1,1698291144537,26/10/2023 03:32:24,1698291144432,-4,25/10/2023 23:32:24,121155,36,questionnaire-yepb,,32499612,BLIND,9618345,,complete,,6539d96b12ab32fdfff3a6a4,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1440x815,,,,Final message,4,SoundCheckPassed,3,test passed,,,5,,,,,,yes,No,1567
1,1698291590110,26/10/2023 03:39:50,1698291589695,-4,25/10/2023 23:39:49,121155,36,questionnaire-yepb,,32499649,BLIND,9618333,,complete,,6539d615614526745164e848,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x715,,,,Final message,4,SoundCheckPassed,5,test passed,,,,,1,,,,yes,No,5404
1,1698301982729,26/10/2023 06:33:02,1698301982455,-6,26/10/2023 00:33:02,121155,36,questionnaire-yepb,,32500375,BLIND,9618596,,complete,,653a050a082d07a3ad175d97,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 115.0.0.0,1440x900,1440x815,,,,Final message,4,SoundCheckPassed,6,test passed,,,,,,2,,,yes,No,2723
1,1698334807662,26/10/2023 15:40:07,1698334807545,-5,26/10/2023 10:40:07,121155,36,questionnaire-yepb,,32512620,BLIND,9622666,,complete,,653a84e92c3e5a14b8c4356c,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1368x912,1368x755,,,,Final message,4,SoundCheckPassed,2,test passed,,5,,,,,,,yes,No,3741
1,1698539256578,29/10/2023 00:27:36,1698539258325,-6,28/10/2023 18:27:38,121155,36,questionnaire-yepb,,32553028,BLIND,9632680,,complete,,653da382629998c0df531052,computer,Desktop or Laptop,Linux x86_64,Chrome 118.0.0.0,1079x486,1018x378,,,,Final message,4,SoundCheckPassed,1,test passed,8,,,,,,,,yes,No,26489
1,1698539338080,29/10/2023 00:28:58,1698539337906,-5,28/10/2023 19:28:57,121155,36,questionnaire-yepb,,32553035,BLIND,9632675,,complete,,653da27747329489fed3d8f2,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1280x658,,,,Final message,4,SoundCheckPassed,2,test passed,,7,,,,,,,yes,No,16578
1,1698692825617,30/10/2023 19:07:05,1698692825198,-7,30/10/2023 12:07:05,121155,36,questionnaire-yepb,,32584286,BLIND,9642250,,complete,,653ffc7ee773b8bbd3910817,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Final message,4,SoundCheckPassed,8,test passed,,,,,,,,6,yes,No,2918
1,1698706715845,30/10/2023 22:58:35,1698706733298,-5,30/10/2023 17:58:53,121155,36,questionnaire-yepb,,32587357,BLIND,9643180,,complete,,65402c8487c3229f20d2a0db,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x695,,,,Final message,4,SoundCheckPassed,6,test passed,,,,,,1,,,yes,No,2538
1,1698812043271,01/11/2023 04:14:03,1698812043035,-7,31/10/2023 21:14:03,121155,36,questionnaire-yepb,,32611517,BLIND,9652688,,complete,,6541cb7eeeb86176f2ec7948,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1440x795,,,,Final message,4,SoundCheckPassed,5,test passed,,,,,7,,,,yes,No,3390
1,1698856227703,01/11/2023 16:30:27,1698856227599,-4,01/11/2023 12:30:27,121155,36,questionnaire-yepb,,32629122,BLIND,9657635,,complete,,65427a33b9991d5427a5823e,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.76,1368x912,1360x756,,,,Final message,4,SoundCheckPassed,3,test passed,,,1,,,,,,yes,No,2540
1,1698957419618,02/11/2023 20:36:59,1698957418460,-5,02/11/2023 15:36:58,121155,36,questionnaire-yepb,,32662030,BLIND,9668482,,complete,,654402d3520694e99b0a5715,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.69,1920x1080,1865x921,,,,Final message,4,SoundCheckPassed,7,test passed,,,,,,,3,,yes,No,3084
1,1698977420444,03/11/2023 02:10:20,1698977420290,-5,02/11/2023 21:10:20,121155,36,questionnaire-yepb,,32666787,BLIND,9670430,,complete,,654454e9da74c1309b97cb51,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x726,,,,Final message,4,SoundCheckPassed,4,test passed,,,,5,,,,,yes,No,2569
1,1699073756921,04/11/2023 04:55:56,1699073756919,-5,03/11/2023 23:55:56,121155,36,questionnaire-yepb,,32696580,BLIND,9677299,,complete,,6545cbae0d8257d9c82b46eb,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.76,1366x768,1358x646,,,,Final message,4,SoundCheckPassed,1,test passed,2,,,,,,,,yes,No,4935
1,1699104310855,04/11/2023 13:25:10,1699104310611,-4,04/11/2023 09:25:10,121155,36,questionnaire-yepb,,32702316,BLIND,9678034,,complete,,65464202bc5bdf5e764f0565,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,1356x758,,,,Final message,4,SoundCheckPassed,3,test passed,,,4,,,,,,yes,No,6957
1,1699237518794,06/11/2023 02:25:18,1699237528872,-8,05/11/2023 18:25:28,121155,36,questionnaire-yepb,,32727184,BLIND,9684323,,complete,,654848e2bc5bdf5e764f4d1a,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1504x1003,1504x884,,,,Final message,4,SoundCheckPassed,8,test passed,,,,,,,,6,yes,No,4490
1,1699312457563,06/11/2023 23:14:17,1699312457268,-6,06/11/2023 17:14:17,121155,36,questionnaire-yepb,,32755450,BLIND,9691990,,complete,,65496e033366bdbeae4621b6,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1366x768,1366x657,,,,Final message,4,SoundCheckPassed,4,test passed,,,,1,,,,,yes,No,2721
1,1699396431111,07/11/2023 22:33:51,1699396430957,-6,07/11/2023 16:33:50,121155,36,questionnaire-yepb,,32783888,BLIND,9700962,,complete,,654aafbec5d0516b710b606b,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1412x680,,,,Final message,4,SoundCheckPassed,2,test passed,,1,,,,,,,yes,No,3246
1,1699397133000,07/11/2023 22:45:33,1699397132733,-8,07/11/2023 14:45:32,121155,36,questionnaire-yepb,,32783991,BLIND,9701230,,complete,,654abaecefcd8fc51dd897ac,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1377x678,,,,Final message,4,SoundCheckPassed,7,test passed,,,,,,,2,,yes,No,3243
1,1699420798413,08/11/2023 05:19:58,1699420800834,-8,07/11/2023 21:20:00,121155,36,questionnaire-yepb,,32786849,BLIND,9702272,,complete,,654b1716a3e347356572d0bd,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1920x1080,1920x919,,,,Final message,4,SoundCheckPassed,6,test passed,,,,,,2,,,yes,No,6284
1,1699469303275,08/11/2023 18:48:23,1699469302833,-8,08/11/2023 10:48:22,121155,36,questionnaire-yepb,,32820743,BLIND,9710000,,complete,,654bd47fd760c373968eb7e2,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,,Final message,4,SoundCheckPassed,5,test passed,,,,,3,,,,yes,No,9310
1,1699477308056,08/11/2023 21:01:48,1699477326462,-8,08/11/2023 13:02:06,121155,36,questionnaire-yepb,,32823493,BLIND,9710737,,complete,,654bf1f34f9a85157969037b,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1884x894,,,,Final message,4,SoundCheckPassed,7,test passed,,,,,,,3,,yes,No,2880
1,1699489098625,09/11/2023 00:18:18,1699489051509,-8,08/11/2023 16:17:31,121155,36,questionnaire-yepb,,32826034,BLIND,9711635,,complete,,654c1fd36952ab58c736bcd9,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Final message,4,SoundCheckPassed,5,test passed,,,,,4,,,,yes,No,3313
1,1699568715068,09/11/2023 22:25:15,1699568715752,-8,09/11/2023 14:25:15,121155,36,questionnaire-yepb,,32855192,BLIND,9727096,,complete,,654d585727c1bd0d5736d0df,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x854,1280x685,,,,Final message,4,SoundCheckPassed,8,test passed,,,,,,,,4,yes,No,3887
1,1699659150989,10/11/2023 23:32:30,1699659150772,-8,10/11/2023 15:32:30,121155,36,questionnaire-yepb,,32880155,BLIND,9737031,,complete,,654eb8cfc56119dbe532f8dc,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1437x733,,,,Final message,4,SoundCheckPassed,1,test passed,6,,,,,,,,yes,No,1936
1,1699772818872,12/11/2023 07:06:58,1699772818641,-5,12/11/2023 02:06:58,121155,36,questionnaire-yepb,,32891159,BLIND,9740891,,complete,,6550753f69c45ecbc9cd2ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Opera 102.0.0.0,1280x800,1239x614,,,,Final message,4,SoundCheckPassed,6,test passed,,,,,,8,,,yes,No,3097
1,1699909969871,13/11/2023 21:12:49,1699909968166,-8,13/11/2023 13:12:48,121155,36,questionnaire-yepb,,32930524,BLIND,9751912,,complete,,65528ebbb9321dfbe5e2a086,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x966,,,,Final message,4,SoundCheckPassed,2,test passed,,7,,,,,,,yes,No,2945
1,1699976564277,14/11/2023 15:42:44,1699976564144,-5,14/11/2023 10:42:44,121155,36,questionnaire-yepb,,32948567,BLIND,9757304,,complete,,655391cc8d320902de4142e8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1440x815,,,,Final message,4,SoundCheckPassed,4,test passed,,,,8,,,,,yes,No,2539
1,1700002848244,14/11/2023 23:00:48,1700002847202,-8,14/11/2023 15:00:47,121155,36,questionnaire-yepb,,32960925,BLIND,9760317,,complete,,6553f8027c3d4cc2d6e92f37,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1366x768,1366x660,,,,Final message,4,SoundCheckPassed,3,test passed,,,1,,,,,,yes,No,4330
1,1700024890802,15/11/2023 05:08:10,1700024890488,-7,14/11/2023 22:08:10,121155,36,questionnaire-yepb,,32964357,BLIND,9761215,,complete,,65544ffe9823ecd3d751ecfb,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x919,,,,Final message,4,SoundCheckPassed,1,test passed,7,,,,,,,,yes,No,2310
1,1700070565972,15/11/2023 17:49:25,1700070565812,-5,15/11/2023 12:49:25,121155,36,questionnaire-yepb,,32982409,BLIND,9766086,,complete,,655502d55226b62b7190abb4,mobile,undefined K,Android 10,Chrome 119.0.0.0,883x412,809x332,,,,Final message,4,SoundCheckPassed,6,test passed,,,,,,5,,,yes,No,7836
1,1700172768497,16/11/2023 22:12:48,1700172768715,-8,16/11/2023 14:12:48,121155,36,questionnaire-yepb,,33019621,BLIND,9776320,,complete,,6556918ace7bef2992528394,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x963,,,,Final message,4,SoundCheckPassed,2,test passed,,8,,,,,,,yes,No,3633
1,1700181007747,17/11/2023 00:30:07,1700181007592,-5,16/11/2023 19:30:07,121155,36,questionnaire-yepb,,33020859,BLIND,9776688,,complete,,6556b0469e9f708e6d6b658d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1280x800,1280x679,,,,Final message,4,SoundCheckPassed,3,test passed,,,6,,,,,,yes,No,1844
1,1700203866561,17/11/2023 06:51:06,1700203866192,-8,16/11/2023 22:51:06,121155,36,questionnaire-yepb,,33023152,BLIND,9777326,,complete,,65570b16fca43fc33525fef7,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.6,1440x900,1264x710,,,,Final message,4,SoundCheckPassed,4,test passed,,,,2,,,,,yes,No,3437
1,1700418487661,19/11/2023 18:28:07,1700418488001,-5,19/11/2023 13:28:08,121155,36,questionnaire-yepb,,33060087,BLIND,9788789,,complete,,655a5033b2406870951a2dfb,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x738,,,,Final message,4,SoundCheckPassed,7,test passed,,,,,,,6,,yes,No,3000
1,1700496477265,20/11/2023 16:07:57,1700496476815,-5,20/11/2023 11:07:56,121155,36,questionnaire-yepb,,33079406,BLIND,9794955,,complete,,655b80e04b045ac58d0cb9ed,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x699,,,,Final message,4,SoundCheckPassed,8,test passed,,,,,,,,7,yes,No,2167
1,1700517773681,20/11/2023 22:02:53,1700517773492,-8,20/11/2023 14:02:53,121155,36,questionnaire-yepb,,33088023,BLIND,9797527,,complete,,655bc8cb50baaed8e1c74cd0,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1364x681,,,,Final message,4,SoundCheckPassed,5,test passed,,,,,2,,,,yes,No,5477
1,1700538580523,21/11/2023 03:49:40,1700538579963,-6,20/11/2023 21:49:39,121155,36,questionnaire-yepb,,33090346,BLIND,9798637,,complete,,655c2456b7ade7c0c72a6223,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1440x960,1440x843,,,,Final message,4,SoundCheckPassed,1,test passed,5,,,,,,,,yes,No,3236
1,1700603504729,21/11/2023 21:51:44,1700603504312,-8,21/11/2023 13:51:44,121155,36,questionnaire-yepb,,33112969,BLIND,9806199,,complete,,655d22d686d182386bf4e14d,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1440x900,1351x745,,,,Final message,4,SoundCheckPassed,2,test passed,,6,,,,,,,yes,No,4991
1,1700792306769,24/11/2023 02:18:26,1700792308869,-8,23/11/2023 18:18:28,121155,36,questionnaire-yepb,,33181063,BLIND,9823936,,complete,,6560053e93f24d1bdbabe3bf,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1423x889,1415x767,,,,Final message,4,SoundCheckPassed,3,test passed,,,7,,,,,,yes,No,3617
1,1700950799527,25/11/2023 22:19:59,1700950799225,-5,25/11/2023 17:19:59,121155,36,questionnaire-yepb,,33216035,BLIND,9833388,,complete,,65626f99e4e979a116eedcf8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1324x664,,,,Final message,4,SoundCheckPassed,7,test passed,,,,,,,5,,yes,No,1782
1,1701130426579,28/11/2023 00:13:46,1701130426462,-6,27/11/2023 18:13:46,121155,36,questionnaire-yepb,,33260593,BLIND,9846813,,complete,,65652afa3fff62c11976dc16,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x919,,,,Final message,4,SoundCheckPassed,8,test passed,,,,,,,,5,yes,No,2725
1,1701230551771,29/11/2023 04:02:31,1701230551591,-5,28/11/2023 23:02:31,121155,36,questionnaire-yepb,,33285711,BLIND,9854911,,complete,,6566b51c110864dba2b6e099,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x729,,,,Final message,4,SoundCheckPassed,6,test passed,,,,,,3,,,yes,No,2344
1,1701286215546,29/11/2023 19:30:15,1701286215279,-6,29/11/2023 13:30:15,121155,36,questionnaire-yepb,,33306399,BLIND,9861375,,complete,,65678d2c11a8a137e969b7f1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x687,,,,Final message,4,SoundCheckPassed,5,test passed,,,,,7,,,,yes,No,2708
1,1701294960237,29/11/2023 21:56:00,1701294959119,-7,29/11/2023 14:55:59,121155,36,questionnaire-yepb,,33313187,BLIND,9862858,,complete,,6567b0f354b8a338890b8752,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Final message,4,SoundCheckPassed,4,test passed,,,,7,,,,,yes,No,3874
1,1701311975945,30/11/2023 02:39:35,1701311976665,-8,29/11/2023 18:39:36,121155,36,questionnaire-yepb,,33317147,BLIND,9864223,,complete,,6567f2f8372ba9e82a08d583,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,1390x1179,,,,Final message,4,SoundCheckPassed,1,test passed,3,,,,,,,,yes,No,4697
1,1701314523078,30/11/2023 03:22:03,1701314522944,-5,29/11/2023 22:22:02,121155,36,questionnaire-yepb,,33317340,BLIND,9864269,,complete,,6567fb036e509de196741d20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x688,,,,Final message,4,SoundCheckPassed,7,test passed,,,,,,,8,,yes,No,3067
1,1701651512670,04/12/2023 00:58:32,1701651513696,-7,03/12/2023 17:58:33,121155,36,questionnaire-yepb,,33392529,BLIND,9884193,,complete,,656d2119a493120fccf075e6,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Final message,4,SoundCheckPassed,5,test passed,,,,,1,,,,yes,No,2061
1,1701668132010,04/12/2023 05:35:32,1701668131866,-6,03/12/2023 23:35:31,121155,36,questionnaire-yepb,,33393771,BLIND,9884526,,complete,,656d634882b6039c507c2234,mobile,Apple iPhone,iOS 17.1.2,Mobile Safari 17.1.2,393x852,734x310,,,,Final message,4,SoundCheckPassed,3,test passed,,,8,,,,,,yes,No,2264
