Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,randomiser-dxqf,randomiser-ibiw,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
10,1699568066691,09/11/2023 22:14:26,1699568067247,-8,09/11/2023 14:14:27,121155,36,task-znzu,,32854628,BLIND,9727096,,complete,,654d585727c1bd0d5736d0df,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x854,1280x685,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,4,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.635999999998603,,,,,0,1,0,,,1,,,Task
11,1699568066691,09/11/2023 22:14:26,1699568067266,-8,09/11/2023 14:14:27,121155,36,task-znzu,,32854628,BLIND,9727096,,complete,,654d585727c1bd0d5736d0df,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1280x854,1280x685,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,4,yes,Spreadsheet1,,,END TASK,,,,,117965,,,,,0,1,0,,,,,,
1,1699658019287,10/11/2023 23:13:39,1699658019087,-8,10/11/2023 15:13:39,121155,36,task-znzu,,32879861,BLIND,9737031,,complete,,654eb8cfc56119dbe532f8dc,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1437x733,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1699658030024,10/11/2023 23:13:50,1699658029859,-8,10/11/2023 15:13:49,121155,36,task-znzu,,32879861,BLIND,9737031,,complete,,654eb8cfc56119dbe532f8dc,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1437x733,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,10730,,,,,0,1,0,,,,,,Prompt
3,1699658030206,10/11/2023 23:13:50,1699658029867,-8,10/11/2023 15:13:49,121155,36,task-znzu,,32879861,BLIND,9737031,,complete,,654eb8cfc56119dbe532f8dc,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1437x733,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1699658032453,10/11/2023 23:13:52,1699658032292,-8,10/11/2023 15:13:52,121155,36,task-znzu,,32879861,BLIND,9737031,,complete,,654eb8cfc56119dbe532f8dc,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1437x733,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,2426,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Task
5,1699658039448,10/11/2023 23:13:59,1699658039289,-8,10/11/2023 15:13:59,121155,36,task-znzu,,32879861,BLIND,9737031,,complete,,654eb8cfc56119dbe532f8dc,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1437x733,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,9423,,,1,1,1,0,0,,,,,,Task
6,1699658039626,10/11/2023 23:13:59,1699658039294,-8,10/11/2023 15:13:59,121155,36,task-znzu,,32879861,BLIND,9737031,,complete,,654eb8cfc56119dbe532f8dc,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1437x733,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,1.000000000003638,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
7,1699658044430,10/11/2023 23:14:04,1699658044276,-8,10/11/2023 15:14:04,121155,36,task-znzu,,32879861,BLIND,9737031,,complete,,654eb8cfc56119dbe532f8dc,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1437x733,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,4983,,,7,1,1,0,0,,,,,,Task
8,1699658044642,10/11/2023 23:14:04,1699658044282,-8,10/11/2023 15:14:04,121155,36,task-znzu,,32879861,BLIND,9737031,,complete,,654eb8cfc56119dbe532f8dc,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1437x733,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
9,1699658048744,10/11/2023 23:14:08,1699658048573,-8,10/11/2023 15:14:08,121155,36,task-znzu,,32879861,BLIND,9737031,,complete,,654eb8cfc56119dbe532f8dc,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1437x733,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,4292.000000000004,,,4,1,1,0,0,,,,,,Task
10,1699658050493,10/11/2023 23:14:10,1699658050339,-8,10/11/2023 15:14:10,121155,36,task-znzu,,32879861,BLIND,9737031,,complete,,654eb8cfc56119dbe532f8dc,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1437x733,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1762.9999999999964,,,,,0,1,0,,,,,,Task
11,1699658050665,10/11/2023 23:14:10,1699658050355,-8,10/11/2023 15:14:10,121155,36,task-znzu,,32879861,BLIND,9737031,,complete,,654eb8cfc56119dbe532f8dc,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1437x733,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,17,,,,,0,1,0,,,1,,,Task
12,1699658050665,10/11/2023 23:14:10,1699658050356,-8,10/11/2023 15:14:10,121155,36,task-znzu,,32879861,BLIND,9737031,,complete,,654eb8cfc56119dbe532f8dc,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 17.0,1440x900,1437x733,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,6,,,,,,,,yes,Spreadsheet1,,,END TASK,,,,,31269,,,,,0,1,0,,,,,,
1,1699909411945,13/11/2023 21:03:31,1699909410249,-8,13/11/2023 13:03:30,121155,36,task-znzu,,32930360,BLIND,9751912,,complete,,65528ebbb9321dfbe5e2a086,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x966,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1699909426823,13/11/2023 21:03:46,1699909425166,-8,13/11/2023 13:03:45,121155,36,task-znzu,,32930360,BLIND,9751912,,complete,,65528ebbb9321dfbe5e2a086,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x966,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,14872,,,,,0,1,0,,,,,,Prompt
3,1699909427077,13/11/2023 21:03:47,1699909425205,-8,13/11/2023 13:03:45,121155,36,task-znzu,,32930360,BLIND,9751912,,complete,,65528ebbb9321dfbe5e2a086,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x966,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,2.699999988079071,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1699909437900,13/11/2023 21:03:57,1699909436249,-8,13/11/2023 13:03:56,121155,36,task-znzu,,32930360,BLIND,9751912,,complete,,65528ebbb9321dfbe5e2a086,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x966,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,11047.900000035763,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Task
5,1699909440918,13/11/2023 21:04:00,1699909439274,-8,13/11/2023 13:03:59,121155,36,task-znzu,,32930360,BLIND,9751912,,complete,,65528ebbb9321dfbe5e2a086,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x966,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,14069.5,,,1,1,1,0,0,,,,,,Task
6,1699909441082,13/11/2023 21:04:01,1699909439293,-8,13/11/2023 13:03:59,121155,36,task-znzu,,32930360,BLIND,9751912,,complete,,65528ebbb9321dfbe5e2a086,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x966,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,1.600000023841858,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
7,1699909447525,13/11/2023 21:04:07,1699909445875,-8,13/11/2023 13:04:05,121155,36,task-znzu,,32930360,BLIND,9751912,,complete,,65528ebbb9321dfbe5e2a086,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x966,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,6583.600000023842,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Task
8,1699909451192,13/11/2023 21:04:11,1699909449527,-8,13/11/2023 13:04:09,121155,36,task-znzu,,32930360,BLIND,9751912,,complete,,65528ebbb9321dfbe5e2a086,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x966,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,10235,,,7,1,1,0,0,,,,,,Task
9,1699909451383,13/11/2023 21:04:11,1699909449547,-8,13/11/2023 13:04:09,121155,36,task-znzu,,32930360,BLIND,9751912,,complete,,65528ebbb9321dfbe5e2a086,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x966,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.9000000357627869,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
10,1699909458868,13/11/2023 21:04:18,1699909457223,-8,13/11/2023 13:04:17,121155,36,task-znzu,,32930360,BLIND,9751912,,complete,,65528ebbb9321dfbe5e2a086,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x966,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,7677.100000023842,,,4,1,1,0,0,,,,,,Task
11,1699909460247,13/11/2023 21:04:20,1699909458601,-8,13/11/2023 13:04:18,121155,36,task-znzu,,32930360,BLIND,9751912,,complete,,65528ebbb9321dfbe5e2a086,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x966,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1370.199999988079,,,,,0,1,0,,,,,,Task
12,1699909460398,13/11/2023 21:04:20,1699909458641,-8,13/11/2023 13:04:18,121155,36,task-znzu,,32930360,BLIND,9751912,,complete,,65528ebbb9321dfbe5e2a086,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x966,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,34.117999999994936,,,,,0,1,0,,,1,,,Task
13,1699909460398,13/11/2023 21:04:20,1699909458644,-8,13/11/2023 13:04:18,121155,36,task-znzu,,32930360,BLIND,9751912,,complete,,65528ebbb9321dfbe5e2a086,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1872x966,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,7,,,,,,,yes,Spreadsheet1,,,END TASK,,,,,48395,,,,,0,1,0,,,,,,
1,1699975740069,14/11/2023 15:29:00,1699975739890,-5,14/11/2023 10:28:59,121155,36,task-znzu,,32947837,BLIND,9757304,,complete,,655391cc8d320902de4142e8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1440x815,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,8,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1699975834363,14/11/2023 15:30:34,1699975834221,-5,14/11/2023 10:30:34,121155,36,task-znzu,,32947837,BLIND,9757304,,complete,,655391cc8d320902de4142e8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1440x815,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,8,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,94291.40000009537,,,,,0,1,0,,,,,,Prompt
3,1699975834511,14/11/2023 15:30:34,1699975834263,-5,14/11/2023 10:30:34,121155,36,task-znzu,,32947837,BLIND,9757304,,complete,,655391cc8d320902de4142e8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1440x815,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,8,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,0.7000000476837158,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1699975845044,14/11/2023 15:30:45,1699975844906,-5,14/11/2023 10:30:44,121155,36,task-znzu,,32947837,BLIND,9757304,,complete,,655391cc8d320902de4142e8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1440x815,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,8,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,10644.200000047684,,,1,1,1,0,0,,,,,,Task
5,1699975845164,14/11/2023 15:30:45,1699975844919,-5,14/11/2023 10:30:44,121155,36,task-znzu,,32947837,BLIND,9757304,,complete,,655391cc8d320902de4142e8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1440x815,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,8,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,1.3999998569488525,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1699975853920,14/11/2023 15:30:53,1699975853784,-5,14/11/2023 10:30:53,121155,36,task-znzu,,32947837,BLIND,9757304,,complete,,655391cc8d320902de4142e8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1440x763,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,8,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,8867.200000047684,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Task
7,1699975859966,14/11/2023 15:30:59,1699975859831,-5,14/11/2023 10:30:59,121155,36,task-znzu,,32947837,BLIND,9757304,,complete,,655391cc8d320902de4142e8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1440x815,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,8,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,14913.299999952316,,,7,1,1,0,0,,,,,,Task
8,1699975860105,14/11/2023 15:31:00,1699975859843,-5,14/11/2023 10:30:59,121155,36,task-znzu,,32947837,BLIND,9757304,,complete,,655391cc8d320902de4142e8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1440x815,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,8,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.6000001430511475,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
9,1699975861681,14/11/2023 15:31:01,1699975861546,-5,14/11/2023 10:31:01,121155,36,task-znzu,,32947837,BLIND,9757304,,complete,,655391cc8d320902de4142e8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1440x815,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,8,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,1703.1000001430511,,,4,1,1,0,0,,,,,,Task
10,1699975863144,14/11/2023 15:31:03,1699975862998,-5,14/11/2023 10:31:02,121155,36,task-znzu,,32947837,BLIND,9757304,,complete,,655391cc8d320902de4142e8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1440x815,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,8,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1444,,,,,0,1,0,,,,,,Task
11,1699975863268,14/11/2023 15:31:03,1699975863010,-5,14/11/2023 10:31:03,121155,36,task-znzu,,32947837,BLIND,9757304,,complete,,655391cc8d320902de4142e8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1440x815,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,8,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.654999999998836,,,,,0,1,0,,,1,,,Task
12,1699975863268,14/11/2023 15:31:03,1699975863012,-5,14/11/2023 10:31:03,121155,36,task-znzu,,32947837,BLIND,9757304,,complete,,655391cc8d320902de4142e8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1440x900,1440x815,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,4,test passed,,,,8,,,,,yes,Spreadsheet1,,,END TASK,,,,,123122,,,,,0,1,0,,,,,,
1,1700002008409,14/11/2023 22:46:48,1700002007376,-8,14/11/2023 14:46:47,121155,36,task-znzu,,32960505,BLIND,9760317,,complete,,6553f8027c3d4cc2d6e92f37,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1366x768,1366x660,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1700002068306,14/11/2023 22:47:48,1700002066478,-8,14/11/2023 14:47:46,121155,36,task-znzu,,32960505,BLIND,9760317,,complete,,6553f8027c3d4cc2d6e92f37,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1366x768,1366x660,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,59011.40000000014,,,,,0,1,0,,,,,,Prompt
3,1700002068691,14/11/2023 22:47:48,1700002066522,-8,14/11/2023 14:47:46,121155,36,task-znzu,,32960505,BLIND,9760317,,complete,,6553f8027c3d4cc2d6e92f37,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1366x768,1366x660,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,3.199999999953434,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1700002076261,14/11/2023 22:47:56,1700002073994,-8,14/11/2023 14:47:53,121155,36,task-znzu,,32960505,BLIND,9760317,,complete,,6553f8027c3d4cc2d6e92f37,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1366x768,1366x660,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,7473.899999999907,,,1,1,1,0,0,,,,,,Task
5,1700002076467,14/11/2023 22:47:56,1700002074012,-8,14/11/2023 14:47:54,121155,36,task-znzu,,32960505,BLIND,9760317,,complete,,6553f8027c3d4cc2d6e92f37,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1366x768,1366x660,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,1.3000000000465661,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1700002081077,14/11/2023 22:48:01,1700002079518,-8,14/11/2023 14:47:59,121155,36,task-znzu,,32960505,BLIND,9760317,,complete,,6553f8027c3d4cc2d6e92f37,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1366x768,1366x660,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,5506.699999999953,,,7,1,1,0,0,,,,,,Task
7,1700002081286,14/11/2023 22:48:01,1700002079541,-8,14/11/2023 14:47:59,121155,36,task-znzu,,32960505,BLIND,9760317,,complete,,6553f8027c3d4cc2d6e92f37,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1366x768,1366x660,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,1.0999999998603016,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1700002085280,14/11/2023 22:48:05,1700002084283,-8,14/11/2023 14:48:04,121155,36,task-znzu,,32960505,BLIND,9760317,,complete,,6553f8027c3d4cc2d6e92f37,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1366x768,1366x660,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,4742.199999999953,,,4,1,1,0,0,,,,,,Task
9,1700002087111,14/11/2023 22:48:07,1700002086142,-8,14/11/2023 14:48:06,121155,36,task-znzu,,32960505,BLIND,9760317,,complete,,6553f8027c3d4cc2d6e92f37,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1366x768,1366x660,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1846.1000000000931,,,,,0,1,0,,,,,,Task
10,1700002087895,14/11/2023 22:48:07,1700002086170,-8,14/11/2023 14:48:06,121155,36,task-znzu,,32960505,BLIND,9760317,,complete,,6553f8027c3d4cc2d6e92f37,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1366x768,1366x660,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.66700000000128,,,,,0,1,0,,,1,,,Task
11,1700002087895,14/11/2023 22:48:07,1700002086173,-8,14/11/2023 14:48:06,121155,36,task-znzu,,32960505,BLIND,9760317,,complete,,6553f8027c3d4cc2d6e92f37,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 118.0.0.0,1366x768,1366x660,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,3,test passed,,,1,,,,,,yes,Spreadsheet1,,,END TASK,,,,,78796,,,,,0,1,0,,,,,,
1,1700024504580,15/11/2023 05:01:44,1700024504268,-7,14/11/2023 22:01:44,121155,36,task-znzu,,32964313,BLIND,9761215,,complete,,65544ffe9823ecd3d751ecfb,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x919,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,7,,,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1700024525024,15/11/2023 05:02:05,1700024524775,-7,14/11/2023 22:02:04,121155,36,task-znzu,,32964313,BLIND,9761215,,complete,,65544ffe9823ecd3d751ecfb,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x919,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,7,,,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,20485.099999904633,,,,,0,1,0,,,,,,Prompt
3,1700024525257,15/11/2023 05:02:05,1700024524790,-7,14/11/2023 22:02:04,121155,36,task-znzu,,32964313,BLIND,9761215,,complete,,65544ffe9823ecd3d751ecfb,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x919,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,7,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1.7000000476837158,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1700024534471,15/11/2023 05:02:14,1700024534222,-7,14/11/2023 22:02:14,121155,36,task-znzu,,32964313,BLIND,9761215,,complete,,65544ffe9823ecd3d751ecfb,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x919,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,1,test passed,7,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,9431.300000190735,,,1,1,1,0,0,,,,,,Task
