word,bucket_q,uni_prob,bi_prob_smoothed
s e u1 a1,uni4-bi2,-12.613334593325948,-18.656144067710525
i1 a1 t i,uni4-bi2,-12.78212029854615,-18.261840812747938
n e n1 i1,uni4-bi2,-12.584088406122357,-17.984075377365176
n o n1 i1,uni4-bi2,-12.772830268269228,-17.461346262804554
n a n1 e1,uni4-bi2,-12.751729096523928,-17.077798962569958
t a n1 i1,uni4-bi2,-12.723957578568402,-16.599048810675868
n o i1 a1,uni4-bi2,-12.111554447784211,-18.511104352849184
i1 a1 s i,uni4-bi2,-12.09031720421006,-18.45067880520754
n a i1 a1,uni4-bi2,-11.917880994555858,-18.07692271724435
i o i1 a1,uni4-bi2,-12.065673799778413,-17.040248016383504
n e ɾ1 i1,uni4-bi2,-12.12207766166011,-16.61784665471788
n e i1 a1,uni4-bi2,-11.922812585637338,-18.613804143275463
i e i1 a1,uni4-bi2,-11.87693193763154,-18.00828520620964
s o i1 a1,uni4-bi2,-11.564552116975651,-17.482606666737677
i1 a1 i e,uni4-bi2,-11.87693193763154,-17.47421679452363
s a n1 i1,uni4-bi2,-12.032154484232311,-17.072525833332048
s a i1 a1,uni4-bi2,-11.370878663747296,-16.59033042917814
u1 o1 u o,uni3-bi1,-15.32662118023637,-26.37811140736757
u e u1 o1,uni3-bi1,-15.137879318089496,-25.19604827758707
u1 o1 p i,uni3-bi1,-15.550465857281068,-23.819599399158793
n1 o1 l u,uni3-bi1,-15.55241026444088,-22.523806118986116
d u i1 u1,uni3-bi1,-15.519608155299352,-21.163887675654394
ɲ1 i1 s e,uni3-bi1,-15.486978568628794,-19.816482914870043
u1 o1 u e,uni3-bi1,-15.137879318089496,-26.046559278903665
u1 i1 u i,uni3-bi1,-15.180334796398428,-25.586531831004
u1 e1 u i,uni3-bi1,-15.352907077881486,-23.89314143623396
i1 a1 r u,uni3-bi1,-15.287319312026614,-22.57866112384364
f o u1 a1,uni3-bi1,-15.335907777467307,-21.213904303532267
t1 u1 s u,uni3-bi1,-15.38564613086726,-19.832746224333263
u o u1 i1,uni3-bi1,-14.65456970916402,-26.7290883158635
n1 o1 u i,uni3-bi1,-15.019058806093778,-25.4921331008166
u i u1 i1,uni3-bi1,-15.18033479639843,-24.020465456712472
g e u1 i1,uni3-bi1,-15.13797688073732,-22.49897169871596
u1 a1 ɾ u,uni3-bi1,-15.091097339312237,-21.21754879239547
f a u1 a1,uni3-bi1,-15.142234324238956,-19.8798824558662
u o u1 o1,uni3-bi1,-15.326621180236367,-27.44042865792744
u o i1 u1,uni3-bi1,-14.65456970916402,-25.5653429972713
n i u1 o1,uni3-bi1,-14.803974287952984,-23.826961447359626
u1 a1 n u,uni3-bi1,-14.969136501039385,-22.536229311627764
u1 o1 ɾ i,uni3-bi1,-14.925935126225838,-21.20552808920344
s1 u1 k i,uni3-bi1,-14.985486388499115,-19.90488418484891
n1 e1 u i,uni3-bi1,-14.519579616504489,-25.180464531011957
n1 o1 i u,uni3-bi1,-15.019058806093778,-24.572398306539895
u1 a1 i u,uni3-bi1,-14.92325585303358,-24.129720717271223
n1 e1 d u,uni3-bi1,-14.858852975405412,-22.435037520195152
d1 e1 u o,uni3-bi1,-14.672616427966318,-21.232713663413023
p1 i1 u e,uni3-bi1,-14.815776308194929,-19.816140443401476
i1 u1 i u,uni3-bi1,-15.180334796398428,-24.653332836735153
u1 a1 u i,uni3-bi1,-14.92325585303358,-24.495144775842206
u1 i1 u o,uni3-bi1,-14.65456970916402,-23.610988497940436
n1 e1 n u,uni3-bi1,-14.565460264510286,-22.534035703955816
m1 a1 u o,uni3-bi1,-14.605870696807784,-19.815488862153284
r u t͡ʃ1 o1,uni1-bi4,-19.55017823998199,-14.444167522251313
r1 u1 t͡ʃ o,uni1-bi4,-19.447512601829185,-13.965627198231584
f1 u1 t͡ʃ o,uni1-bi4,-19.294899201320813,-13.619827290314856
f1 u1 t͡ʃ a,uni1-bi4,-19.101225748092457,-13.240188039338788
r1 u1 t͡ʃ a,uni1-bi4,-19.25383914860083,-13.585987947255516
k u t͡ʃ1 o1,uni1-bi4,-18.382083723320953,-12.759456541565916
t͡ʃ1 a1 ɲ o,uni1-bi4,-19.274273053093445,-14.302324194882097
t͡ʃ1 a1 ɲ a,uni1-bi4,-19.08059959986509,-13.959925950577828
g1 u1 t͡ʃ o,uni1-bi4,-18.777021578377425,-13.73555494924789
g1 u1 t͡ʃ a,uni1-bi4,-18.58334812514907,-13.35591569827182
p1 u1 t͡ʃ o,uni1-bi4,-18.38726118103352,-12.98141639433998
k1 u1 t͡ʃ o,uni1-bi4,-18.11411629307563,-12.201044010588738
r1 o1 t͡ʃ a,uni1-bi4,-18.688366281176005,-14.331524151662956
p u t͡ʃ1 o1,uni1-bi4,-18.74096265982567,-13.829292347764367
r1 a1 ɲ o,uni1-bi4,-18.58826876004588,-13.479764203068694
r1 a1 ɲ a,uni1-bi4,-18.39459530681752,-13.137365958764429
p1 u1 t͡ʃ a,uni1-bi4,-18.193587727805163,-12.60177714336391
k1 u1 t͡ʃ a,uni1-bi4,-17.920442839847272,-11.821404759612667
f1 e1 t͡ʃ o,uni1-bi4,-18.2299471443067,-14.251594555245186
f u p1 o1,uni1-bi4,-18.23504436784029,-13.902008000455869
r1 e1 t͡ʃ a,uni1-bi4,-18.18888709158671,-13.415673348262231
b1 u1 t͡ʃ a,uni1-bi4,-17.90172446459298,-12.914689438457192
k1 u1 t͡ʃ e,uni1-bi4,-17.925374430928755,-12.743335923751737
m1 e1 ɲ a,uni1-bi4,-17.62242658070059,-12.573557370173624
g1 u1 x o,uni1-bi4,-17.72183145115959,-14.222781189412204
r u p1 o1,uni1-bi4,-17.803922526138763,-13.828860080300345
f u d1 o1,uni1-bi4,-17.730570343981746,-13.4317315545734
g1 a1 ɲ a,uni1-bi4,-17.72410428336576,-12.85190637399818
k1 a1 ɲ o,uni1-bi4,-17.254872451292325,-12.20820201455833
r1 o1 r o,uni1-bi4,-17.24411623217642,-14.288748736217087
s1 u1 t͡ʃ o,uni1-bi4,-17.26573932015368,-13.807489800054094
r u d1 o1,uni1-bi4,-17.29944850228022,-13.358583634417878
m1 e1 t͡ʃ o,uni1-bi4,-17.180740593850235,-12.88997028574869
p1 a1 ɲ a,uni1-bi4,-17.33434388602186,-12.477386603429926
r e r1 o1,uni1-bi4,-17.055374370029547,-12.255878323555416
g u ɲ1 o1,uni1-bi3,-20.235392960652547,-16.143925150621165
r u ɲ1 o1,uni1-bi3,-20.070539096898983,-16.08997307885629
r1 u1 ɲ o,uni1-bi3,-20.082872041907898,-15.473949937100654
x u t͡ʃ1 o1,uni1-bi3,-20.132911614992096,-15.294477454217336
f1 u1 ɲ o,uni1-bi3,-19.93025864139952,-15.128150029183926
f1 u1 ɲ a,uni1-bi3,-19.73658518817117,-14.78575178487966
x u t͡ʃ1 e1,uni1-bi3,-19.633432425402805,-16.126129517165737
x1 u1 ɲ a,uni1-bi3,-19.56198567747112,-15.816332870366402
t͡ʃ1 e1 ɲ o,uni1-bi3,-19.703924277941347,-15.58869126492804
f u t͡ʃ1 e1,uni1-bi3,-19.481820892094223,-15.348967505355237
t͡ʃ1 e1 ɲ a,uni1-bi3,-19.51025082471299,-15.246293020623774
t͡ʃ u d1 o1,uni1-bi3,-18.937372004508163,-16.287829320043393
x u x1 o1,uni1-bi3,-19.119694410736116,-16.033969809953646
t͡ʃ1 e1 t͡ʃ o,uni1-bi3,-19.068564837862635,-15.56270593619884
r u t͡ʃ1 e1,uni1-bi3,-19.050699050392694,-15.275819585199716
g u r1 o1,uni1-bi3,-19.02902781068799,-15.118921489082815
r1 o1 t͡ʃ o,uni1-bi3,-18.88203973440436,-14.711163402639023
f u r1 a1,uni1-bi3,-18.36616537419876,-16.218682187579958
t͡ʃ1 a1 t͡ʃ e,uni1-bi3,-18.45017175086786,-15.854064166362472
l1 u1 ɲ a,uni1-bi3,-18.47812419856116,-15.696175537267136
k u ɲ1 e1,uni1-bi3,-18.402965390648653,-15.330482938655082
g a ɲ1 o1,uni1-bi3,-18.421661792666185,-14.948986020755504
t͡ʃ1 o1 x o,uni1-bi3,-18.5128539002341,-14.76610977922854
k i ɲ1 o1,uni1-bi3,-17.808151952714354,-16.210326250381566
x u g1 a1,uni1-bi3,-17.84728588405558,-15.932728255942145
t͡ʃ1 i1 x o,uni1-bi3,-17.840802429161748,-15.651582470435375
s1 u1 ɲ o,uni1-bi3,-17.90109876023239,-15.315812538923163
p u f1 o1,uni1-bi3,-17.90234496626973,-15.100825418941728
g u m1 o1,uni1-bi3,-17.827207859723153,-14.78384083463858
t͡ʃ e k1 o1,uni1-bi3,-17.35990156350394,-16.24628141087141
t͡ʃ1 u1 k o,uni1-bi3,-17.32749887598777,-15.673006753753228
b1 i1 ɲ e,uni1-bi3,-17.304491157256006,-15.347344115299068
r e x1 u1,uni1-bi3,-17.29363432624595,-15.071853682956302
x1 o1 x a,uni1-bi3,-17.30596324274976,-14.741590140977053
n1 i1 u i,uni4-bi1,-14.347007335021429,-24.68451032271927
i1 e1 u i,uni4-bi1,-14.115382739384316,-23.811511806157856
i o u1 o1,uni4-bi1,-14.232328552712774,-22.747239471548347
n1 o1 u a,uni4-bi1,-14.299620265631011,-21.705035566248924
i1 a1 m u,uni4-bi1,-14.25197371533672,-20.652481542499537
i1 e1 t u,uni4-bi1,-14.306064150917646,-19.609893868456567
u e i1 u1,uni4-bi1,-14.465827847017144,-24.73222360078129
n1 a1 u i,uni4-bi1,-14.08992839165658,-23.854817985740024
n1 i1 u o,uni4-bi1,-13.82124224778702,-22.708966989655707
n i u1 a1,uni4-bi1,-13.87484387351579,-21.708181280552893
l e u1 i1,uni4-bi1,-13.904886677840654,-20.670669288616928
m e u1 i1,uni4-bi1,-13.937777420293862,-19.637999629893493
i1 a1 u i,uni4-bi1,-13.685731514536414,-23.998991169356003
i1 a1 i u,uni4-bi1,-13.685731514536414,-23.633567110785023
n1 e1 u e,uni4-bi1,-13.805072667123204,-22.873369069484493
s a u1 o1,uni4-bi1,-13.53753341668166,-21.52006488323324
s i u1 i1,uni4-bi1,-13.584920486072075,-20.677140823005978
u a n1 i1,uni4-bi1,-13.627568794558666,-19.58192934889846
n o u1 o1,uni4-bi1,-14.278209200718576,-24.218095808014027
n o u1 i1,uni4-bi1,-13.606157729646227,-23.50675546595009
n e i1 u1,uni4-bi1,-13.417415867499354,-22.445709937784173
i e u1 i1,uni4-bi1,-13.371535219493552,-21.59267533546019
i a u1 i1,uni4-bi1,-13.366603628412072,-20.627561978181095
s1 a1 u e,uni4-bi1,-13.437175503950243,-19.74230329047783
u e u1 i1,uni4-bi1,-14.465827847017144,-24.484707935523137
s o u1 o1,uni4-bi1,-13.731206869910014,-23.18959812190252
s o u1 i1,uni4-bi1,-13.059155398837664,-22.47825777983858
u o i1 a1,uni4-bi1,-13.159966427302006,-21.733437202762595
n e u1 a1,uni4-bi1,-13.160336924134509,-20.79075444778323
u o ɾ1 a1,uni4-bi1,-13.10215255995993,-19.53069846193877
u o u1 a1,uni4-bi1,-14.397490765799173,-25.321648491120712
n1 e1 u o,uni4-bi1,-13.993814529270075,-23.20492119794839
n a u1 i1,uni4-bi1,-13.412484276417871,-22.29531682923551
i1 a1 u e,uni4-bi1,-12.971224565155133,-21.69189570782854
s a u1 i1,uni4-bi1,-12.86548194560931,-20.8087245411693
s a u1 a1,uni4-bi1,-12.608403002244463,-19.401284716426513
f1 e1 i o,uni3-bi3,-14.990435844588555,-15.354089234636191
s1 a1 ɾ o,uni4-bi4,-12.699466224852175,-11.35766471957294
k1 a1 d e,uni4-bi4,-13.530533208249524,-9.51051353615683
d1 a1 d e,uni4-bi4,-13.299204072348871,-10.607968083399172
u e s1 i1,uni4-bi2,-13.694254447315087,-17.834424181751217
f o m1 a1,uni3-bi3,-15.54428770847592,-15.309265036706895
m1 a1 d o,uni4-bi4,-13.850851428185116,-9.330889084273734
d o b1 o1,uni3-bi4,-14.6296871095793,-12.644233938122548
b a p1 u1,uni2-bi3,-15.761018603125391,-16.272661276021363
x1 o1 f o,uni1-bi2,-17.348025162669533,-17.049826316784433
x u m1 a1,uni1-bi3,-17.315956956542504,-15.983209468662638
m1 o1 m a,uni3-bi4,-14.813277231293338,-13.38250053273892
r1 o1 ɾ e,uni3-bi4,-15.621628058818,-12.242135078772137
g1 u1 ɲ a,uni1-bi3,-19.218707565227778,-14.901479443812692
i1 a1 d e,uni4-bi4,-12.216205296532465,-12.432429854083829
m1 e1 ɲ o,uni1-bi4,-17.816100033928947,-12.91595561447789
d o t1 u1,uni3-bi3,-14.605983457812949,-15.919665958781051
d1 o1 x i,uni2-bi3,-16.787889249766735,-16.307131583466692
t o i1 e1,uni4-bi3,-12.686006436159644,-15.120655005970416
n1 o1 s u,uni3-bi1,-14.517937123291016,-21.301208956705864
p1 a1 f i,uni2-bi2,-16.2116213258795,-17.434625198537613
s a i1 e1,uni4-bi3,-11.800529888595197,-14.74163046844001
s u s1 a1,uni4-bi3,-13.650560770528768,-14.678337936869442
n1 i1 m e,uni4-bi3,-13.10444995891686,-14.997050063372436
n1 o1 g a,uni3-bi3,-14.971769299351184,-16.19280509763528
p e i1 a1,uni4-bi3,-12.66930415496542,-15.606366578924913
n i ɾ1 a1,uni4-bi3,-12.579505667676546,-16.199082403511937
l1 a1 ɾ e,uni4-bi4,-13.281423254262428,-12.072739384749074
d1 i1 ɾ o,uni4-bi4,-13.57359300523832,-12.980926970940992
l a n1 e1,uni4-bi3,-13.239199906865233,-15.684283041327843
f e ɾ1 i1,uni4-bi3,-14.108906652846038,-15.34094499616507
l1 e1 d o,uni4-bi4,-14.071248213879477,-13.012299941979114
k a n1 o1,uni4-bi4,-13.638820918936586,-14.0039303045381
b1 o1 ɾ i,uni3-bi3,-14.984020324191436,-15.910824779167337
b a x1 i1,uni3-bi3,-15.256532774215472,-14.81568902108566
t͡ʃ1 u1 ɲ e,uni1-bi2,-20.580134472808584,-18.53440676623789
n o ɾ1 i1,uni4-bi2,-12.31081952380698,-17.358423810536006
